major_category	major_preprocessed	major_original	Realistic	Investigative	Artistic	Social	Enterprising	Conventional
	record industri	Recording Industry	0.0	0.4375	0.5625	0.59375	0.21875	0.1875
	inform technolog	Information Technology	0.25	1.0	0.375	0.15625	0.25	0.75
	undecid	undecided	0.375	0.125	0.40625	0.28125	0.25	0.3125
	diesel	 diesel	0.40625	0.3125	0.125	0.40625	0.125	0.125
	rehabilit servic	rehabilitative services	0.0	0.59375	0.15625	0.78125	0.21875	0.0
	undecid	Undecided	0.375	0.5625	0.5625	0.46875	0.5625	0.46875
	electrica electron	Electricaal and Electronics	0.84375	0.59375	0.46875	0.78125	0.53125	0.71875
	comput aid draft	Computer aided drafting	0.28125	0.09375	0.15625	0.375	0.0625	0.28125
	game develop	Game Development	0.03125	0.09375	0.28125	0.0	0.0	0.03125
	food technolog	Food Technology	0.4375	0.78125	0.5625	0.6875	0.40625	0.46875
	child youth care	Child & youth care 	0.09375	0.40625	0.40625	0.8125	0.25	0.28125
	mangement	Mangement	0.09375	0.25	0.8125	0.34375	0.59375	0.53125
	pharmaci	Pharmacy 	0.25	0.6875	0.53125	0.34375	0.5	0.3125
	comput technolog	Computer Technology	0.6875	0.40625	0.21875	0.4375	0.3125	0.28125
	dietet technolog	dietetic technology	0.0	0.8125	0.25	0.65625	0.15625	0.1875
	comput	Computer studies	0.5	0.625	0.625	0.78125	0.6875	0.46875
	film video	Film & Video	0.15625	0.46875	0.25	0.40625	0.15625	0.0625
	hospit	Hospitality 	0.1875	0.375	0.375	0.53125	0.65625	0.625
	medic school	medical school	0.375	0.40625	0.46875	0.5625	0.65625	0.34375
	game design	Game Design	0.5	0.75	0.71875	0.71875	0.40625	0.40625
	medic	Medical	0.5625	0.65625	0.4375	0.75	0.59375	0.46875
	still enrol	Still enrolled in University 	0.0	0.875	0.0	0.5625	0.3125	0.0625
	earli childhood develop	Early Childhood Development	0.84375	0.40625	0.75	0.84375	0.8125	0.5
	theatr	theatre	0.0	0.0625	0.6875	0.8125	0.5625	0.40625
	inform technolog	IT	0.5	0.75	0.78125	0.625	0.40625	0.25
	labor employ relat	Labor and Employment Relations	0.0	0.0625	0.0	0.15625	0.3125	0.0625
	cj	CJ	0.0	0.0	0.3125	0.53125	0.0	0.0
	colleg	college	0.5	0.5	0.5	0.5	0.5	0.5
	comput forens	Computer Forensics 	0.75	0.71875	0.6875	0.75	0.71875	0.75
	radiolog	RADIOLOGY	0.125	0.65625	0.6875	0.78125	0.625	0.21875
	dietet	Dietetics	0.0	0.0625	0.0	0.625	0.0625	0.3125
	undecid	undecided	0.34375	0.53125	0.59375	0.6875	0.5625	0.46875
	career develop	career development	0.125	0.78125	0.65625	0.65625	0.40625	0.15625
	ca	CA	0.625	0.8125	0.625	0.5	0.75	0.71875
	technolog	Technology	0.4375	0.3125	0.5625	0.71875	0.4375	0.8125
	gymnast	gymnastics	0.125	0.125	0.1875	1.0	0.78125	0.25
	dietet	Dietetics	0.25	0.75	0.625	0.71875	0.4375	0.21875
	dietet	Dietetics	0.1875	0.78125	0.34375	0.875	0.25	0.09375
	medic school	Medical School	0.625	0.75	0.8125	0.65625	0.5625	0.53125
	anesthesiolog	Anesthesiology	0.375	0.875	0.34375	0.78125	0.5625	0.78125
	urban plan	Urban Planning	0.15625	0.65625	0.34375	0.875	0.625	0.71875
	undecid	undecided	0.15625	0.6875	0.25	0.28125	0.1875	0.25
	ler	LER	0.09375	0.28125	0.1875	0.78125	0.84375	0.15625
	anesthesiolog	Anesthesiology	0.125	0.8125	0.21875	0.75	0.3125	0.65625
	video audio product	Video Audio Production	0.09375	0.1875	0.5	0.21875	0.1875	0.3125
	perform	Performance Studies	0.125	0.5	0.9375	0.8125	0.5625	0.46875
	undeclar	undeclared	0.03125	0.25	0.28125	0.875	0.15625	0.0
	automot restor	automotive restoration	0.5	0.4375	0.625	0.5	0.21875	0.1875
	medic assist	Medical Assistant	0.0	0.25	0.0	0.3125	0.0	0.0
	product design	Product Design	0.53125	0.625	0.8125	0.71875	0.34375	0.15625
	optometri	Optometry	0.5	0.9375	0.6875	0.9375	0.6875	0.53125
	culinari	culinary	0.28125	0.71875	0.3125	0.53125	0.375	0.40625
	med	Pre med major	0.0	0.625	0.46875	0.65625	0.25	0.375
	informat	Informatics	0.125	0.75	0.5625	0.5625	0.5625	0.3125
	conflict analysi resolut	Conflict analysis and resolution	0.46875	0.78125	0.78125	0.8125	0.53125	0.375
	labor employ relat	Labor and Employment Relations	0.21875	0.46875	0.875	0.4375	0.40625	0.46875
	teach	Teaching	0.0	0.0625	0.375	0.40625	0.0	0.0625
	informat	Informatics	0.4375	0.59375	0.625	0.8125	0.46875	0.65625
	medic research	medical researcher	0.53125	0.75	0.375	0.75	0.46875	0.4375
	undecid	undecided	0.28125	0.75	0.5	0.0	0.1875	0.65625
	one	dont have one	0.0	0.0	0.09375	0.0	0.0	0.0
	automot mechan	automotive mechanic	0.40625	0.25	0.125	0.09375	0.5625	0.5625
	calcul	Calculators 	0.25	0.6875	0.65625	0.65625	0.75	0.5625
	child develop famili	child development and family studies	0.15625	0.9375	0.53125	0.84375	0.40625	0.53125
	comput	Computer	0.4375	0.71875	0.71875	0.84375	0.3125	0.6875
	inform technolog	Information Technology	0.375	0.0	0.28125	0.53125	0.53125	0.34375
	inform technolog	Information Technology	0.3125	0.0	0.25	0.5	0.46875	0.3125
	pharmaci	Pharmacy	0.875	0.84375	0.6875	0.1875	0.40625	0.09375
	american sign languag	american sign language	0.0	0.5625	0.875	0.59375	0.4375	0.0625
	buis	Buisness	0.1875	0.34375	0.53125	0.46875	0.75	0.375
	liber	Liberal Studies	0.0	0.0	0.1875	0.5	0.5	0.09375
	bgs	Bgs	0.09375	0.5625	0.21875	0.59375	0.375	0.59375
	turism	turism	0.0	0.0	0.125	0.09375	0.1875	0.0
	medic	Medical	0.21875	0.90625	0.5	0.4375	0.34375	0.375
	sts	sts	0.59375	0.65625	0.25	0.6875	0.5	0.625
	product design	Product Design	0.09375	0.28125	0.71875	0.625	0.3125	0.0
	social justic	social justice	0.8125	0.40625	0.40625	0.71875	0.40625	0.3125
	medic	medical	0.21875	0.34375	0.1875	0.375	0.40625	0.5
	speech languag patholog audiologu	Speech Language Pathology and Audiologu	0.0	0.1875	0.0	0.5625	0.3125	0.15625
	paraleg	paralegal	0.1875	0.625	0.625	0.75	0.28125	0.0625
	film	Film	0.25	0.65625	0.9375	0.59375	0.5	0.21875
	pharmaci	Pharmacy	0.03125	0.5	0.375	0.75	0.34375	0.34375
	video	video	0.34375	0.71875	0.84375	0.84375	0.59375	0.4375
	dental hygien	Dental Hygiene	0.4375	0.25	0.625	0.1875	0.46875	0.875
	child develop	Child Development	0.0625	0.125	0.40625	0.71875	0.09375	0.0
	survey	Surveying	0.21875	0.53125	0.375	0.34375	0.375	0.3125
	build survey	building survey	0.40625	0.75	0.1875	0.4375	0.375	0.5
	dental hygien	Dental Hygiene	0.0625	0.65625	0.90625	0.96875	0.40625	0.21875
	construct	Construction	0.4375	0.0625	0.0625	0.4375	0.4375	0.625
	survey	Surveying	0.4375	0.75	0.5625	0.5625	0.5625	0.375
	environ	environment	0.3125	0.53125	0.5	0.5625	0.625	0.1875
	na	na	0.5625	0.71875	0.53125	0.4375	0.3125	0.59375
	crativ media	Crative media	0.1875	0.46875	0.59375	0.15625	0.25	0.375
	pharmaci	Pharmacy	0.375	0.53125	0.625	0.625	0.375	0.4375
	undecid	undecided	0.0	0.375	0.03125	0.78125	0.3125	0.59375
	aggress medit class	aggression meditation class	0.9375	0.53125	0.5	0.96875	0.84375	0.78125
	recreact therapi	Recreactional  Therapy	0.25	0.4375	0.40625	0.8125	0.5625	0.625
	kinesiolog	Kinesiology	0.0	0.625	0.125	0.90625	0.0625	0.8125
	social	social	0.34375	0.71875	0.46875	0.59375	0.40625	0.71875
	cinema	cinema	0.3125	0.90625	0.71875	0.34375	0.46875	0.3125
	informat	Informatics	0.25	0.46875	0.625	0.5625	0.0625	0.0625
	kinesiolog	Kinesiology	0.0	0.1875	0.6875	0.71875	0.28125	0.1875
	prepharm	PrePharm	0.40625	0.78125	0.03125	0.40625	0.25	0.625
	teach	Teaching	0.09375	0.625	0.3125	0.65625	0.28125	0.0
	creativ media	Creative Media	0.40625	0.3125	0.875	0.28125	0.09375	0.15625
	child develop	child development 	0.09375	0.59375	0.3125	0.40625	0.15625	0.21875
	interpret	Interpreting	0.0625	0.6875	0.53125	0.9375	0.34375	0.28125
	philolog	Philology	0.34375	0.3125	0.5	0.84375	0.59375	0.5
	comput	computer	0.0625	0.625	0.03125	0.40625	0.28125	0.1875
	fashion design	Fashion Design	0.125	0.09375	0.6875	0.5625	0.625	0.15625
	web design	Web Design	0.34375	0.5	0.65625	0.59375	0.40625	0.15625
	famili child	Family & Child Studies	0.0625	0.46875	0.25	0.875	0.09375	0.0625
	mechan	mechanics	0.71875	0.0625	0.1875	0.28125	0.1875	0.03125
	undecid	undecided	0.375	0.28125	0.375	0.8125	0.78125	0.71875
	classic	Classics	0.09375	0.90625	0.90625	0.8125	0.46875	0.1875
	dietet	Dietetics	0.34375	0.84375	0.65625	0.6875	0.4375	0.625
	apparel design	Apparel Design	0.21875	0.28125	0.625	0.71875	0.6875	0.4375
	undecid	Undecided	0.03125	0.34375	0.96875	0.21875	0.78125	0.21875
	undecid	Undecided	0.3125	0.46875	0.15625	0.15625	0.125	0.625
	languag	Languages	0.40625	0.78125	0.59375	0.6875	0.46875	0.46875
	pharmaci	pharmacy	0.53125	0.75	0.65625	0.6875	0.5625	0.625
	child develop	child development	0.3125	0.59375	0.75	0.8125	0.40625	0.09375
	buis	Buisness	0.3125	0.0	0.0	0.15625	0.375	0.3125
	pedagogi	pedagogy	0.125	0.5	0.71875	0.71875	0.46875	0.1875
	event	Events	0.0625	0.0625	0.5625	0.3125	0.59375	0.0
	properti	Property 	0.65625	0.3125	0.96875	0.875	0.5	0.5
	event	Event	0.15625	0.65625	0.59375	0.5	0.8125	0.1875
	fashion textil	fashion textiles	0.625	0.5625	0.5625	0.59375	0.5	0.375
	comput applic	Computer application	0.1875	0.09375	0.34375	0.5	0.40625	0.46875
	arab	arabic	0.5	0.21875	0.25	0.09375	0.53125	0.375
	undecid	Undecided	0.5	0.5625	0.75	0.6875	0.65625	0.625
	undecid	Undecided	0.59375	0.6875	0.75	0.65625	0.75	0.6875
	speech patholog	Speech Pathology	0.0	0.625	0.0625	0.5	0.0	0.28125
	interior design	interior design	0.0	0.46875	0.65625	0.5	0.3125	0.1875
	bbm	BBM	0.40625	0.5625	0.75	0.78125	0.75	0.5625
	veternarian	Veternarian	0.3125	0.8125	0.375	0.9375	0.21875	0.78125
	med	Pre-Med	0.21875	0.625	0.3125	0.40625	0.25	0.28125
	culinari	culinary	0.09375	0.1875	0.34375	0.59375	0.625	0.53125
	still attend	still attending 	0.15625	0.78125	0.78125	0.96875	0.75	0.53125
	design	Design	0.28125	0.75	0.84375	0.15625	0.3125	0.0625
	film	Film	0.0625	0.0	0.3125	0.0625	0.5625	0.125
	tourism	Tourism	0.59375	0.03125	0.40625	0.59375	0.625	0.75
	ethnolog	ethnology	0.1875	0.8125	0.3125	0.4375	0.40625	0.03125
	medic	Medical	0.125	0.6875	0.6875	0.8125	0.25	0.15625
	homeland seriitiy	homeland seriitiy 	0.59375	0.59375	0.625	0.53125	0.65625	0.625
	medic field	medical field	0.28125	0.90625	0.5625	0.90625	0.71875	0.53125
	inform technolog	IT	0.625	0.96875	0.96875	1.0	0.78125	0.78125
	asl interpret	ASL Interpreting	0.125	0.03125	0.4375	0.8125	0.46875	0.375
	speech languag therapi	speech and language therapy	0.03125	0.5625	0.09375	0.46875	0.34375	0.625
	vocat rehab	Vocational Rehab	0.0625	0.09375	0.0	0.5625	0.09375	0.5
	aeronaut	aeronautics	0.53125	0.375	0.1875	0.40625	0.21875	0.25
	prod engg	prod engg	0.1875	0.0	0.0625	0.0625	0.0625	0.1875
	speech patholog	speech pathology	0.5625	0.625	0.71875	0.625	0.1875	0.0625
	survey	Surveying	0.40625	0.84375	0.5625	0.5	0.59375	0.21875
	paraleg	Paralegal Studies	0.375	0.34375	0.5	0.34375	0.3125	0.5625
	dental	Dental	0.0	0.9375	0.125	0.21875	0.0	0.03125
	x ray	x-ray	0.28125	0.375	0.40625	0.34375	0.3125	0.34375
	chemic industri	Chemical Industry	0.40625	0.6875	0.3125	0.71875	0.71875	0.5625
	medic field	Medical field	0.375	0.6875	0.34375	0.5	0.40625	0.1875
	com	Com studies	0.15625	0.25	0.3125	1.0	0.34375	0.4375
	train	training	0.4375	0.53125	0.34375	0.59375	0.4375	0.6875
	industri electr	Industrial Electrical	0.75	0.25	0.65625	0.375	0.5	0.34375
	consum electron	consumer electronics	0.46875	0.5	0.53125	0.46875	0.125	0.09375
	textil merchandis	textiles and merchandising	0.0	0.03125	0.28125	0.53125	0.59375	0.15625
	undecid	undecided	0.0	0.0	0.09375	0.0625	0.03125	0.0
	kinesolog	Kinesology	0.125	0.375	0.09375	0.75	0.09375	0.0625
	creativ write	creative writing	0.21875	0.59375	0.71875	0.6875	0.3125	0.28125
	day care	day care	0.375	0.84375	0.5	1.0	0.75	0.75
	media product	Media Production 	0.40625	0.90625	0.59375	0.71875	0.40625	0.53125
	multimedia	Multimedia	0.34375	0.34375	0.53125	0.25	0.28125	0.34375
	mechan	Mechanical	0.40625	0.09375	0.4375	0.9375	0.78125	0.59375
	dms	DMS	0.03125	0.75	0.3125	0.3125	0.34375	0.375
	fashion	Fashion	0.03125	0.0	0.15625	0.5	0.53125	0.6875
	prosecut	Prosecuter	0.0	0.0	0.0	0.0	0.0	0.0625
	occup therapi	Occupational therapy	0.09375	0.46875	0.1875	0.75	0.0625	0.1875
	film televis	Film and Television	0.03125	0.65625	0.8125	0.6875	0.4375	0.0625
	med	Pre-Med	0.0625	0.875	0.625	0.71875	0.53125	0.28125
	comput inform technolog	Computer information technology	0.21875	0.25	0.65625	0.46875	0.4375	0.53125
	dietet	dietetic	0.1875	0.8125	0.625	0.46875	0.21875	0.15625
	kinesiolog	Kinesiology	0.46875	0.59375	0.46875	0.65625	0.21875	0.28125
	film	film	0.1875	0.1875	0.875	0.09375	0.1875	0.0
	tree	trees	0.40625	0.5625	0.3125	0.5625	0.28125	0.125
	child develop	Child Development 	0.09375	0.25	0.5	0.875	0.4375	0.3125
	inform technolog	Information technology	0.34375	0.3125	0.65625	0.9375	0.78125	0.65625
	inform technolog	Information Technology	0.71875	0.84375	0.8125	0.90625	0.625	0.71875
	inform technolog	IT	0.5625	0.8125	0.625	0.9375	0.53125	0.75
	inform technolog	Information Technology	0.59375	0.59375	0.75	0.90625	0.90625	0.875
	undecid	undecided	0.0625	0.0	0.0	0.90625	0.34375	0.25
	inform technolog	information technology	0.78125	0.5625	0.5625	0.6875	0.84375	0.84375
	inform technolog	Information Technology	0.75	0.6875	0.40625	0.78125	0.46875	0.65625
	inform technolog	Information Technology	0.5625	0.875	0.90625	0.9375	0.5625	0.71875
	inform	Information Studies	0.0625	0.40625	0.125	0.375	0.15625	0.375
	undeclar	Undeclared	0.4375	0.28125	0.21875	0.625	0.3125	0.46875
	eco	Eco	0.21875	0.71875	0.65625	0.375	0.6875	0.34375
	famili communiti servic	Family and Community Services	0.03125	0.3125	0.1875	1.0	0.5625	0.65625
	medic	medical	0.0	0.6875	0.0	0.53125	0.0	0.0
	interior design	Interior design	0.0625	0.15625	0.5625	0.40625	0.53125	0.28125
	cosmetolog	cosmetology	0.125	0.84375	0.375	0.59375	0.34375	0.34375
	liber	liberal studies	0.15625	0.375	0.5625	0.59375	0.625	0.375
	medic code	medical coding	0.09375	0.15625	0.15625	0.5	0.15625	1.0
	hospit	Hospitality	0.0	0.1875	0.78125	0.625	0.5625	0.375
	fashion merchandis	Fashion Merchandise	0.125	0.0625	0.875	0.53125	0.625	0.3125
	fashion apparel	fashion apparel	0.0	0.0	0.75	0.125	0.375	0.0
	organiz develop leadership sup	Organizational Development Leadership and Sup	0.75	0.75	0.65625	0.8125	0.78125	0.78125
	quantiti survey	Quantity Surveying	0.0625	0.375	0.0625	0.6875	0.75	0.4375
	quantiti survey	Quantity Surveying	0.40625	0.40625	0.65625	0.5	0.6875	0.4375
	quantiti surveyor	Quantity Surveyor	0.125	0.0625	0.53125	0.71875	0.75	0.84375
	quantiti survey	Quantity surveying	0.21875	0.4375	0.53125	0.8125	0.5	0.53125
	quantiti survey	Quantity surveying 	0.21875	0.09375	0.59375	0.59375	0.4375	0.65625
	quantiti survey	Quantity surveying	0.15625	0.0625	0.53125	0.625	0.5625	0.59375
	forens	forensic	0.40625	0.84375	0.75	0.8125	0.25	0.5625
	design	Design	0.03125	0.28125	0.75	0.5	0.5	0.09375
	quantiti surveryor	Quantity Surveryor	0.28125	0.03125	0.25	0.1875	0.75	0.1875
	quantiti survey	Quantity Surveying 	0.53125	0.40625	0.53125	0.90625	0.71875	0.59375
	quantiti survey	Quantity Surveying 	0.1875	0.3125	0.90625	0.71875	0.59375	0.59375
	quantiti survey	Quantity surveying	0.59375	0.125	0.59375	0.5	0.34375	0.78125
	quantiti survey	Quantity Surveying	0.5625	0.8125	0.15625	0.3125	0.125	0.53125
	quantiti survey	quantity surveying	0.28125	0.09375	0.28125	0.5	0.3125	0.78125
	quantiti survey	Quantity Surveying	0.25	0.40625	0.625	0.53125	0.6875	0.375
	surveyor	surveyor	0.21875	0.0625	0.5625	0.8125	0.875	0.40625
	dentistri	Dentistry	0.25	0.8125	0.59375	0.5	0.5	0.40625
	quantiti surveyor	Quantity Surveyor	0.5	0.25	0.28125	0.53125	0.5	0.59375
	rehab servic	rehab services	0.21875	0.125	0.25	0.46875	0.3125	0.3125
	buis	Buisness	0.46875	0.03125	0.25	0.65625	0.5625	0.65625
	sport med	sports med	0.0625	0.21875	0.21875	0.625	0.0625	0.0
	inform technolog	Information Technology	0.78125	0.46875	0.375	0.34375	0.4375	0.3125
	diagnost medic sonographi	diagnostic medical sonography	0.09375	0.53125	0.71875	0.65625	0.6875	0.5
	inform technolog	Information of Technology	0.59375	0.125	0.3125	0.875	0.75	1.0
	sonographi	Sonography	0.5	0.90625	0.65625	0.65625	0.3125	0.40625
	rehabilitaion servic	Rehabilitaion Services	0.1875	0.375	0.46875	0.84375	0.65625	0.59375
	hospit	Hospitality	0.34375	0.59375	0.71875	0.71875	0.625	0.6875
	undeclar	undeclared	0.0	0.15625	0.40625	0.84375	0.09375	0.0
	hospit	Hospitality	0.75	0.875	0.84375	0.78125	0.875	0.84375
	pharmaci	pharmacy	0.03125	0.875	0.625	0.53125	0.34375	0.21875
	undecid	undecided	0.0625	0.375	0.09375	0.625	0.5	0.6875
	women	Women studies	0.125	0.03125	0.09375	0.4375	0.0	0.0
	offic	office	0.59375	0.34375	0.53125	0.28125	0.0625	0.03125
	rehabilit servic	Rehabilitation Services	0.4375	0.6875	0.53125	0.84375	0.90625	0.90625
	fashion merchandis	Fashion&merchandising	0.0	0.0	0.25	0.625	0.53125	0.0625
	fashion merchandis	Fashion Merchandising	0.375	0.34375	0.34375	0.4375	0.5	0.4375
	quantiti survey	Quantity Surveying	0.21875	0.125	0.875	0.46875	0.375	0.46875
	fashion merchandis	Fashion Merchandising 	0.09375	0.5625	0.78125	0.6875	0.53125	0.375
	inform technolog	Information Technology	0.0	0.375	0.59375	0.75	0.5625	0.3125
	undeclar	Undeclared	0.4375	0.6875	0.65625	0.28125	0.15625	0.09375
	fashion merchandis	Fashion merchandising 	0.15625	0.03125	0.375	0.46875	0.53125	0.40625
	pharmaci	pharmacy	0.375	0.96875	0.1875	0.34375	0.0	0.40625
	culinari	culinary	0.3125	0.21875	0.53125	0.5	0.71875	0.65625
	comm	comm	0.0	0.375	0.375	0.875	0.25	0.0
	quantiti survey	quantity survey	0.21875	0.09375	0.15625	0.40625	0.34375	0.96875
	graphic multimedia softwar	Graphics and multimedia software	0.21875	0.09375	0.53125	0.78125	0.65625	0.65625
	pharmaci medic research	Pharmacy, Medical research	0.53125	0.78125	0.28125	0.71875	0.5	0.53125
	hospit	Hospitality	0.0	0.0625	0.40625	0.25	0.875	0.0
	design	design	0.34375	0.28125	0.46875	0.46875	0.53125	0.59375
	inform technolog	Information Technology	0.59375	0.6875	0.28125	0.625	0.40625	0.84375
	veterinari medic technician	Veterinary Medical Technician 	0.0	0.90625	0.75	0.65625	0.0625	0.0
	theatr	Theatre Studies	0.375	0.25	0.84375	0.8125	0.53125	0.125
	social	social	0.5	0.84375	0.78125	0.65625	0.59375	0.4375
	sport	Sports	0.0	0.0	0.125	0.0	0.0	0.0
	rehabilit consel	Rehabilitation Conseling	0.0	0.25	0.40625	0.625	0.40625	0.0
	rehabilt servic	Rehabiltation Services	0.03125	0.0625	0.0	0.625	0.21875	0.25
	pharmaci	Pharmacy	0.3125	0.59375	0.53125	0.625	0.5	0.46875
	kinesiolog	Kinesiology	0.21875	0.6875	0.6875	0.78125	0.25	0.21875
	medic	medical	1.0	0.625	0.40625	0.84375	0.6875	0.96875
	cis	CIS	0.3125	0.6875	0.5	0.25	0.65625	0.625
	occup therapi	Occupational Therapy	0.15625	0.875	0.5625	0.625	0.0625	0.0625
	econ	Econs	0.40625	0.5625	0.375	0.53125	0.375	0.40625
	occup therapi assist	Occupational therapy Assistant	0.15625	1.0	0.9375	0.84375	0.1875	0.21875
	medic	Medical	0.21875	1.0	0.9375	0.90625	0.34375	0.46875
	construct	Construction	0.6875	0.53125	0.65625	0.8125	0.6875	0.71875
	quantiti survey	Quantity surveying	0.21875	0.25	0.6875	0.5625	0.65625	0.8125
	echo cardiolog	Echo cardiology 	0.3125	0.59375	0.1875	0.46875	0.28125	0.21875
	quantiti survey	Quantity Surveying	0.15625	0.46875	0.75	0.65625	0.46875	0.40625
	quantiti survey	Quantity surveying	0.53125	0.0625	0.75	0.46875	0.40625	0.75
	quantiti surveyor	QUANTITY SURVEYOR	0.6875	0.75	1.0	0.75	0.875	1.0
	quantiti survey	Quantity Surveying	0.21875	0.34375	0.71875	0.5	0.71875	0.40625
	quantiti survey	Quantity Surveying	0.3125	0.03125	1.0	0.40625	0.5625	0.6875
	quantiti survey	Quantity surveying 	0.28125	0.5	0.15625	0.6875	0.5625	0.375
	town plan	Town Planning	0.25	0.0625	0.5	0.90625	0.65625	0.46875
	inform technolog	Information Technology	0.59375	0.125	0.5	0.6875	0.59375	0.78125
	town plan	Town Planning	0.46875	0.34375	0.53125	0.59375	0.59375	0.65625
	urban plan	Urban Planning 	0.4375	0.5625	0.75	0.8125	0.59375	0.65625
	translat interpret	Translation and Interpreting	0.03125	0.15625	0.5	0.4375	0.34375	0.0625
	medic	medical	0.25	0.78125	0.125	0.5	0.59375	0.59375
	medic	medical	0.09375	1.0	0.125	0.6875	0.4375	0.6875
	dentistri	dentistry	0.1875	0.71875	0.15625	0.84375	0.25	0.0625
	war societi	War and Society	0.4375	0.625	0.3125	0.375	0.34375	0.59375
	inform technolog	INFORMATION TECHNOLOGY	0.5	0.5	0.53125	0.875	0.3125	0.65625
	rehabilit servic	Rehabilitation Services	0.0625	0.4375	0.46875	0.8125	0.5	0.375
	bsba	BSBA	0.0	0.71875	0.3125	0.5625	0.09375	0.0625
	pharmaci	Pharmacy	0.0	0.34375	0.125	0.65625	0.15625	0.0
	rehabilit servic	Rehabilitation Services 	0.0	0.5	0.0	0.875	0.0	0.0
	electr	electrical	0.71875	0.4375	0.5	0.59375	0.40625	0.59375
	bbm	BBM	0.28125	0.25	0.53125	0.65625	0.5	0.3125
	rehabilit servic	Rehabilitation Services	0.03125	0.15625	0.03125	0.4375	0.15625	0.0
	innov	innovation	0.6875	0.75	0.625	0.84375	0.5625	0.5625
	town plan	Town planning	0.46875	0.28125	0.625	0.6875	0.6875	0.59375
	rehabilit servic	Rehabilitation services	0.0	0.15625	0.0	0.40625	0.0	0.0
	rehabilit servic	Rehabilitation Services	0.46875	0.6875	0.5	0.8125	0.625	0.3125
	inform technolog	IT	0.4375	0.46875	0.53125	0.71875	0.625	0.40625
	rehabilit servic	Rehabilitation Services 	0.53125	0.1875	0.125	0.8125	0.90625	1.0
	social	social 	0.28125	0.25	0.25	0.28125	0.21875	0.28125
	rehabilit servic	REHABILITATION SERVICES	0.0625	0.21875	0.1875	0.90625	0.125	0.0
	na	na	0.375	0.96875	0.25	1.0	1.0	0.96875
	exploratori	Exploratory	0.0	0.09375	0.0	0.5625	0.15625	0.53125
	polit	Politics	0.0	0.09375	0.0	0.1875	0.0	0.0
	teacher	teacher	0.65625	1.0	0.875	0.90625	0.40625	0.6875
	engeen	engeenering	0.625	0.5625	0.6875	0.53125	0.75	0.8125
	pilot	pilot	0.4375	0.0625	0.0625	0.59375	0.375	0.375
	teach	Teaching	0.5	0.25	0.75	0.625	0.5625	0.4375
	medic	Medical	0.1875	0.3125	0.21875	0.75	0.75	0.75
	child protect	Child Protection	0.59375	0.75	0.65625	0.875	0.59375	0.65625
	rehab servic	rehab service	0.03125	0.375	0.21875	0.875	0.21875	0.46875
	comput graphic	computer graphic	0.53125	0.53125	0.59375	0.3125	0.6875	0.53125
	media	Media	0.0	0.40625	0.5625	0.28125	0.15625	0.0
	urban plan	Urban Planning	0.03125	0.1875	0.46875	0.71875	0.5	0.0625
	bbm	Bbm	0.3125	0.65625	0.5	0.53125	0.4375	0.4375
	town region plan	Town and Regional Planning	0.125	1.0	0.625	0.9375	0.53125	0.09375
	quantiti survey	Quantity Surveying	0.3125	0.1875	0.4375	0.59375	0.25	0.25
	plan	Planning	0.3125	0.34375	0.46875	0.65625	0.59375	0.5
	undecid	undecided	0.65625	0.6875	0.5	0.625	0.46875	0.34375
	mechan	mechanical	0.5	0.25	0.53125	0.625	0.78125	0.5
	softwar develop	Software Development	0.34375	0.03125	0.21875	0.3125	0.5	0.46875
	geophys	geophysics	0.5	0.5625	0.15625	0.4375	0.15625	0.40625
	undecid	undecided	0.09375	0.125	0.5625	0.5	0.375	0.125
	undecid	undecided	0.34375	0.40625	0.875	0.125	0.5	0.40625
