major_category	major_preprocessed	major_original	realistic	investigative	artistic	social	enterprising	conventional
education	music educ	Music education 	0.1875	0.34375	0.75	0.78125	0.28125	0.09375
education	educ	Education	0.21875	0.5625	0.625	0.8125	0.84375	0.90625
education	educ	Education	0.0625	0.09375	0.0	0.6875	0.5	0.6875
education	educ	Education	0.09375	0.3125	0.4375	0.78125	0.40625	0.59375
education	educ	Education	0.0625	0.0	0.0	0.375	0.03125	0.34375
education	educ	Education 	0.0625	0.21875	0.34375	0.6875	0.40625	0.0625
education	educ	Education	0.0625	0.375	0.71875	0.71875	0.1875	0.0625
education	educ	Education	0.0625	0.5	0.4375	0.625	0.59375	0.59375
education	educ	Education	0.03125	0.0	0.34375	0.5625	0.1875	0.3125
education	educ	education	0.28125	0.6875	0.71875	0.6875	0.46875	0.0
education	educ	education	0.28125	0.34375	0.46875	0.96875	0.625	0.75
education	educ	Education	0.46875	0.15625	0.3125	0.6875	0.5625	0.84375
education	educ	Education	0.0	0.03125	0.625	0.4375	0.125	0.03125
education	educ	Education	0.0625	0.3125	0.5	0.78125	0.3125	0.375
education	educ	Education 9-12	0.53125	0.21875	0.3125	0.4375	0.59375	0.84375
education	educ	Education	0.1875	0.65625	0.84375	0.84375	0.3125	0.3125
education	educ	Education	0.0	0.40625	0.25	1.0	0.09375	0.0625
education	educ	education	0.375	0.46875	0.71875	0.84375	0.8125	0.09375
education	educ	Education	0.0	0.03125	0.125	0.9375	0.5625	0.96875
education	educ	Education	0.28125	0.53125	0.5	0.65625	0.1875	0.3125
education	educ	Education	0.3125	0.3125	0.5625	0.78125	0.5625	0.625
education	educ	Education	0.34375	0.59375	0.5625	0.625	0.8125	0.53125
education	educ	Education	0.0	0.09375	0.0	0.1875	0.0	0.0
education	educ	Education	0.21875	0.65625	0.84375	0.71875	0.1875	0.21875
education	educ	Education	0.0625	0.71875	0.5	0.875	0.34375	0.15625
education	educ	Education	0.03125	0.4375	0.375	0.84375	0.875	0.1875
education	educ	education	0.0625	0.8125	0.59375	0.96875	0.34375	0.125
education	educ	education 	0.15625	0.3125	0.4375	0.46875	0.4375	0.5
education	educ	Education	0.1875	0.4375	0.90625	0.75	0.1875	0.0625
education	educ	Education	0.09375	0.09375	0.25	0.71875	0.4375	0.40625
education	educ	Education	0.125	0.125	0.4375	0.5625	0.0	0.375
education	educ	Education	0.53125	0.125	0.28125	0.75	0.59375	0.1875
education	educ	Education	0.59375	0.34375	0.84375	0.84375	0.625	0.625
education	educ	Education	0.0625	0.46875	0.375	0.78125	0.1875	0.3125
education	educ	education	0.21875	0.3125	0.21875	0.5	0.4375	0.59375
education	educ	Education	0.40625	0.6875	0.34375	0.84375	0.3125	0.34375
education	educ	education	0.0625	0.5625	0.4375	0.3125	0.34375	0.4375
education	educ	Education 	0.0	0.0625	0.125	0.40625	0.0	0.0625
education	educ	Education	0.0	0.15625	0.0	0.375	0.0625	0.71875
education	educ	education	0.59375	0.6875	0.71875	0.71875	0.65625	0.875
education	educ	Educational	0.5625	0.84375	0.75	0.71875	0.5	0.53125
education	educ	Education 	0.0	0.75	0.5625	0.65625	0.46875	0.0
education	educ	Education	0.125	0.09375	0.34375	0.59375	0.625	0.3125
education	educ	Education	0.0	0.53125	0.78125	0.5	0.1875	0.1875
education	music educ	Music Education	0.25	0.25	0.90625	0.84375	0.4375	0.09375
education	educ	education	0.09375	0.34375	0.1875	0.59375	0.21875	0.21875
education	educ	Education	0.0	0.5	0.0	0.84375	0.0625	0.0625
education	educ	EDUCATION	0.5	0.375	0.5625	0.78125	0.6875	0.84375
education	educ	Education	0.0	0.53125	0.09375	0.8125	0.34375	0.34375
education	educ	Education	0.59375	0.59375	0.3125	0.625	0.5625	0.625
education	educ	education	0.40625	0.96875	0.28125	0.53125	0.15625	0.59375
education	educ	Education	0.0625	0.9375	0.3125	0.71875	0.28125	0.40625
education	educ	Education	0.0	0.0625	0.21875	0.75	0.875	0.25
education	educ	Education	0.0	0.375	0.65625	1.0	0.28125	0.53125
education	educ	Education 	0.0	0.4375	0.4375	0.71875	0.03125	0.0
education	educ	Education	0.21875	0.8125	0.875	0.84375	0.59375	0.46875
education	educ	education	0.25	0.375	0.0	0.75	0.34375	0.0
education	educ	education	0.0	0.09375	0.25	0.71875	0.1875	0.09375
education	educ	Education	0.28125	0.46875	0.40625	0.65625	0.21875	0.375
education	art educ	Art of Education	0.28125	0.625	0.5	0.8125	0.5625	0.4375
education	educ	education	0.65625	0.71875	0.09375	0.375	0.4375	0.5625
education	educ	Educational Studies	0.125	0.0	0.5	0.84375	0.3125	0.21875
education	educ	Education	0.4375	0.5	0.46875	0.59375	0.59375	0.5
education	educ	Education	0.0	0.40625	0.25	0.71875	0.1875	0.125
education	educ	education	0.125	0.53125	0.5	0.59375	0.28125	0.5
education	educ	Education	0.0	0.0	0.0625	0.34375	0.09375	0.15625
education	educ	Education	0.125	0.3125	0.5625	0.96875	0.40625	0.0
education	educ	Education	0.53125	0.03125	0.375	0.3125	0.15625	0.1875
education	educ	education	0.15625	0.28125	0.6875	0.78125	0.28125	0.09375
education	educ	Education	0.03125	0.28125	0.25	0.6875	0.5	0.3125
education	educ	Education	0.25	0.8125	0.875	0.78125	0.3125	0.0625
education	educ	Education	0.1875	0.1875	0.28125	0.5625	0.4375	0.3125
education	educ	Education	0.125	0.4375	0.6875	0.9375	0.5625	0.0
education	educ	Education	0.71875	0.5625	0.625	0.71875	0.21875	0.28125
education	educ	Education	0.0625	0.4375	0.40625	1.0	0.3125	0.15625
education	educt	general eduction 	0.5	0.71875	0.84375	0.96875	0.90625	0.78125
education	educ	Education	0.03125	0.90625	0.75	0.6875	0.15625	0.03125
education	music educ	Music Education	0.15625	0.3125	0.78125	0.53125	0.09375	0.0625
education	educ	Education	0.09375	0.8125	0.46875	0.90625	0.65625	0.40625
education	educ	Education 	0.03125	0.0625	0.15625	0.9375	0.375	0.21875
education	educ	Education	0.46875	0.75	0.34375	0.84375	0.15625	0.15625
education	educ	Education	0.625	1.0	1.0	0.75	0.78125	0.1875
education	educ	education	0.1875	0.03125	0.3125	0.84375	0.59375	0.65625
education	educ	Education	0.40625	0.96875	0.875	0.71875	0.28125	0.375
education	educ	General Education	0.0625	0.03125	0.59375	0.0625	0.0	0.03125
education	educ	education	0.625	0.3125	0.5	0.53125	0.5	0.59375
education	educ	education	0.0	0.5	0.1875	0.3125	0.0	0.0
education	educ	Education	0.46875	0.5	0.28125	0.6875	0.65625	0.59375
education	educ	Education	0.09375	0.4375	0.3125	0.375	0.0625	0.0
education	educ	Education	0.21875	0.21875	0.1875	0.71875	0.4375	0.21875
education	educ	Education	0.03125	0.78125	0.59375	0.71875	0.65625	0.5
education	educ	Education	0.3125	0.375	0.65625	0.625	0.75	0.53125
education	educ	General Education	0.34375	0.28125	0.34375	0.6875	0.65625	0.40625
education	educ	education	0.1875	0.3125	0.40625	0.84375	0.375	0.21875
education	educ	education	0.5625	0.59375	0.59375	0.71875	0.53125	0.71875
education	educ	Education	0.6875	0.375	0.65625	0.8125	0.5	0.625
education	educ	Education	0.15625	0.46875	0.78125	0.8125	0.21875	0.21875
education	educ	Education 	0.28125	0.34375	0.28125	0.875	0.78125	0.5
education	educ	Education	0.03125	0.03125	0.125	0.53125	0.03125	0.03125
education	educ	education	0.09375	0.03125	0.25	0.5625	0.46875	0.4375
education	educ	Education	0.21875	0.53125	0.25	0.9375	0.09375	0.71875
education	educ	General Education	0.28125	0.25	0.6875	0.71875	0.625	0.25
education	educ	Education	0.03125	0.28125	0.90625	0.84375	0.75	0.1875
education	educ	Education	0.21875	0.4375	0.21875	0.71875	0.28125	0.28125
education	educ	Education	0.53125	0.53125	0.75	0.71875	0.65625	0.71875
education	educ	Education	0.59375	0.75	0.46875	0.6875	0.8125	0.71875
education	educ	Education	0.0	0.3125	0.28125	0.78125	0.1875	0.03125
education	educ	Education	0.34375	0.53125	0.1875	0.5	0.28125	0.125
education	educ	Education	0.0	0.46875	0.1875	0.625	0.0625	0.375
education	educ	Education	0.1875	0.34375	0.40625	0.46875	0.1875	0.59375
education	educ	Education 	0.125	0.65625	0.5625	0.59375	0.3125	0.21875
education	educ	education	0.0625	0.875	0.4375	0.78125	0.1875	0.46875
education	educ	ED	0.46875	0.75	0.59375	0.71875	0.5	0.4375
education	educ	Education	0.0625	0.1875	0.25	0.78125	0.4375	0.40625
education	educ	Education	0.28125	0.59375	0.59375	0.8125	0.78125	0.28125
education	educ	Education	0.15625	0.3125	0.15625	0.84375	0.25	0.53125
education	educ	Education	0.125	0.875	0.875	0.53125	0.34375	0.0625
education	art educ	Art Education	0.1875	0.5625	0.375	0.6875	0.15625	0.0625
education	educ	Education	0.1875	0.09375	0.25	0.78125	0.4375	0.53125
education	educ	education	0.28125	0.3125	0.5	0.78125	0.5	0.46875
education	educ	education	0.125	0.5	0.8125	1.0	0.5625	0.0
education	educ	Education	0.125	0.75	0.53125	0.6875	0.40625	0.125
education	earli childhood educ	Early childhood education 	0.1875	0.1875	0.59375	0.5	0.0625	0.09375
education	educ	Education	0.3125	0.5	0.78125	0.9375	0.71875	0.84375
education	educ	education 	0.0	0.375	0.1875	0.75	0.1875	0.0
education	educ	education	0.1875	0.28125	0.125	0.75	0.46875	0.46875
education	educ	Education	0.0	0.25	0.4375	0.75	0.53125	0.15625
education	educ	Education	0.21875	0.5	0.78125	0.65625	0.625	0.15625
education	educ	education	0.46875	0.40625	0.4375	0.8125	0.09375	0.25
education	educ	education	0.0625	0.125	0.1875	0.125	0.0625	0.0
education	educ	Education	0.65625	0.34375	0.59375	0.59375	0.1875	0.59375
education	educ	Education	0.375	0.8125	0.84375	0.5625	0.09375	0.0
education	elementari educ	elementary education	0.0	0.4375	0.65625	0.9375	0.875	0.53125
education	educ	education	0.0	0.1875	0.8125	0.625	0.03125	0.0
education	educ	Education	0.53125	0.3125	0.21875	0.84375	0.40625	0.25
education	educ	Education	0.0	0.0	0.28125	0.53125	0.09375	0.09375
education	educ	education	0.0	0.65625	0.5625	0.8125	0.21875	0.0625
education	educ	Education	0.125	0.25	0.40625	0.90625	0.65625	0.34375
education	educ	Education	0.375	0.25	0.21875	0.53125	0.34375	0.28125
education	educ	education	0.0625	0.5625	0.53125	0.875	0.1875	0.03125
education	earli childhood educ	early childhood education	0.0	0.0	0.0	0.25	0.125	0.0
education	educ	education	0.40625	0.5625	0.75	0.625	0.46875	0.4375
education	educ	Education	0.71875	0.6875	0.59375	0.34375	0.1875	0.65625
education	educ	Education	0.34375	0.4375	0.625	0.78125	0.59375	0.5625
education	educ	Education	0.59375	0.625	0.4375	0.6875	0.96875	0.6875
education	educ	education	0.25	0.5	0.8125	0.71875	0.1875	0.125
education	educ	Education	0.0	0.34375	0.5	0.8125	0.0625	0.0
education	librari scienc	MLIS	0.0625	0.125	0.15625	0.4375	0.34375	0.53125
education	educ	Education	0.0	0.4375	0.78125	0.40625	0.25	0.28125
education	educ	Education	0.21875	0.09375	0.0	0.90625	0.71875	0.40625
education	educ	education	0.03125	0.1875	0.4375	0.6875	0.34375	0.5
education	educ	Education	0.0	0.5625	0.6875	0.96875	0.0625	0.34375
education	educ	education	0.15625	0.09375	0.09375	0.6875	0.4375	0.375
education	educ	General Education	0.15625	0.0625	0.21875	0.5625	0.40625	0.25
education	educ	Education	0.0625	0.78125	0.78125	0.75	0.28125	0.15625
education	educ	Education	0.125	0.6875	0.03125	0.9375	0.375	0.4375
education	earli childhood educ	Early Childhood Education	0.40625	0.34375	0.71875	0.6875	0.5625	0.5
education	educ	Education	0.125	0.21875	0.21875	0.90625	0.34375	0.46875
education	educ	Education	0.21875	0.03125	0.59375	0.875	0.15625	0.125
education	educ	Education 	0.1875	0.59375	0.78125	0.71875	0.59375	0.875
education	educ	education	0.03125	0.21875	0.3125	0.65625	0.25	0.125
education	educ	education	0.34375	0.125	0.65625	0.65625	0.71875	0.59375
education	educ	Education	0.09375	0.625	0.28125	0.75	0.375	0.0625
education	educ	education	0.03125	0.15625	0.15625	0.03125	0.09375	0.15625
education	educ	General Education	0.28125	0.65625	0.96875	0.9375	0.28125	0.25
education	elementari educ	Elementary Education	0.0	0.53125	0.125	0.875	0.40625	0.125
education	educ	Education	0.1875	0.46875	0.59375	0.40625	0.125	0.125
education	educ	education	0.21875	0.40625	0.1875	0.625	0.34375	0.4375
education	educ	Education 	0.0625	0.3125	0.375	0.875	0.6875	0.21875
education	educ	Education	0.03125	0.1875	0.21875	0.59375	0.4375	0.34375
education	educ	Education	0.0625	0.34375	0.15625	0.59375	0.0	0.28125
education	educ	Education	0.125	0.34375	0.1875	0.40625	0.09375	0.03125
education	earli childhood educ	Early Childhood Education 	0.28125	0.5	0.53125	0.6875	0.65625	0.5
education	educ	Education	0.4375	0.5	0.4375	0.5	0.28125	0.875
education	educ	Education	0.125	0.40625	0.875	0.71875	0.3125	0.125
education	educ	Education 	0.28125	0.4375	0.8125	0.6875	0.4375	0.15625
education	educ	education	0.875	0.78125	0.6875	0.78125	0.84375	0.75
education	earli childhood educ	early childhood education	0.46875	0.4375	0.625	0.75	0.53125	0.5
education	educ	Education	0.40625	0.34375	0.46875	0.5	0.25	0.3125
education	educ	General Education 	0.0	0.0	0.0	0.3125	0.125	0.0
education	librari scienc	Library Science	0.25	0.5625	0.5	0.375	0.125	0.59375
education	earli childhood educ	early childhood education	0.25	0.59375	0.90625	0.65625	0.21875	0.34375
education	earli childhood educ	Bachelor in early childhood education	0.40625	0.28125	1.0	1.0	1.0	0.625
education	earli childhood educ	Early childhood education	0.0625	0.0625	0.21875	0.53125	0.1875	0.0625
education	earli childhood educ	Early Childhood Education	0.375	0.34375	0.6875	0.8125	0.5625	0.40625
education	earli childhood educ	Early Childhood Education 	0.1875	0.46875	0.46875	0.8125	0.375	0.53125
education	earli childhood educ	Early Childhood Education	0.125	0.25	0.8125	0.625	0.3125	0.1875
education	educ	Education	0.0	0.46875	0.65625	0.96875	0.71875	0.40625
education	educ	education	0.15625	0.40625	0.4375	0.75	0.5	0.40625
education	earli childhood educ	Early Childhood Education	0.0625	0.1875	0.8125	0.65625	0.5	0.25
education	educ	Education	0.0	0.0	0.5625	0.34375	0.0625	0.09375
education	educ	Education	0.03125	0.625	0.09375	0.1875	0.03125	0.0
education	music educ	Music Education	0.0	0.0	0.875	0.5	0.0	0.0
education	educ	Education	0.25	0.5625	0.34375	0.8125	0.1875	0.15625
education	educ	educational	0.21875	0.46875	0.34375	0.84375	0.46875	0.65625
education	educ	Education	0.28125	0.625	0.40625	0.8125	0.5625	0.21875
education	educ	Education	0.15625	0.4375	0.5	0.65625	0.1875	0.09375
education	educ	Education	0.375	0.71875	0.59375	0.84375	0.34375	0.1875
education	educ	Education	0.09375	0.09375	0.5	0.8125	0.15625	0.09375
education	educ	education	0.15625	0.0	0.34375	0.90625	0.0625	0.0625
education	educ	Education 	0.0	0.125	0.0625	0.84375	0.03125	0.0
education	educ	Education	0.71875	0.78125	0.65625	0.8125	0.6875	0.875
education	educ	Education	0.5625	0.8125	0.875	0.46875	0.5625	0.09375
education	educ	Education	0.15625	0.28125	0.375	0.78125	0.34375	0.09375
education	educ	education	0.34375	0.375	0.8125	0.9375	0.875	0.40625
education	elementari educ	elementary education	0.375	0.15625	0.625	0.9375	0.8125	0.40625
education	educ	education	0.4375	0.3125	0.28125	0.25	0.46875	0.09375
education	educ	Education	0.28125	0.65625	0.625	0.96875	0.34375	0.125
education	educ	Education	0.09375	0.75	0.34375	0.46875	0.28125	0.6875
education	educ	Education	0.09375	0.40625	0.53125	0.8125	0.5625	0.15625
education	educ	Education	0.34375	0.71875	0.71875	0.71875	0.78125	0.71875
education	psycholog criminolog music educ	Psychology, criminology, music, education	0.03125	0.09375	0.40625	0.59375	0.0625	0.0
education	educ	Education	0.25	0.9375	0.84375	0.34375	0.40625	0.15625
education	educ	Education 	0.0625	0.5625	0.78125	0.78125	0.5	0.25
education	educ	Education	0.1875	0.53125	0.65625	0.8125	0.46875	0.0
education	educ	education	0.1875	0.6875	0.6875	0.78125	0.53125	0.375
education	educ	Education	0.0625	0.34375	0.5625	0.78125	0.34375	0.5625
education	educ	education	0.09375	0.59375	0.40625	0.71875	0.0625	0.0625
education	educ	Education 	0.03125	0.25	0.59375	0.90625	0.5	0.375
education	earli childhood educ	early childhood education	0.65625	0.875	0.5625	0.84375	0.375	0.5
education	intercultur librari scienc	Intercultural Studies, then MLIS	0.40625	0.0625	0.28125	0.84375	0.1875	0.125
education	educ	Education	0.3125	0.46875	0.8125	0.9375	0.625	0.34375
education	educ	Education 	0.1875	0.15625	0.625	0.65625	0.5	0.1875
education	educ	Education	0.1875	0.40625	0.375	0.6875	0.3125	0.25
education	educ	Education	0.4375	0.5625	0.6875	0.59375	0.625	0.46875
education	educ	education	0.0625	0.0625	0.0625	0.75	0.5625	0.09375
education	educ	education	0.0625	0.1875	0.125	0.4375	0.125	0.59375
education	educ	education	0.375	0.15625	0.1875	0.96875	0.46875	0.4375
education	elementari educ	Elementary education	0.375	0.84375	0.9375	0.71875	0.5	0.40625
education	educ	Education	0.59375	0.53125	0.65625	0.78125	0.6875	0.53125
education	educ	education	0.8125	0.84375	0.71875	0.8125	0.75	0.71875
education	educ	Education	0.0625	0.375	0.53125	0.75	0.0	0.0
education	educ	Education	1.0	0.4375	0.15625	0.21875	0.0	0.3125
education	educ	education	0.15625	0.5	0.40625	0.6875	0.34375	0.1875
education	educ	Education	0.28125	0.21875	0.6875	0.8125	0.5	0.75
education	educ	Education	0.46875	0.59375	0.21875	0.875	0.3125	0.28125
education	educ	education	0.625	0.65625	0.5	0.65625	0.5625	0.5
education	educ	education	0.125	0.0	0.28125	0.65625	0.0	0.21875
education	educ	Education 	0.0625	0.6875	0.46875	0.9375	0.1875	0.03125
education	educ	Education 	0.125	0.65625	0.4375	0.875	0.5	0.75
education	educ	Education	0.4375	0.4375	0.8125	0.78125	0.75	0.71875
education	educ	Education	0.25	0.75	0.53125	0.96875	0.375	0.3125
education	educ	education	0.28125	0.65625	0.9375	0.78125	0.4375	0.46875
education	earli childhood educ	Early Childhood Education	0.0	0.25	0.03125	0.78125	0.1875	0.0
education	educ	EDUCATION	0.25	0.3125	0.25	0.71875	0.25	0.25
education	earli childhood educ	Early Childhood Education	0.25	0.46875	0.5625	0.59375	0.4375	0.1875
education	educ	education	0.28125	0.9375	0.96875	0.71875	0.21875	0.375
education	educ	education	0.53125	0.75	0.4375	0.375	0.3125	0.75
education	educ	Education 	0.125	0.5	0.53125	0.03125	0.0	0.09375
education	educ	Education	0.375	0.46875	0.53125	0.46875	0.3125	0.5625
education	educ	Education	0.34375	0.21875	0.5625	1.0	0.59375	0.40625
education	educ	education	0.0	0.1875	0.3125	0.59375	0.75	0.71875
education	educ	Education	0.5	0.59375	0.59375	0.375	0.03125	0.5
education	educ	education	0.0	0.25	0.15625	0.40625	0.40625	0.46875
education	educ	Education	0.40625	0.875	0.84375	0.46875	0.625	0.71875
education	educ	education	0.125	0.25	0.375	0.65625	0.6875	0.375
education	educ	education	0.0	0.0	0.0	0.625	0.0	0.0
education	educ	Education	0.4375	0.40625	0.6875	0.75	0.53125	0.1875
education	educ	Education	0.125	0.1875	0.5625	0.5	0.25	0.125
education	educ	Education	0.28125	0.40625	0.46875	0.71875	0.40625	0.40625
education	educ	education	0.1875	0.8125	0.375	0.59375	0.46875	0.125
education	educ	Education 	0.0	0.15625	0.4375	0.84375	0.46875	0.0
education	educ	Education	0.125	0.9375	0.90625	1.0	0.34375	0.25
education	educ	Education	0.09375	0.875	0.125	0.84375	0.34375	0.21875
education	educ	education	0.09375	0.25	0.40625	0.53125	0.40625	0.375
education	educ	Education	0.0	0.40625	0.71875	0.90625	0.0	0.0
education	educ	Education	0.0	0.28125	0.3125	0.5	0.40625	0.53125
education	educ	education	0.0	0.4375	0.28125	0.21875	0.0	0.0
education	educ	education	0.375	0.6875	0.71875	0.53125	0.375	0.3125
education	educ	education	0.28125	0.5625	0.71875	0.71875	0.65625	0.46875
education	educ	Education	0.71875	1.0	0.625	0.9375	0.875	0.84375
education	educ	Education	0.65625	0.53125	0.4375	0.6875	0.71875	0.40625
education	educ	Education 	0.0	0.3125	0.0	0.75	0.0	0.09375
education	educ	Education	0.0625	0.40625	0.46875	0.59375	0.75	0.46875
education	educ	Education	0.03125	0.59375	0.59375	0.5625	0.0	0.03125
education	educ	General Education	0.0	0.21875	0.0	0.59375	0.0	0.1875
education	educ	Education	0.125	0.53125	0.59375	0.59375	0.4375	0.125
education	educ	Education	0.09375	0.75	0.65625	0.59375	0.25	0.09375
education	educ	Education	0.34375	0.59375	0.78125	0.96875	0.59375	0.5
education	educ	Education	0.5	0.40625	0.25	0.59375	0.25	0.21875
education	educ	Education	0.0	0.25	0.25	0.65625	0.625	0.625
education	educ	Education	0.6875	0.40625	0.1875	0.65625	0.125	0.03125
education	educ	Education	0.125	0.78125	0.5625	0.84375	0.15625	0.15625
education	educ	education	0.125	0.75	0.53125	0.78125	0.25	0.40625
education	educ	Education 	0.21875	0.40625	0.625	0.65625	0.5	0.3125
education	educ	Education	0.1875	0.34375	0.5	0.40625	0.4375	0.46875
education	educ	Education	0.125	0.3125	0.75	0.78125	0.8125	0.375
education	educ	education	0.09375	0.21875	0.15625	0.84375	0.09375	0.21875
education	educ	Education 	0.09375	0.1875	0.65625	0.8125	0.1875	0.0
education	educ	education	0.21875	0.375	0.53125	0.75	0.15625	0.28125
education	educ	Education	0.5	0.84375	0.78125	0.6875	0.21875	0.3125
education	educ	education	0.15625	0.9375	0.90625	0.625	0.25	0.1875
education	educ	Education	0.0	0.34375	0.3125	0.59375	0.1875	0.4375
education	educ	educational studies	0.0	0.0	0.0	0.75	0.25	0.0
education	eduac	Eduacation	0.15625	0.21875	0.34375	0.875	0.375	0.34375
education	educ	Education 	0.1875	0.65625	0.71875	0.71875	0.5625	0.15625
education	educ	Education	0.0	0.25	0.5	0.75	0.40625	0.0
education	educ	education	0.34375	0.40625	0.46875	0.6875	0.03125	0.0
education	educ	Education 	0.65625	0.8125	0.84375	0.9375	0.65625	0.59375
education	earli childhood educ	Early childhood education	0.0	0.4375	0.40625	0.625	0.4375	0.0
education	educ	education	0.125	0.40625	0.59375	0.8125	0.625	0.28125
education	educ	Education 	0.25	0.4375	0.4375	0.5625	0.28125	0.5625
education	educ	Education	0.03125	0.125	0.5	0.625	0.09375	0.09375
education	educ	education	0.03125	0.03125	0.53125	0.34375	0.53125	0.25
education	educ	Education	0.21875	0.28125	0.59375	0.84375	0.46875	0.15625
education	elementari educ	elementary education	0.03125	0.46875	0.5625	0.6875	0.25	0.0625
education	elemenari educ	elemenary education	0.09375	0.0625	0.28125	0.71875	0.3125	0.375
education	educ	Education	0.625	0.5	0.5625	0.5	0.21875	0.84375
education	educ	educational studies	0.0	0.0	0.0	0.5	0.125	0.0
education	educ	education	0.03125	0.6875	0.65625	0.78125	0.1875	0.03125
education	educ	Education	0.1875	0.65625	0.75	0.71875	0.40625	0.15625
education	educ	education	0.0	0.09375	0.15625	0.59375	0.5	0.25
education	educ	Education	0.0625	0.5	0.40625	0.90625	0.3125	0.53125
education	educ	Education	0.0	0.09375	0.5625	0.59375	0.34375	0.03125
education	educ	Education	0.40625	0.1875	0.71875	0.75	0.3125	0.53125
education	educ	Education	0.0	0.0	0.03125	0.53125	0.46875	0.25
education	educ	Education	0.53125	0.71875	0.59375	0.3125	0.25	0.15625
education	educ	Education	0.34375	0.59375	0.90625	0.9375	0.46875	0.25
education	educ	Education	0.46875	0.84375	0.90625	0.71875	0.3125	0.21875
education	earli childhood	Early Childhood	0.375	0.8125	0.6875	0.9375	0.9375	0.625
education	educ	Education	0.03125	0.3125	0.6875	0.53125	0.40625	0.53125
education	educ	education	0.1875	0.5625	0.46875	0.5625	0.5625	0.28125
education	educ	Education	0.125	0.5	0.71875	0.71875	0.34375	0.40625
education	educ	Education 	0.21875	0.78125	0.5625	0.875	0.46875	0.09375
education	educ	Education	0.15625	0.21875	0.1875	0.40625	0.46875	0.3125
education	educ	Education	0.03125	0.6875	0.53125	0.71875	0.4375	0.0
education	educ	Education	0.3125	0.71875	0.25	0.3125	0.09375	0.8125
education	educ	Education	0.0	0.28125	0.3125	1.0	0.34375	0.03125
education	educ	Education	0.09375	0.09375	0.28125	0.625	0.34375	0.25
education	educ	Education	0.375	0.8125	0.65625	0.875	0.65625	0.46875
education	educ	education	0.0	0.65625	0.1875	0.46875	0.0625	0.125
education	educ	Education	0.4375	0.5	0.46875	0.78125	0.625	0.75
education	educ	Education	0.34375	0.125	0.375	0.59375	0.09375	0.0
education	educ	Education	0.15625	0.53125	0.25	0.53125	0.25	0.5
education	educ	Education	0.1875	0.125	0.8125	0.625	0.53125	0.1875
education	educ	Education	0.0	0.8125	0.46875	0.5	0.09375	0.0
education	edjuc	General Edjucation	0.34375	0.53125	0.375	0.375	0.25	0.3125
education	educ	Education	0.0	0.4375	0.15625	0.21875	0.15625	0.0
education	educ	education	0.3125	0.28125	0.6875	0.8125	0.3125	0.21875
education	educ	Education	0.21875	0.875	0.375	0.84375	0.15625	0.25
education	educ	Education	0.0	0.6875	0.59375	0.8125	0.46875	0.0625
education	educ	Education 	0.03125	0.5625	0.0	0.59375	0.0	0.0
education	educ	education	0.25	0.0	0.1875	0.6875	0.46875	0.3125
education	eduac	Eduacation	0.375	0.34375	0.34375	0.96875	0.5	0.65625
education	educ	education	0.0	0.875	0.53125	0.59375	0.5	0.03125
education	educ	Education	0.4375	0.5625	0.28125	0.25	0.125	0.375
education	educ	Education 	0.0	0.1875	0.28125	0.53125	0.5	0.1875
education	educ	Education	0.4375	0.84375	0.4375	0.71875	0.375	0.125
education	educ	education	0.0	0.25	0.28125	0.34375	0.21875	0.40625
education	educ	Education	0.0	0.3125	0.5	0.84375	0.28125	0.0
education	educ	Education	0.6875	0.5625	0.75	0.8125	0.8125	0.75
education	educ	education	0.5	0.59375	0.625	0.625	0.1875	0.5625
education	educ	Education	0.21875	0.5	0.625	0.53125	0.1875	0.1875
education	educ	education	0.03125	0.28125	0.21875	0.75	0.59375	0.53125
education	educ	Education	0.0	0.125	0.71875	0.84375	0.53125	0.0
education	elementari educ	Elementary education	0.03125	0.15625	0.65625	0.84375	0.625	0.34375
education	educ	education	0.25	0.375	0.5625	0.84375	0.84375	0.6875
education	music educ	Music Education	0.3125	0.59375	0.8125	0.40625	0.1875	0.4375
education	educ	Education	0.0625	0.28125	0.46875	0.8125	0.15625	0.375
education	educ	Education	0.0	0.0	0.0	0.125	0.0	0.0
education	educ	Education	0.15625	0.5625	0.6875	0.65625	0.375	0.0625
education	educ	education	0.125	0.59375	0.6875	0.59375	0.4375	0.4375
education	educ	education	0.53125	0.28125	0.65625	0.6875	0.59375	0.6875
education	elementari educ	Elementary Education	0.0625	0.0	0.03125	0.46875	0.53125	0.46875
education	educ	Education	0.40625	0.75	0.65625	0.59375	0.4375	0.1875
education	educ	education	0.25	0.25	0.25	0.5	0.28125	0.21875
education	educ	education	0.40625	0.3125	0.71875	0.46875	0.28125	0.25
education	educ	Education	0.46875	0.6875	0.75	0.75	0.34375	0.0
education	educ	Education	0.34375	0.75	0.71875	0.78125	0.34375	0.25
education	music educ	Music education	0.0	0.15625	0.53125	0.125	0.09375	0.0
education	educ	Education	0.25	0.625	0.4375	0.875	0.3125	0.53125
education	elementari educ	Elementary Education	0.03125	0.1875	0.03125	0.8125	0.25	0.1875
education	educ	Education	0.0625	0.21875	0.34375	0.71875	0.40625	0.1875
education	educ	Education	0.09375	0.34375	0.15625	0.5625	0.375	0.53125
education	educ	Education	0.28125	0.78125	0.53125	0.75	0.125	0.1875
education	educ	Education 	0.25	0.84375	0.5	0.78125	0.09375	0.15625
