college_major_category	college_major_preprocessed	college_major	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8
arts	art	AA	0	0	0	3	0	0	0	0	0	4	4	1	3	2	2	3	1	3	3	0	4	1	1	2	3	3	3	0	3	0	3	1	0	2	2	0	2	0	2	0	0	1	1	0	1	0	1	2
arts	interior design	Interior design	0	1	0	0	0	1	1	1	2	3	2	1	2	1	1	1	3	4	4	4	4	3	0	4	1	1	1	1	1	0	0	1	0	2	1	0	1	2	2	0	0	0	0	0	0	2	0	0
arts	interior design	Interior design 	1	3	0	0	0	2	0	0	3	2	1	1	1	1	0	1	1	4	4	3	3	4	3	4	3	3	1	2	3	3	4	1	2	0	2	3	3	3	3	3	0	0	0	0	0	3	0	0
arts	film	Film	1	0	1	1	1	1	2	2	3	1	0	1	1	1	2	1	3	3	4	2	4	3	1	3	1	2	0	0	1	2	3	0	2	2	1	2	2	4	4	2	2	1	2	1	2	2	2	2
arts	film	Film	2	0	0	2	0	0	0	0	2	1	0	1	0	1	0	0	1	3	0	2	4	2	2	1	3	3	3	3	3	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
arts	design	Design	4	0	0	3	0	3	0	0	2	2	1	0	0	1	1	0	0	1	4	3	1	4	4	3	0	4	4	1	4	4	4	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
arts	fine art	Fine Arts	0	0	1	1	0	1	0	0	3	3	3	3	3	3	2	2	1	1	3	1	3	1	2	2	3	3	1	1	3	0	0	1	0	0	3	1	2	2	0	0	0	0	1	0	0	0	0	0
arts	design	Design	2	0	0	2	0	1	1	1	1	4	3	1	3	2	1	2	3	4	3	4	4	4	1	1	2	2	1	2	2	2	2	1	0	0	1	0	2	0	1	2	3	1	1	0	2	1	1	2
arts	art	General AA	2	0	1	1	2	0	0	2	3	1	2	2	3	2	2	3	2	3	2	3	3	3	1	3	3	2	3	3	4	2	2	3	2	1	1	2	3	1	2	2	1	0	1	2	1	2	2	0
arts	art	art	2	4	0	0	1	0	0	2	0	2	1	2	2	0	1	0	3	3	3	2	2	2	1	1	4	3	3	1	3	2	2	1	3	0	4	1	4	2	3	2	0	1	3	1	3	2	2	0
arts	danc	Dance	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	2	0	0	0	4	0	0	1	0	3	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
arts	interior design	Interior Design 	0	3	0	0	0	2	0	3	2	3	2	0	2	3	2	4	2	3	4	3	3	2	3	4	3	0	0	2	2	0	0	0	0	0	2	2	0	2	3	0	2	0	2	2	0	2	3	0
arts	music	music 	2	3	2	3	3	1	1	1	3	4	3	2	3	3	3	2	3	3	3	4	3	4	4	3	1	3	2	3	2	3	2	3	1	1	2	2	1	1	3	2	0	1	2	2	1	1	1	2
arts	product design	Product design	3	1	0	2	1	3	2	3	3	3	1	2	2	2	2	2	1	1	2	2	2	3	1	3	2	1	1	3	2	2	2	1	1	2	1	1	3	2	3	2	0	2	1	0	0	1	1	0
arts	fine art	fine arts	3	3	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	1	3	0	1	1	1	2	2	2	2	1	1	2	1	1	1	3	2	3	1	3	0	2	1	3	2	1	1	2	0	1
arts	design	Design	3	0	1	0	0	0	0	0	2	4	3	0	3	4	3	3	0	0	4	0	0	2	2	1	2	4	0	0	0	2	1	0	0	0	2	1	3	1	0	2	1	2	1	1	2	1	0	0
arts	design	Design	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	3	3	4	4	2	3	3	2	2	0	2	0	0	0	0	0	0	2	3	3	0	0	0	2	0	0	0	0	0	0	0
arts	music	Music	0	0	0	2	1	2	1	0	3	1	2	3	3	3	2	1	4	3	1	1	2	4	1	2	3	2	1	0	3	0	0	1	2	0	1	0	2	0	3	0	1	0	1	3	1	2	3	2
arts	fashion design	fashion design	2	0	0	0	0	0	0	0	3	1	2	3	0	0	0	1	1	0	4	2	3	0	1	4	0	3	1	0	1	0	2	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	2
arts	music	music	0	2	0	2	1	3	1	2	4	3	3	3	3	3	3	3	4	3	3	4	3	4	3	2	4	3	3	3	3	3	4	1	0	2	1	1	3	0	1	1	4	2	3	3	2	3	3	2
arts	design	Design	2	0	0	0	0	2	1	1	3	4	3	2	1	3	2	2	2	2	2	3	2	3	1	2	1	3	0	3	1	2	3	3	0	1	1	1	2	1	2	1	0	1	0	1	1	1	1	1
arts	drama	drama	3	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	3	4	0	3	2	3	2	0	0	0	4	3	4	3	3	0	0	0	4	2	4	0	2	0	0	0	1	0	1	0	4
arts	fine art	Fine Art	4	0	0	1	0	0	0	0	0	3	2	1	0	3	0	0	4	3	3	2	2	3	2	4	2	4	0	1	3	3	0	0	0	1	2	2	2	2	0	3	0	0	0	0	0	0	0	0
arts	studio art	Studio Art	0	1	2	1	0	1	1	1	3	4	2	3	3	3	3	3	3	3	4	4	3	3	4	4	3	3	3	1	2	3	3	1	0	2	1	0	1	1	0	1	0	1	1	0	1	1	0	1
arts	music	Music	2	2	0	0	0	2	0	2	3	2	3	0	2	3	2	3	4	4	4	4	4	4	2	4	2	4	1	0	3	3	2	3	2	0	1	3	2	2	1	3	0	0	0	0	0	0	0	0
arts	music	Music	1	2	2	2	1	3	2	3	0	1	0	1	0	0	0	1	4	4	2	4	4	4	2	3	3	2	4	2	4	3	3	2	1	2	3	2	1	2	2	2	2	1	2	1	2	1	2	1
arts	music	Music	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	4	3	3	4	3	4	4	4	2	3	2	1	2	2	3	0	1	2	2	3	2	3	1	2	2	3	2	2	0	2	2	2
arts	music	Music	1	0	0	0	0	0	1	0	1	1	2	2	3	1	3	0	2	0	0	3	3	3	0	0	3	4	4	0	4	3	0	0	1	0	2	0	1	2	3	3	4	4	3	3	4	1	2	3
arts	film	Film	2	0	0	3	0	0	0	0	0	4	2	0	0	4	0	2	2	4	4	3	4	1	4	0	4	4	4	2	4	4	4	2	3	2	1	3	4	3	0	2	0	0	3	3	0	0	0	0
arts	fashion merchandis	fashion merchandising	0	0	0	0	0	0	0	0	2	4	4	2	2	0	4	0	0	0	0	0	0	0	0	0	4	4	2	2	4	2	3	4	4	4	0	0	4	2	4	3	2	0	0	0	0	0	4	0
arts	danc	Dance	0	0	0	0	0	1	0	0	1	1	0	1	0	2	0	3	0	0	2	0	0	0	2	0	3	3	1	3	2	2	2	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0
arts	art	arts	0	0	0	0	0	0	0	0	3	3	4	4	4	4	3	3	0	3	4	2	3	4	0	4	1	1	3	2	3	0	4	3	0	0	0	2	4	2	0	0	0	1	0	0	0	0	0	0
arts	art	Art	0	0	0	0	0	0	0	0	1	4	2	0	0	2	0	0	0	0	1	0	1	0	0	1	3	2	2	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arts	fine art	fine arts	2	0	1	2	1	2	1	0	2	3	3	3	3	3	2	2	3	3	3	2	3	4	1	3	1	3	2	3	1	2	3	2	0	0	1	0	0	1	1	1	0	3	1	1	3	1	1	1
arts	art	Art	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	4	4	4	4	4	4	0	4	4	3	2	2	2	0	2	0	4	2	4	0	2	4	4	2	0	0	0	0	0	0	0	0
arts	product design	Production Design	0	2	0	0	0	1	0	0	4	2	2	0	1	2	0	2	2	4	4	4	4	2	2	4	4	1	1	2	1	2	2	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0
arts	art	Art	2	1	1	2	1	2	2	2	3	1	1	2	1	1	1	1	3	2	2	2	3	4	2	2	3	2	2	3	3	2	3	2	2	2	3	3	2	3	1	4	0	3	1	2	1	1	1	1
arts	fashion design	fashion designer	2	1	2	1	1	0	1	1	1	1	0	0	1	0	1	1	0	2	3	1	0	0	2	2	2	1	2	1	2	1	2	2	3	3	2	3	3	4	2	2	2	2	2	2	2	1	2	2
arts	music	Music	3	1	0	0	0	2	3	1	2	4	3	1	1	3	1	3	4	1	3	4	3	4	0	2	3	3	4	1	4	1	3	3	1	3	2	3	3	3	1	3	0	2	2	0	0	0	1	2
arts	interior design	INTERIOR DESIGN	0	0	0	1	1	0	3	1	0	2	0	1	1	2	3	3	0	1	4	1	1	4	3	4	0	4	2	2	1	3	3	2	0	0	1	1	3	3	3	1	1	1	1	1	0	0	2	0
arts	studio art	Studio Art	0	2	2	0	0	2	0	0	4	4	3	0	1	1	1	3	3	3	4	4	3	4	3	4	3	4	3	4	3	2	3	2	1	2	3	1	1	2	2	1	0	1	0	0	0	0	0	0
arts	music	Music	2	1	1	3	1	1	1	3	1	3	3	3	1	3	1	1	4	1	3	4	1	4	3	3	3	4	3	4	4	3	3	4	2	4	3	2	3	4	3	3	3	1	3	2	1	1	3	1
arts	art	Art	3	1	1	4	0	3	3	1	4	3	3	4	4	4	3	4	0	2	4	1	4	2	3	3	2	3	3	2	2	1	3	3	0	0	0	1	0	0	0	3	0	2	1	0	0	0	0	0
arts	visual art	visual arts	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	4	1	2	2	3	4	3	2	3	3	2	3	3	2	1	3	2	2	3	3	2	3	1	1	3	2	3	3	2	2
arts	art	art	1	0	0	3	0	2	1	3	3	4	3	3	4	2	3	2	0	2	4	2	4	3	0	4	2	2	0	2	1	0	1	0	0	0	0	0	2	0	0	1	2	3	3	2	3	2	2	2
arts	interior design	Interior Design	3	1	0	0	0	1	2	4	0	1	0	0	0	0	0	0	0	1	4	1	0	1	0	4	2	3	0	2	0	0	0	0	0	1	0	1	3	2	4	0	1	1	0	1	0	0	0	0
arts	graphic design	graphic design	1	0	0	3	2	0	0	0	3	2	3	2	2	3	1	2	1	1	4	2	2	2	0	1	1	2	2	2	2	0	2	2	1	2	2	2	2	1	0	1	1	3	4	2	4	2	2	1
arts	fine art	fine art 	0	2	0	2	3	1	0	0	3	3	4	1	3	3	3	0	3	4	3	1	4	4	2	4	3	4	3	1	4	1	0	1	1	0	1	0	2	0	3	1	0	0	0	0	1	3	0	0
arts	design	design	3	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	2	0	0	3	0	0	0	3	0	4	4	3	4	4	4	2	1	3	3	2	4	2	4
arts	studio art	Studio Arts	0	3	0	2	2	3	0	2	2	3	2	1	1	2	0	1	4	4	4	3	3	0	0	3	4	3	3	4	4	3	4	1	0	0	3	1	3	0	1	1	0	1	0	1	0	2	0	1
arts	fashion merchandis	fashion merchandising	2	2	0	0	0	0	1	1	3	3	2	0	0	3	0	1	1	2	4	1	1	2	3	4	1	1	3	3	1	1	0	0	1	4	1	4	3	4	3	4	0	3	0	1	0	0	0	0
arts	studio art	Studio Art 	2	1	0	2	1	1	2	1	2	2	2	1	2	2	2	3	1	2	4	3	3	3	1	4	1	3	2	1	2	1	1	1	1	2	1	1	1	2	1	3	0	2	1	1	2	3	1	1
arts	fashion design	fashion designer	2	1	2	1	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	3	2	4	4	4	4	4	2	2	4	4	4	4	3	4	2	2	2	4	4	4	4	4
arts	write	Creative Writing	2	1	1	0	0	0	1	2	3	3	0	0	0	0	1	0	1	3	4	3	4	3	1	2	4	2	4	1	3	1	2	1	3	2	2	1	3	2	4	3	2	2	4	2	2	3	3	1
arts	art	Arts	0	4	0	3	0	2	0	3	2	4	4	3	0	4	0	4	3	4	4	4	4	4	4	4	0	4	4	4	4	2	4	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
arts	music	Music	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	2	4	2	4	2	2	4	4	4	4	2	2	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arts	music	music	3	3	3	2	1	3	1	2	4	4	3	3	4	4	4	3	4	3	4	4	3	4	3	3	3	4	2	3	2	3	3	3	2	0	2	2	3	2	2	3	3	0	1	1	1	2	1	2
arts	music	Music	0	0	0	0	0	0	0	0	4	4	3	3	2	0	0	0	4	3	0	1	0	3	0	1	0	2	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
arts	music	Music	2	2	1	2	2	3	2	1	3	3	3	2	3	2	2	2	3	1	3	3	2	3	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	3	2	2	0	1	1	1	1	2	1	2
arts	art	Art	0	1	0	2	0	3	0	2	4	3	3	3	4	3	4	3	0	0	3	1	0	0	0	3	4	1	1	0	2	3	2	2	0	0	1	0	1	1	2	0	2	1	1	1	2	3	0	0
arts	fashion merchandis	fashion merchandising	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	0	4	4	4	4	2	4	0	2	4	0	0	4	0
arts	design	design	2	2	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	4	0	4	2	4	4	1	4	4	4	4	0	0	4	0	2	0	0	4	0	1	4	0	4	0	2	2	4	0	0
arts	design	Design	1	3	1	3	0	3	0	2	4	4	1	4	4	3	4	4	3	3	3	1	3	2	1	3	3	3	4	3	4	2	4	4	0	1	1	1	3	2	1	3	0	0	0	0	4	3	1	1
arts	fashion design	Fashion design	2	2	0	0	2	0	2	2	0	2	0	2	0	0	2	2	2	0	4	2	0	2	4	4	4	4	4	2	4	4	4	0	4	4	4	4	2	4	2	4	4	2	4	2	4	4	4	2
arts	photographi	Photography	2	2	0	2	0	2	1	1	1	0	0	1	0	0	0	0	2	0	3	0	0	2	0	3	3	2	2	3	3	0	1	2	0	0	4	0	3	1	0	1	4	4	2	4	1	3	2	3
arts	art	Art	2	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	2	1	4	4	3	4	0	3	0	1	1	0	0	0	0	0	0	2	1	2	0	3	0	2	0	0	0	0	0	0	0	0
arts	design	design	3	3	0	2	0	2	0	2	4	3	1	4	3	1	1	0	1	3	3	3	4	3	1	4	4	3	0	1	0	2	1	2	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0
arts	product design	product design	3	1	0	1	0	2	0	1	2	2	2	2	1	2	1	3	1	1	2	1	1	2	1	3	3	3	2	2	3	1	1	2	0	0	1	1	3	1	0	1	0	0	1	1	2	2	0	0
arts	music	music	0	0	0	0	1	0	1	0	2	2	2	2	1	2	1	1	3	2	2	3	2	4	1	3	4	4	2	1	3	3	4	4	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1
arts	design	Design 	2	0	2	2	2	1	2	0	1	4	3	1	2	2	1	2	0	1	4	0	3	1	3	3	1	1	0	0	1	0	1	0	0	1	2	1	2	1	2	3	2	3	3	2	4	2	3	3
arts	design	design	0	0	0	0	0	0	0	0	0	4	3	0	0	2	0	0	0	0	3	1	1	0	4	4	3	0	1	0	1	2	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0
arts	art	Arts	2	3	2	2	0	3	2	1	2	3	3	1	2	3	2	2	3	4	3	3	3	3	3	3	4	3	1	4	2	3	3	2	3	3	3	2	3	4	2	3	1	3	3	2	3	3	1	2
arts	fine art	fine arts	0	0	0	0	0	0	0	0	3	4	3	0	0	3	0	0	0	2	4	0	3	1	4	2	0	3	0	3	0	2	3	0	0	0	3	4	1	0	2	1	2	2	3	2	0	0	3	0
arts	art	Art	0	0	0	0	0	0	0	0	3	4	3	2	2	4	2	4	2	4	4	4	4	4	3	4	0	3	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
arts	art	Art	4	4	0	3	1	1	1	4	1	3	4	2	4	3	4	1	0	1	3	1	1	1	3	3	4	2	3	4	3	4	3	3	0	2	2	2	3	3	0	2	3	1	2	3	1	3	0	3
arts	art	Art	1	0	0	1	1	0	1	0	4	4	4	0	4	4	4	3	0	0	3	0	0	3	0	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	3	3	0	2
arts	art	art	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arts	music	music	2	2	2	0	0	1	0	1	0	1	1	1	0	1	0	1	4	4	4	4	4	4	4	4	3	3	1	3	3	3	3	3	4	4	2	4	4	4	2	4	2	3	2	2	2	1	1	2
arts	design	Design	2	2	0	2	0	3	0	0	3	3	1	0	0	0	0	0	0	0	1	0	0	3	0	0	1	3	0	3	0	1	0	0	0	2	3	0	0	0	2	0	0	0	3	2	0	0	0	0
arts	design	design	3	3	0	1	1	4	1	0	3	3	4	2	3	4	2	3	0	0	4	3	2	4	3	3	2	4	3	4	1	4	2	2	1	0	1	1	0	0	1	2	0	0	1	1	0	1	0	1
arts	design	Design	3	0	0	1	0	0	1	0	2	0	0	1	1	1	1	1	1	1	4	1	1	1	1	3	3	0	2	2	0	0	1	1	1	0	1	1	2	0	1	1	1	0	2	2	1	2	0	3
arts	art	Art	1	3	0	3	1	3	1	2	3	3	4	2	3	4	3	3	3	4	3	3	3	3	1	3	2	4	2	4	2	0	2	1	1	1	3	4	1	4	0	3	2	2	2	2	2	1	1	1
arts	anim	Animation	3	0	0	3	0	0	0	0	1	3	3	1	2	2	3	1	0	3	3	3	4	4	2	4	0	2	1	2	3	3	3	2	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0
arts	danc	dance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	4	3	2	2	3	3	4	0	3	1	3	2	2	4	1	0	0	4	3	2	1	0	0	0	2	2	2	1	1
arts	art design	Art and design	1	1	0	0	2	0	2	2	1	2	2	3	2	1	3	1	1	1	4	1	1	4	3	4	1	1	0	2	1	4	3	2	1	2	2	4	0	3	1	4	1	1	1	0	0	0	0	2
arts	graphic design	graphic design	1	1	0	1	0	0	1	1	2	4	4	0	0	4	0	2	0	0	4	0	0	0	0	2	0	2	0	1	0	0	0	2	0	1	1	0	1	2	0	1	1	2	2	2	0	1	0	1
arts	theater	Theater	0	3	0	0	0	2	0	2	4	3	3	0	3	3	1	2	3	3	3	4	2	3	4	3	4	3	4	3	4	4	3	1	2	4	2	1	2	3	4	2	0	0	0	0	0	2	0	0
arts	act	acting	4	0	0	0	0	0	0	0	4	4	4	4	4	4	4	2	3	4	2	4	4	4	4	3	3	4	3	2	2	4	4	1	0	2	3	1	2	2	0	2	0	0	1	0	0	0	0	0
arts	design	Design	0	1	0	0	0	1	0	1	0	4	0	0	0	2	0	1	0	1	3	0	0	1	1	3	1	2	1	0	1	1	1	2	0	1	2	1	2	0	3	1	0	0	0	0	0	1	2	0
arts	music	music	4	2	1	0	0	3	0	1	4	3	2	2	2	3	1	3	4	3	3	3	3	4	0	2	4	3	3	3	3	0	2	2	0	0	2	0	1	0	0	1	1	0	1	0	2	0	0	0
arts	art	art	3	0	0	3	0	0	0	2	3	0	3	0	0	3	0	2	0	0	4	4	0	3	4	3	0	0	0	3	2	4	2	3	0	0	0	4	0	4	0	1	0	0	0	0	0	0	0	0
arts	fine art	Fine Art	1	2	2	1	0	1	0	0	0	1	1	2	1	2	0	2	1	2	4	4	4	4	1	4	1	3	1	2	1	1	1	1	1	2	2	2	1	2	0	1	0	0	1	0	0	1	0	1
arts	music	Music	2	2	2	3	3	3	3	2	1	2	1	3	1	2	1	2	2	4	3	4	4	4	3	3	4	3	3	4	4	4	3	3	1	2	1	1	3	2	1	4	1	3	0	1	1	1	0	3
arts	music	Music 	0	0	0	0	0	0	0	0	3	2	1	2	2	1	2	0	4	4	2	3	3	4	0	3	1	2	0	3	1	2	2	2	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0
arts	design	Design	2	0	0	1	0	1	0	0	4	3	3	2	3	2	1	0	0	0	4	2	3	2	0	4	4	4	4	0	4	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
arts	art	Art	3	3	3	3	3	3	2	3	3	3	3	1	2	2	1	2	1	2	4	2	3	4	3	3	2	3	3	2	2	3	4	4	0	4	2	2	0	4	4	4	2	4	3	2	0	4	1	2
arts	design	Design	0	4	4	1	2	4	0	4	3	3	3	1	3	3	3	3	0	2	4	1	1	2	1	4	2	2	3	2	2	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
arts	fashion	Fashion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2	2	3	3	0	0	0	0	0	0	0	0	0	0
arts	art	art	1	0	0	0	0	0	1	0	4	4	4	4	4	4	4	4	2	3	3	4	4	3	0	4	3	4	3	1	3	2	3	2	2	0	2	2	2	1	1	3	2	0	0	2	4	2	2	0
arts	design	Design	2	1	0	1	2	2	2	1	1	4	1	1	1	1	1	1	1	3	4	3	3	3	3	4	3	4	3	2	3	0	1	3	2	2	3	4	1	3	2	3	1	2	2	3	2	0	1	2
arts	film	Film Studies	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	2	3	4	3	3	3	2	3	0	0	0	0	3	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	1
arts	music	Music	2	2	0	2	1	3	2	2	3	1	1	1	1	1	1	1	4	3	1	4	3	4	2	3	2	3	3	3	3	2	3	3	2	2	1	1	1	2	1	2	2	2	1	1	1	2	1	1
arts	graphic design	Graphic design 	0	2	1	0	0	0	0	1	2	2	1	0	0	2	0	0	2	2	4	2	1	2	2	4	3	3	3	3	0	3	4	2	1	3	1	3	0	4	1	4	0	1	1	0	0	0	1	0
arts	design	Design 	3	0	0	2	0	0	0	0	2	3	4	0	1	1	0	0	0	1	3	0	1	0	2	3	2	3	2	2	2	3	3	1	0	0	3	0	2	1	0	2	0	3	2	0	2	0	0	1
arts	interior design	interior design	0	2	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	1	3	0	1	0	2	3	4	3	3	3	3	2	4	1	3	1	4	0	4	2	2	1	2	2	2	3	3	0	3	1
arts	art	Art	0	1	0	0	0	0	0	0	3	3	3	0	0	2	1	0	0	0	4	2	0	3	0	2	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
arts	design	Design	0	0	0	1	1	1	0	1	3	3	3	1	1	1	1	0	1	3	3	1	2	1	3	4	0	2	1	2	1	3	3	3	1	3	2	2	1	2	1	3	0	2	1	1	1	1	0	1
arts	art	arts	2	0	0	0	0	2	0	0	3	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	3	4	4	4	0	0	3	1	1	3	2	0	2	2	1	4	0	3	4	0	2	2	1
arts	graphic design	graphic design	2	1	0	2	2	1	3	3	2	2	1	0	0	1	1	1	1	1	4	1	2	3	1	3	2	2	0	2	3	1	2	2	1	2	3	2	2	3	1	2	3	3	3	2	1	2	2	3
arts	interior design	interior design	3	1	0	3	1	3	2	1	0	1	0	3	2	1	0	3	4	2	2	4	4	4	0	2	4	4	0	0	2	1	1	2	0	0	0	0	4	0	0	1	0	2	0	2	1	0	0	0
arts	music	Music	4	2	0	1	0	0	1	0	4	3	3	3	3	3	3	2	4	4	3	3	3	4	0	3	3	4	2	1	3	2	4	0	2	3	3	0	2	3	3	2	3	3	3	3	2	0	2	3
arts	art	Arts	1	4	0	0	4	4	1	4	4	4	4	0	2	4	3	4	4	4	4	2	3	4	4	4	4	4	4	4	4	4	4	4	2	1	4	1	0	3	1	3	0	1	0	0	0	2	0	0
arts	film	film	2	2	0	2	1	2	1	1	4	2	2	2	3	3	2	2	2	4	4	3	4	3	2	4	1	2	3	1	2	1	2	2	1	0	2	1	1	1	0	0	1	2	2	1	1	1	1	1
arts	art	arts	3	2	1	0	2	1	0	1	2	4	2	1	2	1	0	2	1	3	2	2	3	3	0	2	1	3	2	1	3	1	1	2	2	1	3	3	3	2	1	2	3	2	3	4	0	1	1	3
arts	music	Music	1	1	1	0	1	1	1	1	3	3	3	3	3	3	3	2	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	1	2	0	2	0	1	2	2	0	1	0	0	0	0	0	0
arts	fine art	fine art	2	3	1	0	1	2	1	2	3	4	3	3	3	3	3	3	2	3	4	3	3	3	3	3	3	3	2	2	2	2	3	1	1	1	3	1	2	1	2	3	0	1	1	0	1	1	1	1
arts	music	Music	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	4	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
arts	theater	Theater	2	2	0	3	1	3	1	2	1	4	3	2	3	4	2	3	2	4	2	3	4	3	3	3	2	1	1	1	2	2	2	1	3	1	2	0	2	2	3	2	2	3	3	2	3	2	2	2
arts	photographi	photography	3	0	0	0	0	0	0	0	4	2	3	4	4	4	4	4	4	0	4	2	4	4	4	4	0	0	1	4	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
arts	fine art	Fine Arts	0	4	0	1	3	3	3	3	4	2	1	0	1	2	0	1	2	4	3	2	4	3	0	4	2	4	3	1	2	4	4	3	1	2	2	1	1	3	0	4	0	1	0	1	0	0	0	0
arts	music	music	2	1	2	1	2	2	2	2	4	4	4	1	4	4	3	3	4	4	4	4	4	4	3	4	4	4	4	4	4	2	4	4	3	2	3	3	4	4	2	4	1	2	1	4	2	2	2	2
arts	design	Design	1	1	2	0	0	1	0	2	0	3	3	3	2	2	2	2	1	4	4	4	4	1	3	4	3	2	1	2	3	1	2	1	2	2	2	2	1	2	3	1	0	3	0	0	0	1	0	0
arts	music	music	2	1	0	2	1	2	2	1	3	3	3	2	2	3	2	2	1	1	3	3	2	4	2	3	2	0	3	1	3	1	3	2	1	1	1	2	1	2	2	2	0	1	0	1	1	2	1	1
arts	art	Art	2	0	0	1	0	0	0	0	3	2	2	0	0	2	2	0	3	2	4	3	4	3	2	4	4	0	3	2	4	1	3	3	0	0	0	0	0	0	2	2	0	2	0	0	0	2	0	0
arts	art	art	0	1	0	0	0	0	1	1	2	4	4	2	0	4	2	0	1	1	4	3	3	4	4	3	0	3	1	0	2	1	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0
arts	music	Music	1	3	2	4	3	4	3	4	0	1	0	0	1	0	0	2	3	4	4	4	3	4	4	4	2	2	1	1	1	0	1	0	0	1	1	0	4	0	0	2	0	3	4	1	1	4	0	1
arts	music	Music	2	3	2	3	0	3	0	3	4	3	1	2	3	3	2	2	2	1	2	2	2	3	2	2	2	3	2	3	2	3	3	2	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0
arts	art	Art	2	4	3	2	3	3	3	4	1	3	3	2	3	2	1	3	3	2	4	3	2	3	2	4	3	2	3	4	3	3	3	2	3	2	1	2	2	2	4	3	2	2	2	0	2	1	1	0
arts	design	Design	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	4	2	3	2	0	4	3	3	0	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0
arts	music	Music 	0	0	0	0	0	0	0	0	3	4	4	3	3	3	3	1	3	0	2	4	3	4	0	2	3	4	3	3	3	1	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
arts	art	art	3	0	0	0	1	2	1	0	4	4	4	1	4	4	4	2	1	2	4	3	3	2	1	2	2	3	1	3	3	4	4	3	2	2	2	1	2	2	3	3	3	3	3	2	2	3	2	2
