College Major	Realistic	Investigative	Artistic	Social	Enterprising	Conventional
film & tv	0.21875	0.375	0.5416666666666666	0.5	0.3854166666666667	0.2708333333333333
film & video	0.15625	0.46875	0.25	0.40625	0.15625	0.0625
film &tv/ business	0.0625	0.21875	0.46875	0.4375	0.5625	0.09375
film / tv	0.0	0.625	0.78125	0.34375	0.03125	0.03125
film and american studies	0.4375	0.3125	0.625	0.5625	0.53125	0.40625
film and business	0.125	0.875	0.65625	0.71875	0.40625	0.03125
film and digital media	0.25	0.546875	0.765625	0.5625	0.296875	0.171875
film and language	0.3125	0.75	0.84375	0.65625	0.125	0.09375
film and media arts	0.09375	0.71875	0.875	0.53125	0.40625	0.5625
film and new media	0.21875	0.90625	0.6875	0.375	0.4375	0.3125
film and psychoiogy	0.5625	0.71875	0.75	0.53125	0.28125	0.40625
film and television	0.359375	0.59375	0.875	0.6875	0.390625	0.109375
film and theatre	0.21875	0.6875	0.9375	0.4375	0.09375	0.03125
film and tv	0.09375	0.3541666666666667	0.5520833333333334	0.3125	0.13541666666666666	0.22916666666666666
film and video	0.3958333333333333	0.75	0.5833333333333334	0.5104166666666666	0.3958333333333333	0.5625
film and video editing	0.15625	0.8125	0.90625	0.625	0.34375	0.125
film and video production	0.1875	0.875	0.625	0.59375	0.25	0.15625
film and video studies	0.375	0.5	0.40625	0.40625	0.09375	0.65625
film art	0.65625	0.84375	0.96875	0.546875	0.390625	0.421875
film dan televisi	0.3125	0.625	0.625	0.8125	0.46875	0.46875
film directing	0.40625	0.71875	0.875	0.5625	0.3125	0.21875
film direction	0.453125	0.640625	0.59375	0.375	0.28125	0.25
film director	0.40625	0.8125	0.71875	0.6875	0.40625	0.09375
film producing	0.0	0.5625	0.875	0.46875	0.28125	0.0625
film production	0.21614583333333334	0.296875	0.7473958333333334	0.5859375	0.3229166666666667	0.1953125
film scoring	0.0	0.25	0.71875	0.4375	0.0	0.0
film studies	0.23214285714285715	0.5491071428571429	0.59375	0.38839285714285715	0.3794642857142857	0.2767857142857143
film studies/creative writing	0.0625	0.59375	0.875	0.84375	0.28125	0.09375
film theory	0.25	0.34375	0.5	0.90625	0.5	0.65625
film&literature	0.4375	0.53125	0.875	0.75	0.46875	0.25
film&literature / psychology	0.03125	0.375	0.78125	0.71875	0.0	0.09375
film, journalism	0.09375	0.53125	0.9375	0.65625	0.15625	0.0
film/ advertising	0.09375	0.46875	0.875	0.75	0.625	0.21875
film/television	0.21875	0.390625	0.75	0.875	0.328125	0.21875
film/tv production	0.1875	0.375	0.90625	0.1875	0.0625	0.59375
film/video production	0.625	0.65625	0.90625	0.40625	0.3125	0.3125
filmmaking	0.3125	0.59375	0.5520833333333334	0.3697916666666667	0.265625	0.3489583333333333
films,video,photographic arts	0.53125	0.875	0.75	0.5625	0.3125	0.0
filology	0.3125	0.71875	0.75	0.71875	0.40625	0.375
finacial management	0.78125	0.6875	0.8125	0.90625	0.84375	0.84375
finacne	-0.03125	0.09375	0.3125	0.4375	0.21875	0.59375
financal	0.640625	0.765625	0.65625	0.75	0.734375	0.6875
finance	0.3245481927710843	0.4657917383820998	0.45691695352839934	0.5476549053356282	0.4974720309810671	0.48165877796901896
finance & accounting	0.265625	0.390625	0.5546875	0.65625	0.53125	0.328125
finance & econometrics	0.1875	0.0625	0.59375	0.53125	0.59375	0.59375
finance & economics	0.375	0.734375	0.8125	0.5625	0.390625	0.234375
finance & leadership	0.09375	0.1875	0.625	0.625	0.8125	0.34375
finance & marketing	0.40625	0.4895833333333333	0.5104166666666666	0.6979166666666666	0.5208333333333334	0.4791666666666667
finance / history	0.375	0.375	0.34375	0.46875	0.625	0.3125
finance and accounting	0.33035714285714285	0.6071428571428571	0.5848214285714286	0.6116071428571429	0.39285714285714285	0.375
finance and audit	0.1875	0.4375	0.90625	0.4375	0.40625	0.09375
finance and banking	0.140625	0.359375	0.4375	0.46875	0.234375	0.4375
finance and economics	0.2916666666666667	0.40625	0.375	0.6041666666666666	0.4427083333333333	0.4322916666666667
finance and investment	0.296875	0.546875	0.546875	0.59375	0.484375	0.640625
finance and marketing	0.375	0.34375	0.30625	0.55	0.5625	0.58125
finance and psychology	0.140625	0.578125	0.703125	0.359375	0.25	0.421875
finance and sales	0.03125	0.1875	0.0625	0.53125	0.34375	0.34375
finance and trade	0.28125	0.71875	0.78125	0.59375	0.75	0.6875
finance company	0.5625	0.65625	0.34375	0.6875	0.25	0.4375
finance economics	0.03125	0.25	0.15625	0.0	0.28125	0.09375
finance, acconting	0.46875	0.84375	0.5	0.59375	0.65625	0.15625
finance, accounting & management	0.375	0.90625	0.6875	0.5625	0.9375	0.875
finance, business administration	0.59375	0.15625	0.21875	0.625	0.90625	0.90625
finance, business law, economics	0.09375	0.625	0.3125	0.5	0.53125	0.625
finance, economics	0.46875	0.53125	0.515625	0.421875	0.515625	0.484375
finance, economics, business administration	0.75	0.875	0.28125	0.28125	0.125	0.6875
finance, hrm, chinese	0.125	0.375	0.375	0.34375	0.4375	0.71875
finance, human resource management	0.6875	0.84375	0.3125	0.6875	0.34375	0.0625
finance, software engineering	0.21875	0.5625	0.53125	0.5	0.15625	0.34375
finance. engineering	0.84375	0.96875	0.625	0.75	0.78125	0.71875
finance/hr	0.25	0.125	0.28125	0.625	0.4375	0.625
finance/political science	0.09375	0.3125	0.125	0.46875	0.75	0.75
finance; international business	0.1875	0.78125	0.3125	0.5625	0.1875	0.21875
finances	0.71875	0.46875	0.0	0.1875	0.09375	0.59375
financial	0.453125	0.8125	0.65625	0.640625	0.609375	0.484375
financial accounting	0.84375	0.65625	0.53125	0.84375	0.78125	0.59375
financial analysis	0.46875	0.875	0.125	0.75	0.71875	0.625
financial consulting	0.34375	0.625	0.625	0.4375	0.46875	0.40625
financial counseling and planning	0.5	0.25	0.0	0.375	0.15625	0.96875
financial economics	0.34375	0.609375	0.4375	0.546875	0.625	0.53125
financial engineering	0.40625	0.453125	0.515625	0.65625	0.484375	0.578125
financial manage	0.25	0.5625	0.65625	0.78125	0.84375	0.375
financial management	0.31009615384615385	0.4326923076923077	0.5889423076923077	0.65625	0.5721153846153846	0.49038461538461536
financial planning	0.2734375	0.4296875	0.2890625	0.6640625	0.421875	0.53125
financial servcies	0.25	0.4375	0.6875	0.53125	0.375	0.34375
financial services	0.1875	0.359375	0.59375	0.703125	0.578125	0.484375
financial technology	0.15625	0.59375	0.4375	0.5625	0.71875	0.40625
financials	0.03125	0.125	0.25	0.40625	0.09375	0.40625
financial£¬medical	0.3125	0.375	0.59375	0.53125	0.78125	0.84375
finanice	0.125	0.5	0.5625	0.75	0.75	0.875
fine and applied arts	0.15625	0.34375	0.40625	0.3125	0.4375	0.375
fine art	0.33429276315789475	0.5649671052631579	0.6435032894736842	0.5526315789473685	0.28824013157894735	0.23478618421052633
fine art (painting, drawing)	0.28125	0.1875	0.59375	0.40625	0.5625	0.40625
fine art + communication	0.21875	0.875	0.875	0.75	0.5	0.125
fine art / philosophy	0.0625	0.90625	0.84375	0.5	0.1875	0.09375
fine art and education	0.25	0.71875	0.65625	0.78125	0.28125	0.5
fine art in interior design	0.25	0.375	0.3125	0.71875	0.09375	0.34375
fine art painting, biology	0.375	0.71875	0.84375	0.34375	0.25	0.125
fine art photography	0.25	0.5	0.59375	0.453125	0.296875	0.296875
fine art, education	0.0625	0.03125	0.03125	0.4375	0.09375	0.125
fine art, linguistics	0.03125	0.75	0.21875	0.71875	0.0	0.0625
fine art/design, computer science minor	0.34375	0.71875	0.71875	0.65625	0.46875	0.21875
fine article	0.09375	0.875	0.84375	0.9375	0.21875	0.125
fine arts	0.26631944444444444	0.5177083333333333	0.625	0.5333333333333333	0.2986111111111111	0.22743055555555555
fine arts & communication studies	0.09375	0.21875	0.34375	0.21875	0.15625	0.125
fine arts (painting)	0.15625	0.40625	0.28125	0.1875	0.09375	0.0625
fine arts and design	0.125	0.75	0.96875	0.59375	0.28125	0.125
fine arts, art therapy, psychology, some nurs	0.25	0.40625	0.84375	0.4375	0.09375	0.125
fine arts, dietetics and nutrition	0.3125	0.875	0.28125	0.6875	0.09375	0.28125
fine arts, sculpture	0.53125	0.78125	0.46875	0.125	0.03125	0.21875
fine rt  nd itt	0.5	0.375	0.6875	0.59375	0.40625	0.65625
finearts, psychology	0.3125	0.3125	0.28125	0.46875	0.28125	0.28125
finnance	0.03125	0.71875	0.40625	0.625	0.5	0.53125
finnish	0.28125	0.265625	0.640625	0.65625	0.5	0.296875
fire science	0.2916666666666667	0.21875	0.2604166666666667	0.5104166666666666	0.375	0.1875
fire science/paramedicine	0.3125	0.75	0.78125	0.53125	0.15625	0.03125
first peoples studies	0.21875	0.28125	0.3125	0.625	0.46875	0.40625
fisheries	0.1875	0.9375	0.8125	0.75	0.53125	0.625
fisheries and wildlife	0.25	0.875	0.03125	0.625	0.21875	0.59375
fisica	0.40625	0.46875	0.125	0.4375	0.28125	0.5625
fitness	0.40625	0.40625	0.96875	0.21875	0.5625	0.65625
fitness and personal training & business fina	0.375	0.625	0.875	0.8125	0.65625	0.25
flight attendant	0.53125	0.5	0.84375	0.84375	0.625	0.875
floral design	0.5	0.375	0.75	0.75	0.25	0.875
floristic	0.59375	0.90625	0.6875	0.9375	0.65625	0.59375
folklore	0.3125	0.4296875	0.671875	0.5703125	0.375	0.234375
folkore	0.0625	0.15625	0.5	0.78125	0.28125	0.375
food	0.53125	0.3125	0.5	0.59375	0.625	0.71875
food & beverage management	0.65625	0.8125	0.65625	0.90625	0.8125	0.71875
food and clothing	0.3125	0.28125	0.0	0.125	0.09375	0.21875
food and nutrition	0.3229166666666667	0.5729166666666666	0.2604166666666667	0.5729166666666666	0.3645833333333333	0.4375
food engineering	0.24375	0.68125	0.2875	0.5375	0.5375	0.375
food hygiene	0.375	0.8125	0.875	0.90625	0.5625	0.28125
food safety	0.0	0.75	0.40625	0.28125	0.03125	0.21875
food science	0.36693548387096775	0.5766129032258065	0.45463709677419356	0.625	0.4425403225806452	0.36189516129032256
food science & nutrition	0.03125	0.59375	0.21875	0.4375	0.0625	0.21875
food science and nutrition	0.375	0.5625	0.4453125	0.484375	0.3203125	0.4296875
food science and technology	0.375	0.796875	0.59375	0.453125	0.34375	0.5
food service management	0.0	0.125	0.34375	0.5625	0.21875	0.0
food since	0.34375	0.8125	0.375	0.5625	0.4375	0.53125
food tech	0.15625	0.53125	0.46875	0.6875	0.6875	0.40625
food technology	0.36875	0.6171875	0.50625	0.64375	0.4546875	0.4203125
food technology product development	0.4375	0.25	0.40625	0.46875	0.53125	0.6875
foods and nutrition	0.25	0.421875	0.546875	0.40625	0.09375	0.328125
foodservice	0.15625	0.46875	0.6875	0.46875	0.5625	0.40625
foodservice management	0.0	0.75	0.625	0.0	0.125	0.125
foreign affairs	0.40625	0.546875	0.453125	0.609375	0.375	0.421875
foreign language	0.109375	0.4322916666666667	0.5416666666666666	0.5520833333333334	0.328125	0.11979166666666667
foreign language and literature	0.34375	0.96875	0.96875	0.9375	0.3125	0.15625
foreign language education	0.34375	0.25	0.3125	0.25	0.3125	0.3125
foreign language studies	0.6875	0.65625	0.40625	0.46875	0.4375	0.8125
foreign languages	0.22697368421052633	0.5082236842105263	0.5542763157894737	0.6101973684210527	0.4276315789473684	0.3355263157894737
foreign languages (german)	0.0	0.34375	0.6875	0.875	0.5625	0.15625
foreign languages and linguistic	0.15625	0.609375	0.84375	0.890625	0.71875	0.5625
foreign languages and literatures	0.1875	0.375	0.65625	0.8125	0.5	0.15625
foreign languages and management	0.15625	0.15625	0.46875	0.75	0.40625	0.125
foreign languages international business	0.53125	0.59375	0.65625	0.46875	0.40625	0.25
foreign relations	0.25	0.21875	0.3125	0.875	0.34375	0.03125
foreign service	0.3125	0.546875	0.578125	0.75	0.546875	0.546875
foreign service and international politics	0.4375	0.59375	0.6875	0.75	0.75	0.21875
foreign trade	0.078125	0.421875	0.390625	0.65625	0.265625	0.21875
foreing languages	0.03125	0.375	0.75	0.25	0.4375	0.1875
foreinsic science	0.28125	0.28125	0.53125	0.53125	0.625	0.625
forenic mental health counseling	0.375	0.59375	0.53125	0.65625	0.5	0.5625
forensic	0.59375	0.75	0.78125	0.8541666666666666	0.5104166666666666	0.65625
forensic & counseling psychology	0.3125	0.71875	0.5625	0.65625	0.375	0.375
forensic and counseling psychology	0.375	0.8125	0.65625	0.59375	0.25	0.28125
forensic biology	0.625	0.9375	0.4375	0.1875	0.03125	0.59375
forensic investigation	0.0625	0.4375	0.5625	0.875	0.625	0.125
forensic psychology	0.21180555555555555	0.5555555555555556	0.36921296296296297	0.6435185185185185	0.3148148148148148	0.31712962962962965
forensic science	0.43990384615384615	0.7331730769230769	0.5	0.5336538461538461	0.37259615384615385	0.41586538461538464
forensic science/criminal justice	0.0	0.53125	0.375	0.8125	0.15625	0.0
forensics	0.3039772727272727	0.71875	0.4772727272727273	0.5823863636363636	0.375	0.4460227272727273
foresnic science	0.0625	0.6875	0.21875	0.25	0.0625	0.03125
forest and rangeland management	0.375	0.3125	0.4375	0.625	0.3125	0.125
forest engineering	0.1875	0.84375	0.59375	0.3125	0.46875	0.21875
forestry	0.25390625	0.60546875	0.49609375	0.453125	0.240234375	0.318359375
forestry science	0.0625	0.71875	0.5625	0.84375	0.375	0.0625
foundation diploma	0.09375	0.03125	0.09375	0.5625	0.125	0.4375
foundation in agriculture science	0.21875	0.6875	0.5	0.6875	0.5	0.34375
foundation in science and technlogy	0.375	0.84375	0.25	0.71875	0.25	0.5
franch	0.15625	0.40625	0.71875	0.65625	0.6875	0.09375
french	0.22313084112149534	0.490946261682243	0.5572429906542056	0.5835280373831776	0.37061915887850466	0.31863317757009346
french & german	0.3125	0.203125	0.078125	0.3125	0.140625	0.46875
french & information systems	0.28125	0.53125	0.53125	0.53125	0.53125	0.71875
french & linguistics	0.0	0.0625	0.3125	0.4375	0.3125	0.0625
french & spanish	0.34375	0.84375	0.96875	0.71875	0.25	0.3125
french and business	0.15625	0.34375	0.625	0.71875	0.53125	0.453125
french and business studies	0.3125	0.71875	0.5	0.59375	0.40625	0.3125
french and drama	0.375	0.4375	0.9375	0.78125	0.71875	0.46875
french and education	0.40625	0.65625	0.625	0.75	0.03125	0.125
french and german	0.19791666666666666	0.5104166666666666	0.53125	0.5	0.3020833333333333	0.1875
french and italian	0.234375	0.40625	0.515625	0.578125	0.6875	0.625
french and law	0.3125	0.6875	0.78125	0.8125	0.4375	0.15625
french and philosophy	0.0	0.46875	0.4375	0.625	0.15625	0.0
french and politics	0.125	0.40625	0.78125	0.28125	0.21875	0.0
french and russian	0.0625	0.3125	0.375	0.375	0.3125	0.125
french education	0.15625	0.75	0.75	0.9375	0.25	0.84375
french english	0.46875	0.84375	0.8125	0.625	0.3125	0.3125
french language	0.1875	0.1875	0.78125	0.375	0.40625	0.15625
french language and international studies	0.0	0.625	0.75	0.71875	0.4375	0.75
french literature	0.390625	0.453125	0.7734375	0.671875	0.3515625	0.4453125
french litterature	0.0	0.34375	0.59375	0.5625	0.28125	0.0
french studies	0.125	0.4375	0.46875	0.4583333333333333	0.25	0.3125
french teaching	0.0625	0.0	0.125	0.375	0.21875	0.375
french, biology	0.53125	0.625	0.875	0.59375	0.65625	0.5625
french, civil engineering	0.40625	0.71875	0.5	0.3125	0.15625	0.15625
french, education, political science	0.25	0.625	0.59375	0.5	0.34375	0.375
french, english, linguistics	0.25	0.71875	0.75	0.53125	0.5	0.125
french, german	0.09375	0.25	0.78125	0.59375	0.3125	0.375
french, global mgmt, education	0.15625	0.3125	0.59375	0.6875	0.40625	0.4375
french, linguistics, & health sciences	0.625	0.59375	0.65625	0.90625	0.25	0.4375
fruit science	0.25	0.5625	0.28125	0.875	0.25	0.125
fuclty of commerce	0.625	0.8125	0.6875	0.75	0.625	0.625
fuel engineering & nursing	0.34375	0.46875	0.75	0.40625	0.09375	0.0
funeral management and embalming	0.21875	0.125	0.0	0.5625	0.21875	0.5625
funeral service	0.15625	0.75	0.25	0.75	0.09375	0.0
furniture design	0.515625	0.515625	0.5	0.40625	0.375	0.265625
furniture engineering	0.53125	0.53125	0.5625	0.53125	0.6875	0.65625
física e psicologia	0.25	0.21875	0.5	0.21875	0.09375	0.0
game design	0.296875	0.65625	0.609375	0.546875	0.390625	0.3203125
game design and development	0.453125	0.734375	0.84375	0.390625	0.640625	0.265625
game designing	0.0	0.0	0.25	0.34375	0.09375	0.0
game development	0.375	0.84375	0.84375	0.03125	0.34375	0.78125
game programming	0.375	0.75	0.4375	0.375	0.09375	0.25
games programming	0.53125	0.796875	0.578125	0.359375	0.21875	0.46875
geiunfornatics	0.15625	0.03125	0.15625	0.65625	0.25	0.15625
gen	0.046875	0.53125	0.453125	0.53125	0.171875	0.5
gen ed	0.46875	0.71875	0.71875	0.6875	0.5	0.3125
gen eds	0.1875	0.59375	0.59375	0.46875	0.3125	0.34375
gen studies	0.34375	0.875	0.78125	0.65625	0.40625	0.28125
gender	0.0625	0.25	0.71875	0.53125	0.1875	0.0625
gender and diversity	0.46875	0.59375	0.6875	0.71875	0.1875	0.46875
gender studies	0.09375	0.5520833333333334	0.625	0.5833333333333334	0.4375	0.28125
general	0.3	0.55625	0.5479166666666667	0.5885416666666666	0.3541666666666667	0.40729166666666666
general aa	0.125	0.296875	0.546875	0.546875	0.546875	0.375
general and elementary education	0.09375	0.40625	0.75	0.71875	0.46875	0.25
general arts	0.09375	0.125	0.21875	0.65625	0.375	0.3125
general bachelor of arts	0.46875	0.375	0.4375	0.71875	0.625	0.15625
general business	0.234375	0.390625	0.515625	0.71875	0.5833333333333334	0.453125
general business and management	0.625	0.46875	0.59375	0.9375	0.8125	0.71875
general cirriculum	0.15625	0.5625	0.21875	0.75	0.375	0.1875
general college	0.0625	0.25	0.28125	0.34375	0.3125	0.28125
general computer science	0.125	0.21875	0.5	0.5	0.25	0.59375
general degree	0.53125	0.84375	0.90625	0.6875	0.4375	0.0625
general ed/general studies communication opti	0.28125	0.34375	0.4375	0.3125	0.28125	0.53125
general edjucation	0.34375	0.5	0.375	0.375	0.25	0.3125
general education	0.2109375	0.5140625	0.4484375	0.6390625	0.2671875	0.2921875
general eduction	0.5	0.71875	0.84375	0.96875	0.90625	0.78125
general humanities	0.0	0.46875	0.34375	0.4375	0.125	0.0625
general humanities/ liberal arts	0.5	0.5	0.3125	0.09375	0.0625	0.5
general linguistics	0.375	1.0	0.90625	1.0	0.34375	0.65625
general management	0.3125	0.3958333333333333	0.3958333333333333	0.3854166666666667	0.40625	0.4479166666666667
general medicine	0.09375	0.625	0.09375	0.25	0.0	0.0
general medicine, educational administration,	0.40625	0.90625	0.84375	0.90625	0.8125	0.5
general psychology	0.25	0.75	0.59375	0.71875	0.3125	0.3125
general rehabilitation	0.1875	0.40625	0.15625	0.625	0.4375	0.5625
general science	0.10416666666666667	0.5520833333333334	0.3125	0.59375	0.16666666666666666	0.2708333333333333
general statistics	0.1875	0.28125	0.25	0.21875	0.15625	0.75
general studies	0.2999526515151515	0.506155303030303	0.45857007575757575	0.6160037878787878	0.3932291666666667	0.42021780303030304
general studies - associates	0.21875	0.40625	0.40625	0.09375	0.03125	0.0
general studies / phyisolgy	0.5625	0.6875	0.21875	0.4375	0.5	0.40625
general studies and science	0.34375	0.59375	0.96875	0.8125	0.46875	0.25
general studies, human development	0.03125	0.0	0.0625	0.3125	0.0	0.125
general studies, lpn, business	0.25	0.625	0.25	0.71875	0.71875	0.78125
general studies, masters of teaching	0.09375	0.09375	0.375	0.6875	0.03125	0.0625
general studies/aa	0.21875	0.65625	0.78125	0.65625	0.4375	0.28125
general studies/higher education administrati	0.375	0.6875	0.59375	0.375	0.125	0.40625
general study	0.5625	0.46875	0.625	0.625	0.46875	0.46875
general, a.a.	0.625	0.625	0.84375	0.84375	0.59375	0.75
generalize	0.8125	0.84375	0.8125	0.875	0.9375	0.9375
genereal studies	0.65625	0.6875	0.28125	0.4375	0.46875	0.5
generic nursing	0.0625	0.8125	0.3125	0.9375	0.0	0.125
genetic	0.28125	0.71875	0.234375	0.453125	0.421875	0.28125
genetic engineering	0.296875	0.59375	0.5625	0.390625	0.453125	0.375
geneticist	0.3125	1.0	0.78125	0.1875	0.71875	0.21875
genetics	0.2922794117647059	0.7389705882352942	0.4963235294117647	0.5974264705882353	0.23529411764705882	0.33455882352941174
genetics and cell development	0.21875	0.875	0.3125	0.4375	0.125	0.21875
genetics-biology	0.15625	0.71875	0.8125	0.71875	0.59375	0.25
genetics/international business	0.40625	0.5	0.125	0.53125	0.375	0.875
geo informatics	0.375	0.125	0.15625	0.3125	0.625	0.625
geochemistry	0.609375	0.65625	0.3125	0.375	0.34375	0.515625
geodesy	0.359375	0.796875	0.609375	0.234375	0.109375	0.359375
geodetic engineering	0.25	0.28125	0.8125	0.625	0.5625	0.1875
geographer	0.21875	0.203125	0.453125	0.5625	0.359375	0.5
geographical information system	0.34375	0.6875	0.71875	0.625	0.40625	0.25
geographical sciences	0.21875	0.625	0.46875	0.75	0.25	0.1875
geography	0.30464743589743587	0.5692307692307692	0.4863782051282051	0.53125	0.3580128205128205	0.3193910256410256
geography & design	0.4375	0.34375	0.6875	0.59375	0.15625	0.21875
geography and economics	0.34375	0.84375	0.25	0.46875	0.3125	0.625
geography and eduation	0.40625	0.71875	0.625	0.59375	0.5	0.0625
geography and geology	0.125	0.4375	0.78125	0.84375	0.375	0.5625
geography and law	0.65625	0.6875	0.71875	0.375	0.65625	0.28125
geography and politics	0.03125	0.46875	0.40625	0.65625	0.40625	0.375
geography and sociology	0.59375	0.65625	0.84375	0.84375	0.75	0.625
geography and statistics	0.375	0.75	0.40625	0.65625	0.59375	0.59375
geography computer science education	0.75	0.75	0.59375	0.5625	0.15625	0.375
geography of tourism	0.25	0.75	0.5625	0.625	0.34375	0.1875
geography sociology	0.0625	0.5	0.8125	0.5625	0.3125	0.0
geography, french	0.09375	0.46875	0.65625	0.75	0.25	0.1875
geography/gis	0.5	0.5625	0.65625	0.46875	0.75	0.71875
geography/history studies	0.375	0.6875	0.5	0.5	0.03125	0.4375
geoinformatic	0.5	0.25	0.28125	0.6875	0.75	0.71875
geoinformatics	0.09375	0.21875	0.046875	0.53125	0.078125	0.25
geoinformation	0.2109375	0.1171875	0.203125	0.4765625	0.1796875	0.1171875
geolgy	0.6875	0.8125	0.5625	0.78125	0.4375	0.5625
geological engineering	0.5	0.7291666666666666	0.5416666666666666	0.4375	0.21875	0.3958333333333333
geological sciences	0.5	0.53125	0.125	0.4375	0.25	0.21875
geological sciences, geography	0.09375	0.90625	0.875	0.71875	0.09375	0.40625
geological sciencesbs, geography ba, anthropo	0.125	0.875	0.84375	0.625	0.25	0.5625
geologist	0.3125	0.90625	0.46875	0.6875	0.46875	0.28125
geology	0.3790650406504065	0.6610772357723578	0.4969512195121951	0.5177845528455285	0.3094512195121951	0.3412093495934959
geology and geography	0.65625	0.3125	0.46875	0.375	0.375	0.1875
geology, counseling	0.5625	0.96875	0.40625	0.625	0.375	0.5
geology, fashion business	0.0	0.28125	0.78125	0.59375	0.25	0.03125
geomatic engineering	0.8125	0.5625	0.34375	0.75	0.53125	0.9375
geomatics	0.125	0.71875	0.4375	0.53125	0.375	0.34375
geophysical engineering	0.46875	0.8125	0.90625	0.78125	0.15625	0.15625
geophysical sciences	0.09375	0.59375	0.46875	0.53125	0.3125	0.21875
geophysics	0.38636363636363635	0.6363636363636364	0.42045454545454547	0.4289772727272727	0.20454545454545456	0.32954545454545453
geophysics engineer	0.28125	0.40625	0.3125	0.28125	0.3125	0.78125
george mason university	0.34375	0.15625	0.4375	0.75	0.375	0.53125
georgraphy	0.46875	0.328125	0.390625	0.34375	0.125	0.609375
geoscience	0.4479166666666667	0.7916666666666666	0.59375	0.5104166666666666	0.3125	0.40625
geospatial information science	0.6875	0.46875	0.25	0.5	0.6875	0.78125
geospatial science and geology	0.5	0.59375	0.5625	0.34375	0.25	0.5625
geriatrics	0.25	0.5625	0.21875	0.6875	0.6875	0.71875
german	0.23397435897435898	0.5080128205128205	0.5753205128205128	0.5753205128205128	0.31490384615384615	0.28846153846153844
german l	0.40625	0.40625	0.625	0.78125	0.59375	0.40625
german lang and business	0.28125	0.4375	0.71875	0.5625	0.4375	0.375
german linguistics	0.375	0.5625	0.8125	0.78125	0.59375	0.40625
german literature	0.28125	0.6875	0.5625	0.75	0.53125	0.0625
german literature / medicine	0.265625	0.765625	0.6875	0.71875	0.578125	0.390625
german studies	0.4375	0.6354166666666666	0.5520833333333334	0.71875	0.3645833333333333	0.4583333333333333
german studies, graphic design	0.125	0.4375	0.4375	0.3125	0.21875	0.34375
german, education	0.59375	0.28125	0.59375	0.34375	0.125	0.1875
german, educational science	0.1875	0.0	0.6875	0.84375	0.71875	0.1875
germanistik	0.375	0.59375	0.40625	0.8125	0.75	0.6875
gerontology	0.36160714285714285	0.45089285714285715	0.39285714285714285	0.5089285714285714	0.2857142857142857	0.45089285714285715
gerontoloy/art	0.46875	0.96875	0.65625	0.625	0.0625	0.59375
gestão	0.3541666666666667	0.3958333333333333	0.3645833333333333	0.5416666666666666	0.5104166666666666	0.3541666666666667
gestão de marketing e vendas	0.5	0.375	0.46875	0.875	0.65625	0.46875
gis	0.65625	0.5625	0.328125	0.53125	0.328125	0.484375
glassmaking	0.125	0.71875	0.625	0.3125	0.0625	0.0
global affairs	0.2109375	0.5546875	0.6640625	0.5859375	0.4375	0.2265625
global and international studies	0.65625	0.90625	0.65625	0.6875	0.625	0.5
global business	0.328125	0.53125	0.640625	0.703125	0.65625	0.484375
global business administration	0.40625	0.4375	0.65625	0.75	0.78125	0.71875
global bussiness	0.40625	0.59375	0.40625	0.625	0.625	0.59375
global china studies	0.0	0.5	0.625	0.375	0.75	0.1875
global creative industries	0.28125	0.34375	0.65625	0.6875	0.625	0.53125
global development	0.359375	0.625	0.546875	0.5	0.15625	0.109375
global health	0.40625	0.6875	0.75	0.78125	0.5625	0.375
global innovation management	0.1875	0.28125	0.84375	0.71875	0.65625	0.21875
global logistics	0.40625	0.5	0.59375	0.90625	0.71875	0.75
global logistics management	0.21875	0.5	0.53125	0.6875	0.25	0.625
global luxury management	0.5	0.65625	0.765625	0.53125	0.765625	0.421875
global political economy	0.0	0.78125	0.3125	0.59375	0.03125	0.15625
global studies	0.2109375	0.4921875	0.5625	0.609375	0.328125	0.3125
global studies, public health and management	0.03125	0.0625	0.40625	0.875	0.1875	0.1875
global supply chain mangement	0.28125	0.1875	0.875	0.75	0.46875	0.15625
gold engineering	0.09375	0.3125	0.5625	0.6875	0.09375	0.15625
golf	0.59375	0.71875	0.34375	0.75	0.84375	0.75
good	0.09375	0.09375	0.125	0.5625	0.5	0.34375
government	0.21153846153846154	0.47115384615384615	0.4495192307692308	0.5721153846153846	0.4182692307692308	0.23317307692307693
government & french	0.28125	0.28125	0.875	0.4375	0.53125	0.5625
government / history	0.03125	0.40625	0.34375	0.8125	0.125	0.28125
government and german (double major)	0.0625	0.4375	0.78125	0.71875	0.53125	0.15625
government and international relations	0.46875	0.40625	0.15625	0.375	0.3125	0.75
government and journalism	0.15625	0.90625	0.5625	0.625	0.3125	0.125
government and psychology	0.03125	0.375	0.34375	0.4375	0.59375	0.15625
government services	0.125	0.5	0.6875	1.0	0.9375	0.96875
government, social work & business	0.15625	0.25	0.6875	0.78125	0.1875	0.34375
government/ sociology	0.125	0.0	0.3125	0.59375	0.34375	0.1875
government/intl affairs	0.4375	0.5625	0.75	0.75	0.5625	0.65625
graduate school in clinical mental health cou	0.125	0.375	0.71875	0.84375	0.40625	0.0625
grahic design	0.03125	0.625	0.28125	0.21875	0.15625	0.0
graphic	0.08333333333333333	0.1875	0.40625	0.3958333333333333	0.19791666666666666	0.28125
graphic & web design	0.15625	0.46875	0.71875	0.3125	0.25	0.03125
