College Major	Realistic	Investigative	Artistic	Social	Enterprising	Conventional
criminal justice/human services	0.03125	0.03125	0.09375	0.625	0.3125	0.5
criminal justice/paralegal	0.25	0.53125	0.8125	0.8125	0.53125	0.4375
criminal justice/psy	0.0625	0.71875	0.09375	0.625	0.375	0.5
criminal justice/psychology	0.046875	0.46875	0.09375	0.625	0.21875	0.1875
criminal justicr	0.15625	0.25	0.15625	0.625	0.25	0.3125
criminal law	0.0	0.5	0.65625	0.59375	0.21875	0.15625
criminal law sciences	0.09375	0.1875	0.125	0.125	0.125	0.09375
criminal law/interpreting	0.34375	0.875	0.46875	0.8125	0.3125	0.15625
criminal psychology	0.3854166666666667	0.6041666666666666	0.6145833333333334	0.8125	0.4479166666666667	0.28125
criminal science	0.3125	0.78125	0.65625	0.84375	0.59375	0.375
criminalistics	0.2708333333333333	0.6875	0.75	0.6458333333333334	0.5104166666666666	0.2604166666666667
criminaljustice	0.4375	0.6875	0.75	0.65625	0.375	0.46875
criminalogy	0.28125	0.25	0.1875	0.5	0.5	0.5
criminalogy and criminal justice	0.0625	0.3125	0.5	0.1875	0.1875	0.5625
criminalology	0.59375	0.5625	0.71875	0.34375	0.46875	0.1875
criminlogy	0.09375	0.5	0.78125	0.875	0.4375	0.375
criminology	0.24047619047619048	0.46458333333333335	0.4139880952380952	0.6229166666666667	0.37589285714285714	0.3300595238095238
criminology & psychology	0.125	0.09375	0.0625	0.78125	0.28125	0.5
criminology and criminal justice	0.21875	0.3854166666666667	0.3333333333333333	0.71875	0.3541666666666667	0.2916666666666667
criminology and psychology	0.25	0.4375	0.375	0.703125	0.453125	0.15625
criminology psychology joint major	0.21875	0.15625	0.1875	0.6875	0.28125	0.5
criminology/business	0.0	0.21875	0.25	0.25	0.625	0.5625
criminology/criminal justice	0.265625	0.5	0.578125	0.703125	0.359375	0.359375
criminology/politics	0.03125	0.46875	0.4375	0.46875	0.40625	0.15625
criminology/psychology	0.125	0.4375	0.25	0.65625	0.53125	0.125
criminooloty	0.0	0.21875	0.125	0.40625	0.0	0.0
crimonology	0.125	0.28125	0.09375	0.46875	0.15625	0.25
crimonology & psychology	0.03125	0.96875	0.875	0.6875	0.5	0.28125
crj	0.15625	0.84375	0.625	0.96875	0.6875	0.4375
crminal justice	0.3125	0.40625	0.59375	0.84375	0.65625	0.78125
crminology	0.0625	0.75	0.65625	0.625	0.4375	0.0625
crminology&psychology	0.0	0.3125	0.25	0.53125	0.53125	0.0
cross cultural studies	0.125	0.65625	0.625	0.5	0.3125	0.34375
cs	0.365625	0.646875	0.50625	0.4375	0.31875	0.409375
csd	0.15625	0.125	0.09375	0.65625	0.6875	0.6875
cse	0.65625	0.5625	0.6875	0.65625	0.6875	0.71875
csim	0.625	0.5	0.625	0.625	0.875	0.71875
culianry	0.15625	0.21875	0.0625	0.5625	0.28125	0.28125
culinary	0.24702380952380953	0.3869047619047619	0.5014880952380952	0.6101190476190477	0.48214285714285715	0.4330357142857143
culinary art	0.21875	0.65625	0.0625	0.625	0.40625	0.25
culinary arts	0.328125	0.4973958333333333	0.4778645833333333	0.5546875	0.3763020833333333	0.3763020833333333
culinary arts/hospitality management	0.4375	0.5	0.625	0.6875	0.59375	0.15625
culinary management	0.6875	0.75	0.3125	0.5625	0.875	0.8125
culinary science	0.5	0.375	0.71875	0.6875	0.5625	0.46875
culinary skills	0.1875	0.71875	0.03125	0.84375	0.15625	0.4375
culinary, psychology	0.5625	0.40625	0.90625	0.96875	0.5625	0.4375
cultural  heritage	0.21875	0.28125	0.40625	0.65625	0.21875	0.40625
cultural anthropology	0.23125	0.503125	0.578125	0.5	0.25	0.171875
cultural foundations of education	0.15625	0.34375	0.65625	0.75	0.4375	0.21875
cultural geography	0.0625	0.875	0.71875	0.71875	0.0	0.25
cultural goeography	0.1875	0.28125	0.5625	0.5625	0.3125	0.15625
cultural heritage	0.21875	0.28125	0.65625	0.46875	0.421875	0.234375
cultural management	0.23958333333333334	0.5416666666666666	0.6458333333333334	0.5104166666666666	0.2916666666666667	0.16666666666666666
cultural sciences	0.125	0.40625	0.40625	0.6875	0.5	0.5
cultural studies	0.29829545454545453	0.5625	0.7073863636363636	0.5823863636363636	0.3409090909090909	0.2840909090909091
cultural studies, education	0.28125	0.53125	0.65625	0.78125	0.28125	0.25
cultural study and economy	0.09375	0.03125	0.125	0.5625	0.375	0.0
culture	0.0	0.375	0.78125	0.5625	0.46875	0.0
culture & media	0.8125	0.8125	0.875	0.53125	0.09375	0.53125
culture and communication	0.34375	0.5	0.6875	0.71875	0.46875	0.625
culture management	0.1875	0.46875	0.7083333333333334	0.4479166666666667	0.1875	0.23958333333333334
culture studies	0.23958333333333334	0.5416666666666666	0.5989583333333334	0.4895833333333333	0.3333333333333333	0.21875
culture, design	0.5625	0.625	0.75	0.6875	0.46875	0.28125
culture, science, and technology	0.40625	0.65625	0.53125	0.4375	0.53125	0.53125
culutre	0.15625	0.53125	0.6875	0.625	0.5625	0.21875
cumputer engineering	0.53125	0.390625	0.421875	0.78125	0.25	0.4375
curating	0.34375	0.59375	0.75	0.75	0.40625	0.03125
curator	0.21875	0.375	0.125	0.0625	0.1875	0.4375
curatorship	0.1875	0.65625	0.78125	0.65625	0.25	0.21875
currently psychology	0.0625	0.46875	0.65625	0.78125	0.625	0.34375
curriculum and instruction	0.09375	0.0625	0.0	0.84375	0.21875	0.46875
customer service management	0.25	0.40625	0.5625	0.71875	0.1875	0.4375
cyber crime	0.28125	0.9375	0.5	0.875	0.3125	0.6875
cyber it	0.8125	0.96875	0.71875	0.96875	0.4375	1.0
cyber security	0.49074074074074076	0.5405092592592593	0.4548611111111111	0.5520833333333334	0.4236111111111111	0.5497685185185185
cybernetics	0.3645833333333333	0.8125	0.5729166666666666	0.6041666666666666	0.3020833333333333	0.19791666666666666
cybersecurity	0.4375	0.5517241379310345	0.44396551724137934	0.5818965517241379	0.39762931034482757	0.5635775862068966
cybersecurity management	0.5625	0.53125	0.5	0.5625	0.5625	0.875
d	0.0	0.0	0.0	0.0	0.0	0.0
d.m.s.	0.03125	0.4375	0.3125	0.40625	0.1875	0.21875
dance	0.1572265625	0.5107421875	0.6494140625	0.6376953125	0.3076171875	0.1630859375
dance & psychology	0.34375	0.59375	0.625	0.4375	0.5625	0.1875
dance academy	0.1875	0.71875	0.875	0.75	0.125	0.09375
dance and business	0.28125	0.40625	0.75	0.65625	0.375	0.46875
dance and education	0.34375	0.875	0.25	0.0	-0.03125	0.28125
dance education	0.09375	0.5	0.15625	0.65625	0.375	0.53125
dance major	0.0625	0.1875	0.15625	0.4375	0.4375	0.4375
dance movement therapy	0.0	0.71875	0.75	1.0	0.5625	0.0
dance therapy	0.125	0.40625	0.625	0.78125	0.21875	0.09375
dance, clinical rehabilitation counseling	0.15625	0.46875	0.65625	0.65625	0.3125	0.0
dance, criminal justice	0.5625	0.75	0.9375	0.78125	0.625	0.375
dance, psycho	0.3125	0.53125	0.59375	0.6875	0.3125	0.125
danish and social sciences	0.21875	0.71875	0.625	0.5625	0.375	0.0
data analysis	0.71875	0.3125	0.3125	0.59375	0.53125	0.53125
data analytics	0.34375	0.21875	0.15625	0.78125	0.78125	0.78125
data base administration	0.46875	0.8125	0.59375	0.6875	0.59375	0.71875
data management	0.0625	0.4375	0.15625	0.5	0.0	0.5625
data processing	0.5625	0.25	0.59375	0.46875	0.15625	0.65625
data science	0.3125	0.21875	0.28125	0.3125	0.25	0.625
dd	0.4375	0.34375	0.375	0.4375	0.46875	0.625
deaf education	0.25	0.6875	0.375	0.96875	0.46875	0.1875
deasign	0.59375	0.6875	0.65625	0.46875	0.25	0.34375
death	0.0	0.0	0.0	1.0	0.0	0.0
decision science	0.265625	0.296875	0.359375	0.34375	0.359375	0.640625
degree public relations	0.15625	0.15625	0.09375	0.6875	0.1875	0.125
deign technology	0.0	0.0	0.0	0.0	0.0	0.0
demography	0.171875	0.765625	0.59375	0.515625	0.34375	0.59375
dental	0.2760416666666667	0.5729166666666666	0.40625	0.5052083333333334	0.3958333333333333	0.3020833333333333
dental assistant	0.1953125	0.4609375	0.265625	0.53125	0.203125	0.15625
dental assistanting	0.03125	0.46875	0.1875	0.625	0.125	0.53125
dental assisting	0.25	0.53125	0.4921875	0.5234375	0.453125	0.296875
dental assitant	0.0	0.78125	0.375	0.875	0.25	0.25
dental hygiene	0.278125	0.58125	0.4125	0.6125	0.325	0.43125
dental medicine	0.34375	0.53125	0.265625	0.359375	0.5	0.28125
dental medicine, dentistry	0.34375	0.65625	0.46875	0.875	0.46875	0.21875
dental school	0.15625	0.46875	0.46875	0.28125	0.21875	0.0625
dental surgery	0.5625	0.8125	0.6875	0.65625	0.34375	0.1875
dental techics	0.25	0.84375	0.90625	0.46875	0.25	0.21875
dental technology	0.3125	0.71875	0.65625	0.21875	0.03125	0.21875
dentist	0.4322916666666667	0.5625	0.4895833333333333	0.78125	0.4739583333333333	0.4895833333333333
dentistery	0.1875	0.21875	0.4375	0.71875	0.40625	0.125
dentistri	0.375	0.8125	0.4375	0.25	0.375	0.0625
dentistry	0.3159722222222222	0.6354166666666666	0.4722222222222222	0.55	0.4375	0.38680555555555557
department of history	0.34375	0.71875	0.84375	0.9375	0.59375	0.78125
depth psychology and design	0.03125	0.875	0.625	0.65625	0.3125	0.21875
derecho	0.265625	0.734375	0.59375	0.703125	0.375	0.53125
dermatologist	0.40625	0.84375	0.75	0.8125	0.78125	0.75
desenho	0.59375	0.65625	0.46875	0.75	0.5625	0.59375
desiel tech	0.34375	0.0	0.0	0.0	0.21875	0.0
design	0.30147879464285715	0.5260881696428571	0.5997488839285714	0.5129743303571429	0.3832310267857143	0.25125558035714285
design & innovation	0.28125	0.53125	0.4375	0.1875	0.28125	0.28125
design & media	0.34375	0.53125	0.71875	0.5	0.4375	0.375
design & technology	0.125	0.375	0.1875	0.34375	0.0625	0.0
design + business	0.34375	0.25	0.53125	0.59375	0.53125	0.3125
design and business	0.03125	0.3125	0.6875	0.71875	0.5	0.34375
design and environmental analysis	0.4375	0.9375	0.4375	0.5	0.4375	0.09375
design and mba	0.1875	0.8125	0.90625	0.28125	0.53125	0.21875
design and media management	0.125	0.46875	0.75	0.59375	0.375	0.1875
design and merchandising	0.5	0.53125	0.4375	0.6875	0.625	0.46875
design and sociology	0.21875	0.84375	0.78125	0.5	0.40625	0.1875
design and technology	0.40625	0.625	0.75	0.5	0.4375	0.40625
design art	0.375	0.40625	0.5625	0.59375	0.46875	0.53125
design but i quitted	0.34375	0.25	0.625	0.375	0.46875	0.40625
design curating and writing	0.28125	0.53125	0.46875	0.09375	0.3125	0.125
design engineering	0.4479166666666667	0.65625	0.4479166666666667	0.4895833333333333	0.28125	0.1875
design industrial	0.84375	0.96875	0.9375	0.6875	0.4375	0.28125
design interior landscape	0.4375	0.5	0.625	0.53125	0.5625	0.15625
design management	0.29375	0.4375	0.625	0.5	0.225	0.13125
design of products	0.4375	0.6875	0.75	0.71875	0.5625	0.4375
design science	0.1875	0.03125	0.90625	0.03125	0.0	0.0
design technology	0.265625	0.546875	0.640625	0.296875	0.328125	0.234375
design techonlogy	0.15625	0.625	0.3125	0.65625	0.21875	0.0625
design | media arts	0.0625	0.09375	0.5625	0.375	0.125	0.03125
design, architecture, english, law	0.59375	0.34375	0.90625	0.625	0.65625	0.1875
design, business, innovation	0.5	0.375	0.15625	0.1875	0.25	0.25
design, product design	0.40625	0.5	0.625	0.59375	0.5	0.5
design/art	0.5	0.4375	0.75	0.65625	0.625	0.34375
designer	0.4166666666666667	0.5833333333333334	0.671875	0.5677083333333334	0.5052083333333334	0.3333333333333333
designer and management	0.15625	0.0625	0.3125	0.5	0.34375	0.3125
desktop publishing	0.34375	0.3125	0.1875	0.03125	0.0	0.5625
deu	0.0	0.0	0.0	0.0	0.0	0.0
development	0.19270833333333334	0.4010416666666667	0.5104166666666666	0.703125	0.421875	0.203125
development communication	0.25	0.5625	0.671875	0.71875	0.484375	0.265625
development managrment	0.3125	0.5625	0.375	0.65625	0.59375	0.65625
development planning	0.21875	0.53125	0.53125	0.90625	0.5625	0.4375
development studies	0.39732142857142855	0.5223214285714286	0.5714285714285714	0.6473214285714286	0.39732142857142855	0.41964285714285715
developmental biology & human pathology	0.25	0.8125	0.40625	0.71875	0.34375	0.46875
developmental biology + politics	0.03125	0.5625	0.65625	0.53125	0.21875	0.0
developmental disabilities	0.125	0.4375	0.15625	0.75	0.28125	0.40625
developmental psychology	0.1875	0.46875	0.109375	0.46875	0.125	0.265625
developmental studies	0.15625	0.34375	0.5	0.9375	0.6875	0.78125
diesel mechanic	0.75	0.625	0.28125	0.09375	0.0625	0.34375
diesel mechanics	0.65625	0.4375	0.125	0.5	0.5	0.5625
diesel services	0.46875	0.34375	0.59375	0.53125	0.3125	0.21875
diesel tech	0.9375	0.625	0.71875	0.96875	0.625	0.5
diesel technology	0.515625	0.625	0.1875	0.703125	0.3125	0.3125
diet	0.3125	0.59375	0.34375	0.46875	0.34375	0.6875
dietetic	0.3125	0.1875	0.1875	0.59375	0.71875	0.625
dietetic technology	0.0	0.8125	0.25	0.65625	0.15625	0.1875
dietetics	0.2372159090909091	0.6164772727272727	0.390625	0.7116477272727273	0.3210227272727273	0.33948863636363635
dietetics & psychology	0.28125	0.65625	0.5625	0.9375	0.5	0.53125
dietics	0.125	0.6875	0.21875	0.34375	0.15625	0.375
dietitian	0.21875	0.6875	0.65625	0.53125	0.71875	0.59375
digital art	0.25	0.6015625	0.5546875	0.5546875	0.3984375	0.3125
digital arts	0.3125	0.875	0.71875	0.5	0.34375	0.40625
digital concept development	0.3125	0.75	0.75	0.59375	0.625	0.625
digital culture (graphic information technolo	0.5625	0.21875	0.4375	0.71875	0.4375	0.625
digital design/web technology	0.0	0.0	0.40625	0.125	0.0	0.40625
digital humanities and biology	0.53125	0.5625	0.5	0.34375	0.0	0.15625
digital marketing	0.328125	0.45703125	0.58203125	0.5546875	0.46875	0.4609375
digital media	0.23161764705882354	0.41360294117647056	0.5294117647058824	0.4742647058823529	0.3290441176470588	0.26838235294117646
digital media & web technology	0.09375	0.34375	0.5625	0.375	0.0	0.125
digital media and communications	0.46875	0.5	0.625	0.75	0.6875	0.65625
digital media and web technology	0.09375	0.25	0.34375	0.59375	0.078125	0.03125
digital media arts, biology education	0.1875	0.8125	0.875	0.65625	0.34375	0.28125
digital media design	0.375	0.46875	0.75	0.625	0.75	0.3125
digital media production	0.5	0.46875	0.84375	0.46875	0.25	0.5
digital technology and culture	0.25	0.625	0.59375	0.65625	0.3125	0.53125
diploma	0.8125	0.5625	0.625	0.875	0.71875	0.671875
diploma eee	0.71875	0.90625	0.53125	0.75	0.625	0.71875
diploma entreprenuership and ict	0.5	0.75	0.8125	1.0	0.875	0.9375
diploma in computer science  and engineering	0.375	0.25	0.5	0.625	0.4375	0.71875
diploma in science	0.28125	1.0	0.1875	0.75	0.09375	0.40625
diplomacy	0.296875	0.6875	0.765625	0.515625	0.625	0.203125
diplomacy and military studies	0.28125	0.65625	0.875	0.75	0.4375	0.6875
directing	0.3125	0.625	0.96875	0.40625	0.40625	0.03125
director	0.15625	0.75	0.90625	0.625	0.5	0.46875
direito	0.19921875	0.37109375	0.36328125	0.6953125	0.38671875	0.30859375
direito e psicologia	0.0	0.125	0.0625	0.5625	0.21875	0.8125
disabilities services	0.15625	0.40625	0.09375	0.78125	0.28125	0.375
disability studies	0.125	0.4375	0.53125	1.0	0.34375	0.0625
disaster & emergency management	0.0	0.625	0.71875	0.5	0.25	0.125
diverse acadmic knowlage	0.0	0.375	0.25	0.125	0.125	0.25
diversity studies	0.15625	0.8125	0.46875	0.78125	0.53125	0.53125
divinity	0.15625	0.4140625	0.4375	0.703125	0.421875	0.2265625
dnp	0.09375	0.875	0.5625	0.75	0.46875	0.375
do not know	0.09375	0.0625	0.375	0.59375	0.65625	0.25
doctor	0.3229166666666667	0.6875	0.453125	0.7447916666666666	0.3177083333333333	0.2864583333333333
doctor of pharmacy	0.15625	0.4375	0.125	0.4375	0.34375	0.21875
doctorate of nursing practice	0.0	0.96875	0.53125	0.75	0.09375	0.0
documentary photography	0.125	0.75	0.5625	0.53125	0.375	0.0
dogs	0.125	0.5	0.125	0.0	0.0	0.0
dont know	0.25	0.34375	0.4375	0.6875	0.625	0.6875
dota	-0.25	-0.09375	-0.25	-0.25	-0.25	-0.25
double major	0.03125	0.5625	0.90625	0.9375	0.53125	0.625
double major - accounting, finance	0.1875	0.65625	0.28125	0.28125	0.28125	0.28125
double major in public policy / theatre arts	0.0	0.0625	0.59375	0.5625	0.65625	0.125
double major: kinesiology & psychology	0.03125	0.71875	0.5	0.96875	0.34375	0.25
drafting	0.578125	0.609375	0.4609375	0.3515625	0.2890625	0.3203125
drafting and design	0.71875	0.46875	0.21875	0.3125	0.0	0.34375
drafting technology	0.375	0.421875	0.515625	0.6875	0.4375	0.46875
drafting, construction management	0.6875	0.6875	0.5	0.6875	0.5625	1.0
drama	0.19288793103448276	0.4547413793103448	0.7370689655172413	0.5765086206896551	0.2984913793103448	0.16702586206896552
drama & theatre studies, mdrdama in creative	0.28125	0.21875	0.34375	0.65625	0.0625	0.4375
drama and english	0.375	0.59375	0.9375	0.84375	0.4375	0.3125
drama and theatre arts	0.15625	0.6875	0.65625	0.71875	0.34375	0.21875
drama and theatre practice	0.5625	0.90625	0.75	0.5625	0.34375	0.71875
drama in education/psychology	0.0	0.375	0.53125	0.84375	0.5	0.15625
drama psychology social work	0.25	0.90625	0.875	0.6875	0.1875	0.0
dramatic arts	0.328125	0.71875	0.8125	0.640625	0.171875	0.234375
dramaturgy	0.1875	0.4375	0.875	0.625	0.25	0.25
dramka	0.125	0.25	0.84375	0.53125	0.1875	0.3125
drawing and painting	0.25	0.59375	0.5	0.625	0.03125	0.0
drawing/printmaking	0.59375	0.71875	0.5625	0.59375	0.1875	0.34375
drept	0.15625	0.375	0.25	0.6875	0.625	0.78125
drugs biotechnology (chemistry)	0.34375	0.71875	0.09375	0.375	0.28125	0.6875
drumset performance	0.03125	0.21875	0.5625	0.3125	0.34375	0.03125
dual degrees: psychology and english	0.09375	0.59375	0.21875	0.34375	0.09375	0.3125
dual major in engineering and psychology	0.53125	0.46875	0.53125	0.65625	0.15625	0.46875
dutch	0.09375	0.03125	0.65625	0.40625	0.0625	0.03125
dutch linguistics	0.03125	0.6875	0.53125	0.46875	0.1875	0.21875
e	0.5625	0.515625	0.25	0.46875	0.421875	0.46875
e business	0.0625	0.46875	0.40625	0.53125	0.53125	0.15625
e-commece	0.4375	0.21875	0.3125	0.4375	0.375	0.71875
e-commerce	0.34375	0.3645833333333333	0.3125	0.4583333333333333	0.5833333333333334	0.4791666666666667
e-governance	0.625	1.0	0.9375	0.9375	0.8125	1.0
e-logistics and technology management	0.5	0.75	0.46875	0.5625	0.40625	0.59375
early  childhood	0.15625	0.375	0.34375	0.875	0.5625	0.5
early chidlhood	0.09375	0.09375	0.03125	1.0	0.25	0.65625
early childhood	0.18303571428571427	0.375	0.4955357142857143	0.7366071428571429	0.39732142857142855	0.2924107142857143
early childhood associates	0.8125	0.59375	0.78125	0.6875	0.53125	0.90625
early childhood development	0.0625	0.15625	0.09375	1.0	0.4375	0.3125
early childhood ed	0.1875	0.4375	0.25	0.875	0.90625	0.84375
early childhood ed.	0.03125	0.0	0.0625	0.40625	0.0	0.21875
early childhood edu	0.15625	0.0625	0.15625	0.59375	0.15625	0.1875
early childhood education	0.20982142857142858	0.4211309523809524	0.5218253968253969	0.751984126984127	0.3948412698412698	0.31398809523809523
early childhood eduction	0.71875	1.0	0.9375	0.90625	0.875	0.71875
early childhood pedagogics	0.0	0.1875	0.21875	0.78125	0.1875	0.25
early childhood special education	0.09375	0.375	0.125	0.71875	0.53125	0.59375
early childhood special education & psycholog	0.03125	0.28125	0.5625	0.8125	0.40625	0.15625
early childhood studies	0.1875	0.421875	0.359375	0.609375	0.46875	0.296875
early childhood teaching	0.5	0.3125	0.75	0.65625	0.21875	0.75
early childhoodadministration	0.0625	0.15625	0.125	0.71875	0.3125	0.5625
early chilhood education	0.21875	0.1875	0.59375	0.65625	0.625	0.40625
early education	0.09375	0.40625	0.125	0.65625	0.34375	0.28125
early years education	0.171875	0.5	0.546875	0.703125	0.375	0.359375
earth science	0.34375	0.7366071428571429	0.3482142857142857	0.5133928571428571	0.26785714285714285	0.2544642857142857
earth sciences	0.53125	0.7083333333333334	0.375	0.40625	0.23958333333333334	0.6354166666666666
earth sciences/secondary ed	0.09375	0.75	0.5625	0.5625	0.15625	0.03125
east asian art history	0.1875	0.65625	0.0625	0.0625	0.21875	0.28125
east asian language and literature	0.0625	0.21875	0.6875	0.78125	0.59375	0.0625
east asian languages and cultures	0.0625	0.46875	0.46875	0.65625	0.28125	0.03125
east asian studies	0.0625	0.109375	0.421875	0.59375	0.234375	0.03125
east asian studies, politics	0.53125	0.78125	0.84375	0.5625	0.59375	0.5
ec	0.21875	0.40625	0.25	0.3125	0.125	0.1875
ece	0.2604166666666667	0.4479166666666667	0.65625	0.8541666666666666	0.78125	0.6041666666666666
ece engineering	0.375	0.25	0.71875	0.78125	0.625	0.09375
ece teaching	0.25	0.6875	0.1875	0.5625	0.4375	0.4375
ecnoomics	0.21875	0.25	0.25	0.46875	0.40625	0.4375
eco	0.21875	0.71875	0.65625	0.375	0.6875	0.34375
ecological economics	0.03125	0.78125	0.96875	0.25	0.21875	0.0
ecological science	0.65625	0.75	0.8125	0.5	0.34375	0.125
ecology	0.4	0.7890625	0.61875	0.4984375	0.240625	0.284375
ecology and conservation	0.03125	0.90625	0.46875	0.625	0.34375	0.28125
ecology and evolutionary biology	0.15625	0.65625	0.6875	0.84375	0.3125	0.3125
ecomnomic	0.28125	0.21875	0.625	0.75	0.59375	0.4375
ecomomics	0.4375	0.75	0.625	0.625	0.6875	0.28125
ecomomy	0.3125	0.3125	0.3125	0.34375	0.59375	0.6875
ecomonics	0.59375	0.34375	0.34375	0.6875	0.65625	0.84375
econ	0.31919642857142855	0.43973214285714285	0.5	0.5111607142857143	0.4375	0.39285714285714285
econ/ politics	0.40625	0.71875	0.71875	0.8125	0.28125	0.1875
econ/physics	0.46875	0.65625	0.78125	0.75	0.375	0.34375
econimic	0.4375	0.21875	0.21875	0.65625	0.625	0.75
econimics	0.265625	0.359375	0.3125	0.625	0.515625	0.46875
econimics - history	0.21875	0.875	0.65625	0.46875	0.15625	0.09375
econmie	0.0625	0.03125	0.25	0.1875	0.4375	0.09375
economcs	0.5625	0.84375	0.90625	0.84375	0.3125	0.21875
econometris and statistics	0.125	0.625	0.5625	0.65625	0.4375	0.34375
econometry	0.25	0.375	0.34375	0.53125	0.46875	0.25
economi	0.2708333333333333	0.3125	0.3229166666666667	0.59375	0.5520833333333334	0.4791666666666667
economia	0.4270833333333333	0.17708333333333334	0.3125	0.5729166666666666	0.59375	0.5833333333333334
economic	0.3599137931034483	0.4956896551724138	0.5366379310344828	0.5668103448275862	0.4375	0.4191810344827586
economic & finance	0.34375	0.5625	0.8125	0.71875	0.53125	0.1875
economic accounting	0.46875	0.4375	0.78125	0.625	0.4375	0.46875
economic and finance	0.65625	0.5	0.5	0.53125	0.59375	0.375
economic and financial analysics/ mathematics	0.5625	0.875	0.40625	0.4375	0.28125	0.59375
economic business	0.375	0.34375	0.59375	0.6875	0.65625	0.40625
economic engineer	0.09375	0.125	0.0	0.125	0.40625	0.28125
economic geography	0.125	0.3125	0.71875	0.625	0.28125	0.0625
economic history	0.171875	0.4609375	0.46875	0.5	0.3984375	0.125
economic sustainability	0.875	0.78125	0.34375	0.78125	0.5625	0.625
economicics	0.59375	0.71875	0.3125	0.5	0.375	0.25
economics	0.3091923925027563	0.494659592061742	0.4886990077177508	0.533558434399118	0.43777563395810365	0.4092475192943771
economics & accounting	0.8125	0.53125	0.8125	0.96875	0.9375	0.9375
economics & business administration (finance	0.40625	0.15625	0.6875	0.53125	0.625	0.53125
economics & history	0.3125	0.9375	0.90625	0.59375	0.5625	0.03125
economics & management	0.34375	0.625	0.5625	0.75	0.78125	0.5
economics & math	0.0625	0.15625	0.3125	0.28125	0.25	0.15625
economics & political science	0.09375	0.625	0.53125	1.0	0.9375	0.78125
economics & psychology	0.625	0.6875	0.6875	0.40625	0.5625	0.5
economics & sociology	0.03125	0.4375	0.40625	0.40625	0.15625	0.53125
economics + finance	0.09375	0.0625	0.15625	0.375	0.46875	0.5
economics / business administration	0.3125	0.71875	0.84375	0.65625	0.8125	0.9375
economics and accounting	0.34375	0.5	0.71875	0.78125	0.71875	0.53125
economics and business	0.0625	0.34375	0.234375	0.5625	0.5	0.28125
economics and business administration	0.109375	0.3125	0.6875	0.40625	0.390625	0.203125
economics and demography	0.1875	0.1875	0.71875	0.5	0.5625	0.40625
economics and english	0.34375	0.375	0.21875	0.359375	0.25	0.71875
economics and finance	0.3515625	0.4765625	0.6328125	0.61328125	0.56640625	0.48828125
economics and geography	0.46875	0.53125	0.375	0.34375	0.34375	0.4375
economics and history	0.09375	0.40625	0.09375	0.71875	0.1875	0.53125
economics and informatics	0.59375	0.5625	0.78125	0.59375	0.84375	0.5625
economics and international business	0.0	0.0	0.0	0.34375	0.5	0.28125
economics and international development	0.28125	0.15625	0.46875	0.84375	0.375	0.21875
economics and management	0.421875	0.5	0.484375	0.375	0.40625	0.515625
economics and mathematical science	0.53125	0.5	0.6875	0.46875	0.25	0.46875
economics and mathematics	0.125	0.6041666666666666	0.6354166666666666	0.4270833333333333	0.5520833333333334	0.3854166666666667
economics and political science	0.109375	0.390625	0.578125	0.5625	0.421875	0.25
economics and public administration	0.0	0.21875	0.75	0.84375	0.65625	0.75
economics law	0.59375	0.71875	0.5625	0.75	0.375	0.375
economics maths	0.375	0.34375	0.5625	0.5	0.375	0.59375
economics politics	0.25	0.0625	0.40625	0.625	0.4375	0.71875
economics psychology literature	0.5625	0.78125	0.71875	0.15625	0.4375	0.5
economics statistics	0.5	0.5625	0.5625	0.78125	0.5625	0.75
economics, advertising	0.25	0.6875	0.625	0.21875	0.46875	0.15625
economics, finance, statistics	0.21875	0.625	0.1875	0.25	0.15625	0.5
economics, geography	0.125	0.75	0.21875	0.5	0.34375	0.25
economics, information systems	0.25	0.5	0.375	0.53125	0.4375	0.34375
economics, law	0.21875	0.59375	0.484375	0.53125	0.53125	0.25
economics, maths, statistics	0.1875	0.09375	0.46875	0.5	0.6875	0.625
economics, minor in geography	0.4375	1.0	0.90625	0.78125	0.25	0.4375
economics, philosophy	0.140625	0.359375	0.40625	0.21875	0.484375	0.3125
economics, photography, mba	0.1875	0.71875	0.75	0.40625	0.34375	0.0
economics, political science	0.390625	0.484375	0.640625	0.421875	0.375	0.375
economics, politics and law	0.375	0.46875	0.71875	0.71875	0.59375	0.5625
economics, psychology	0.28125	0.875	0.59375	0.5	0.25	0.125
economics, social science	0.0	0.4375	0.25	0.21875	0.125	0.03125
economics, social work	0.25	0.0625	0.21875	0.75	0.1875	0.5
economics, sociology and cultural analysis	0.0	0.34375	0.3125	0.40625	0.28125	0.5625
economics, spanish	0.0	0.25	0.0625	0.3125	0.25	0.40625
economics, statistics	0.0	0.46875	0.15625	0.40625	0.09375	0.21875
economics, theology	0.03125	0.28125	0.125	0.40625	0.09375	0.25
economics,finance,psychology,philosophy	0.46875	0.8125	0.5625	0.78125	0.5	0.59375
economics,mathematics	0.0	0.6875	0.1875	0.4375	0.03125	0.09375
economics/ japanese	0.28125	0.21875	0.3125	0.53125	0.5	0.0625
economics/computer science	0.46875	0.71875	0.78125	0.65625	0.6875	0.3125
economics/education	0.15625	0.0	0.1875	0.75	0.53125	0.5
economics/engineering	0.03125	0.4375	0.21875	0.34375	0.40625	0.1875
economics/literature	0.0	0.71875	0.59375	0.34375	0.21875	0.0625
