Realistic	Investigative	Artisitc	Social	Enterprising	Conventional	College Major
0.03125	0.21875	0.3125	0.15625	0.34375	0.125	political science
0.3125	0.875	0.46875	0.21875	0.125	0.40625	Science
0.4375	0.53125	0.78125	0.875	0.3125	0.25	Film/Television
0.375	0.46875	0.375	0.53125	0.09375	0.03125	psychology
0.5	0.71875	0.84375	0.625	0.53125	0.03125	art
0.0	0.125	0.125	1.0	1.0	1.0	Counseling
0.28125	0.53125	0.71875	0.6875	0.34375	0.15625	English
0.65625	0.875	0.84375	0.5	0.46875	0.65625	CHEMICAL ENGINEERING
0.65625	0.5	0.75	0.59375	0.6875	0.625	chemical process engineering
0.5	0.6875	0.59375	0.59375	0.5625	0.4375	Chemical engineering
0.09375	0.5	0.5	0.3125	0.25	0.1875	Business
0.40625	0.71875	0.34375	0.6875	0.46875	0.53125	chemical engineering
0.0	0.0625	0.46875	0.71875	0.0	0.0625	psychology
0.125	0.65625	0.71875	0.5625	0.34375	0.5	Psychology
0.21875	0.78125	0.65625	0.84375	0.21875	0.40625	Creative Writing
0.21875	0.21875	0.21875	0.34375	0.5	0.75	Accounting
0.0625	0.15625	0.5625	0.53125	0.15625	0.09375	office automation
0.09375	0.625	0.09375	0.59375	0.25	0.625	Business
0.0625	0.625	0.75	0.625	0.46875	0.15625	Management
0.21875	0.84375	1.0	0.84375	0.5	0.03125	Psychology
0.625	0.46875	0.15625	0.78125	0.4375	0.46875	engineering
0.5625	0.71875	0.71875	0.71875	0.625	0.5	psychology
0.0	0.125	0.375	0.625	0.75	0.625	Psychology 
0.84375	0.90625	0.375	0.875	0.90625	0.84375	chemical engineering
0.34375	0.0625	0.40625	0.625	0.34375	0.5625	psychology
0.40625	0.71875	0.84375	0.8125	0.71875	0.5	English
0.40625	0.40625	0.78125	0.6875	0.71875	0.59375	English major
0.65625	0.8125	0.625	0.46875	0.75	0.1875	Psychology
0.5625	0.6875	0.71875	0.8125	0.6875	0.625	Engineering
0.1875	0.4375	0.5	0.5	0.28125	0.21875	Accounting
0.625	0.65625	0.5625	0.53125	0.46875	0.53125	chemical engineering
0.125	0.5625	0.15625	0.28125	0.21875	0.0	Engineering
0.0	0.03125	0.5	0.59375	0.53125	0.09375	childhood studies 
0.0	0.5625	0.28125	0.4375	0.25	0.25	Communication 
0.3125	0.3125	0.46875	0.6875	0.6875	0.46875	education
0.4375	0.65625	0.34375	0.65625	0.34375	0.5625	management
0.625	0.5625	0.75	0.75	0.6875	0.59375	Instrumentation Engineer
0.75	0.78125	0.71875	0.78125	0.71875	0.6875	Chemical engineering
0.78125	0.5	0.59375	0.84375	0.59375	0.78125	management
0.21875	0.6875	0.34375	0.65625	0.25	0.28125	Biology
0.34375	0.40625	0.71875	0.40625	0.46875	0.65625	Business admenstration 
0.375	0.8125	0.21875	0.6875	0.21875	0.46875	Mechanical Engineering
0.8125	0.46875	0.65625	0.6875	0.84375	0.6875	mechanical engineering
0.25	0.8125	0.25	0.78125	0.46875	0.34375	english
0.59375	0.75	0.75	0.75	0.5625	0.6875	Chemical Engineering
0.34375	0.59375	0.3125	0.53125	0.21875	0.25	Psychology 
0.40625	0.46875	0.59375	0.84375	0.75	0.625	management
0.03125	0.6875	0.875	0.875	0.125	0.03125	Psychology, education
0.21875	0.75	0.3125	0.625	0.0	0.4375	Cybersecurity
0.28125	0.84375	0.59375	0.625	0.21875	0.25	geology
0.28125	0.71875	0.8125	0.40625	0.25	0.34375	Mathematics
0.1875	0.59375	0.28125	0.6875	0.59375	0.875	business and accounting
0.125	0.40625	0.625	0.71875	0.46875	0.28125	Electric Media & Journalism
0.0625	0.34375	0.625	0.8125	0.125	0.09375	Psychology
0.96875	1.0	0.78125	0.8125	0.3125	0.21875	Outdoor Education
0.0625	0.0	0.03125	0.28125	0.09375	0.5625	law
0.03125	0.6875	0.21875	0.8125	0.09375	0.15625	psychology
0.4375	0.65625	0.53125	0.75	0.59375	0.28125	English
0.0625	0.1875	0.4375	0.5625	0.1875	0.0625	Social Work
0.1875	0.65625	0.6875	0.78125	0.625	0.3125	business
0.21875	0.375	0.15625	0.6875	0.1875	0.5	Psychology
0.21875	0.46875	0.3125	0.65625	0.625	0.6875	Business administration
0.0	0.40625	0.625	0.78125	0.71875	0.5	Journalism
0.03125	0.65625	0.625	0.625	0.4375	0.3125	Psychology
0.65625	0.65625	0.40625	0.25	0.125	0.1875	Meteorology
0.53125	0.78125	0.71875	0.65625	0.03125	0.25	physiology
0.71875	0.9375	0.3125	0.71875	0.53125	0.5625	chemical engineering
0.6875	0.34375	0.28125	0.5	0.21875	0.46875	Mechanical Engineering Technology
0.28125	0.5	0.53125	0.59375	0.6875	0.53125	education
0.09375	0.25	0.625	1.0	0.25	0.09375	early childhood education
0.0625	0.1875	0.0	0.6875	0.3125	0.53125	Rehabilitation Counselling
0.5625	0.59375	0.15625	0.59375	0.4375	0.4375	Exercise Physiology
0.09375	0.3125	0.125	0.46875	0.75	0.75	Finance/Political Science
0.71875	0.3125	0.3125	0.8125	0.34375	0.71875	buisness
0.1875	0.75	0.9375	0.8125	0.59375	0.4375	interdisciplinary science studies
0.40625	0.71875	0.46875	0.59375	0.25	0.34375	BBA
0.09375	0.5	0.46875	0.59375	0.3125	0.28125	social work
0.375	0.46875	0.25	0.71875	0.4375	0.65625	Accounting
0.75	1.0	0.9375	0.9375	0.875	0.9375	management
0.25	0.8125	0.71875	0.875	0.5	0.3125	Psychology
0.375	0.4375	0.53125	0.5	0.375	0.6875	Sociology, Criminology
0.28125	0.84375	0.6875	0.71875	0.6875	0.53125	Nursing
0.71875	1.0	0.9375	0.90625	0.875	0.71875	Early Childhood eduction
0.40625	0.71875	0.09375	0.25	0.1875	0.625	Pharmacy
0.40625	0.3125	0.46875	1.0	0.1875	0.46875	psychology
0.09375	0.5	0.625	0.625	0.4375	0.28125	Religion 
0.40625	0.46875	0.3125	0.25	0.34375	0.46875	physics
0.84375	0.28125	0.46875	0.9375	0.65625	0.9375	psychology
0.5625	0.625	0.65625	0.25	0.21875	0.875	Cybersecurity
0.625	0.84375	0.5	0.6875	0.46875	0.4375	software enfineering
0.40625	0.4375	0.53125	0.46875	0.40625	0.375	business
0.21875	0.71875	0.53125	0.90625	0.46875	0.34375	psychology
1.0	1.0	1.0	1.0	1.0	1.0	civil
0.28125	0.4375	0.9375	0.8125	0.71875	0.5625	filipino
0.09375	0.59375	0.84375	0.9375	0.53125	0.1875	Communication
0.4375	0.53125	0.625	0.875	0.5625	0.90625	Finance
0.1875	0.25	0.71875	0.71875	0.3125	0.28125	Electrical Engineering
0.5625	0.71875	0.875	0.65625	0.59375	0.4375	english
0.0	0.28125	0.28125	0.78125	0.25	0.21875	CIS. Now Studying psychology
0.5625	0.375	0.40625	0.21875	0.21875	0.1875	network technology
0.03125	0.59375	0.09375	0.78125	0.46875	0.65625	Criminal Justice
0.03125	0.71875	0.0	0.65625	0.09375	0.15625	Speech Pathology
0.40625	0.40625	0.5	0.78125	0.1875	0.25	aeronautical engineering
0.125	0.28125	0.8125	0.6875	0.5	0.34375	Business
0.0	0.125	0.1875	0.8125	0.0	0.09375	Education 
0.375	0.9375	0.90625	0.96875	0.65625	0.28125	Studio Art & Psychology
0.53125	0.71875	0.5	0.65625	0.65625	0.125	communication
0.21875	0.625	0.75	0.84375	0.5625	0.25	education
0.03125	0.21875	0.5625	0.8125	0.375	0.3125	English, Counseling
0.375	0.71875	0.53125	0.6875	0.4375	0.40625	art education
0.5	0.875	0.875	0.9375	0.46875	0.125	Psychology
0.46875	0.5625	0.53125	0.625	0.25	0.1875	Psychology
0.125	0.75	0.6875	0.8125	0.21875	0.125	Human Physiology
0.59375	0.65625	0.53125	0.84375	0.78125	0.5625	psychology
0.0625	0.03125	0.21875	0.25	0.25	0.125	Computer Science
0.15625	0.8125	0.84375	0.5	0.34375	0.25	Economics
0.375	0.625	0.28125	0.625	0.46875	0.15625	Chemistry
0.65625	0.4375	0.65625	0.53125	0.34375	0.375	English
0.4375	0.5625	0.625	0.875	0.9375	0.5625	Economics
0.84375	1.0	0.71875	0.9375	0.6875	0.5	Liberal studies
0.25	0.34375	0.0	0.75	0.59375	0.75	Speech communication
0.34375	0.5	0.46875	0.5625	0.59375	0.875	business administration 
0.71875	0.625	0.84375	0.5625	0.40625	0.25	Business
0.09375	0.1875	0.8125	0.28125	0.09375	0.0	History
0.09375	0.375	0.5625	0.375	0.5	0.0625	agriculture
0.34375	0.875	0.8125	0.9375	0.3125	0.53125	English and Bible
0.15625	0.21875	0.6875	0.71875	0.34375	0.1875	Liberal Arts and psychology
0.53125	0.125	0.125	0.46875	0.28125	0.40625	Production Management
0.28125	0.65625	0.65625	0.8125	0.3125	0.59375	Social Science
0.34375	0.59375	0.46875	0.15625	0.40625	0.40625	psychology
0.1875	0.75	0.75	0.75	0.21875	0.0625	education, nursing
0.5	0.9375	0.875	0.53125	0.4375	0.375	psychology
0.3125	0.21875	0.3125	0.5	0.15625	0.09375	Marketing
0.1875	0.84375	0.53125	0.78125	0.5	0.34375	Animal Health
0.125	0.75	0.5625	0.6875	0.34375	0.53125	psychology
0.46875	0.9375	0.5625	0.1875	0.125	0.46875	Mathematics
0.6875	0.65625	0.1875	0.6875	0.34375	0.34375	accounting
0.34375	0.8125	0.6875	0.625	0.75	0.46875	Bussinese adminstration
0.59375	0.8125	0.40625	0.53125	0.71875	0.75	Business Administration 
0.5	0.46875	0.28125	0.5625	0.59375	0.65625	Business
0.59375	0.78125	0.8125	0.65625	0.5625	0.34375	Administration
0.0625	0.75	0.03125	0.28125	0.0	0.09375	Psychology
0.65625	0.4375	0.53125	0.75	0.65625	0.71875	mechanical enginering
0.875	0.28125	0.375	0.1875	0.53125	0.6875	Business
0.0625	0.34375	0.375	0.375	0.15625	0.15625	Information Technology
0.125	0.34375	0.5	0.4375	0.3125	0.15625	Counseling Psychology
0.34375	0.5	0.84375	0.65625	0.28125	0.40625	Education 
0.46875	0.5625	0.6875	0.34375	0.4375	0.3125	tourism
0.1875	0.09375	0.75	0.71875	0.21875	0.0625	Psychology
0.78125	0.5625	0.65625	0.375	0.34375	0.34375	Graphic Design
0.375	0.6875	0.90625	0.875	0.375	0.21875	Music
0.0	0.59375	0.3125	0.3125	0.0	0.125	Biochemistry
0.25	0.75	0.96875	0.46875	0.46875	0.0	Psychology
0.1875	0.40625	0.28125	0.65625	0.78125	0.34375	Filipino
0.5	0.75	0.75	0.46875	0.5625	0.625	Mechanical engineering
0.4375	0.84375	0.59375	0.46875	0.5	0.5	Chemistry
0.875	1.0	0.96875	0.9375	0.90625	1.0	Business Administration
0.28125	0.71875	0.5625	0.5625	0.21875	0.5	economics
0.625	0.96875	0.9375	0.9375	0.65625	0.53125	Human Resources
0.125	0.09375	0.96875	0.78125	0.3125	0.0	Library and Information Science
0.6875	0.46875	0.375	0.5	0.5	0.8125	international relation
0.125	0.25	0.5625	0.5	0.5625	0.125	business
0.4375	0.625	0.4375	0.46875	0.53125	0.5625	psychology
0.0625	0.21875	0.625	0.90625	0.71875	0.625	finance
0.5625	0.65625	0.625	0.90625	0.5625	0.53125	BSE Education Major in Filipino
0.03125	0.53125	0.0	0.625	0.34375	0.21875	physiology
0.6875	0.5625	0.65625	0.84375	0.875	0.84375	commerce english 
0.28125	0.46875	0.96875	1.0	0.5625	0.34375	Business administration
0.0	0.9375	0.84375	0.71875	0.46875	0.09375	Mechatronic Engineering
0.28125	0.46875	0.84375	0.46875	0.3125	0.0625	Media
0.59375	1.0	0.3125	0.90625	0.6875	0.78125	criminal justice
0.5	0.5	0.5	0.5	0.5	0.5	Business
0.40625	0.28125	0.90625	0.75	0.65625	0.53125	civil engineering
0.4375	0.65625	0.40625	0.40625	0.375	0.375	Chemistry
0.0	0.625	0.90625	0.6875	0.125	0.0625	Cosmetology 
0.0	0.53125	0.53125	0.4375	0.0625	0.03125	Psychology
0.21875	0.6875	0.375	0.5	0.34375	0.34375	counselling
0.3125	0.34375	0.875	0.96875	0.46875	0.125	Business administration
0.65625	0.65625	0.34375	1.0	0.875	0.9375	Business
0.125	0.71875	0.6875	0.90625	0.5625	0.46875	psychology
0.28125	0.46875	0.84375	0.75	0.34375	0.03125	Humanities
-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	com science
0.0	0.4375	0.03125	0.625	0.375	0.21875	psychology
0.3125	0.71875	0.75	0.59375	0.4375	0.28125	Esthetician
0.78125	0.84375	0.9375	0.78125	0.3125	0.53125	Criminal Justice 
0.9375	1.0	0.84375	0.4375	0.8125	1.0	Political Science
0.0	0.09375	0.0	0.8125	0.65625	0.8125	Business
0.25	0.5	0.625	0.71875	0.59375	0.375	FILIPINO
0.03125	0.5	0.3125	0.5	0.46875	0.25	Industrial Engineering
0.75	0.25	0.6875	0.8125	0.625	0.8125	offshore engineering
0.15625	0.71875	0.625	0.84375	0.53125	0.25	Psychology
0.125	0.0625	0.03125	0.25	0.15625	0.53125	Communication
0.03125	0.8125	0.75	0.75	0.40625	0.25	Psychology
0.28125	0.34375	0.28125	0.5	0.21875	0.1875	physical education
0.0625	0.21875	0.375	0.59375	0.0	0.0	Sociology
0.59375	0.8125	0.78125	0.90625	0.75	0.8125	accounting
0.46875	0.625	0.8125	0.4375	0.15625	0.34375	General
0.25	0.4375	0.78125	0.75	0.5625	0.46875	psychology
0.0	0.0	0.28125	0.5	0.0625	0.5625	interdisciplinary studies
0.0625	0.46875	0.625	0.625	0.25	0.1875	Theolgy
0.125	0.65625	0.5	0.6875	0.46875	0.4375	Nursing
0.53125	0.625	0.5625	0.25	0.1875	0.59375	Finance
0.15625	0.71875	0.90625	0.78125	0.6875	0.25	psychology
0.0625	0.21875	0.65625	0.90625	0.21875	0.28125	Psychology
0.03125	0.25	0.84375	0.65625	0.5	0.03125	Business
0.125	0.5625	0.8125	0.90625	0.4375	0.1875	chinese 
0.3125	0.78125	0.25	0.8125	0.5	0.53125	nursing
0.5625	0.5625	0.25	0.28125	0.15625	0.75	electrical engineering
0.0	0.125	0.375	0.78125	0.53125	0.03125	business
0.0	0.28125	0.53125	0.5	0.09375	0.09375	Government
0.25	0.84375	0.5625	0.46875	0.0625	0.34375	History 
0.25	0.75	0.59375	0.84375	0.375	0.46875	psychology
0.3125	0.75	0.6875	0.71875	0.625	0.4375	information technology
0.21875	0.875	0.375	0.625	0.40625	0.28125	pharmacology
0.6875	1.0	0.84375	1.0	0.84375	0.78125	Filipino
0.125	0.21875	0.65625	0.5	0.4375	0.25	Library Science
0.125	0.96875	0.9375	0.78125	0.25	0.0	art
0.125	0.375	0.21875	0.375	0.4375	0.59375	Business Mgmt.
0.1875	0.28125	0.34375	0.5	0.25	0.21875	clinical
0.1875	0.4375	0.75	0.59375	0.28125	0.09375	Higher Ed Admin
0.1875	0.6875	0.8125	0.6875	0.75	0.4375	english
0.375	0.78125	0.75	0.5625	0.46875	0.4375	law
0.40625	0.53125	0.75	0.5625	0.6875	0.34375	commerce
0.28125	0.6875	0.8125	0.46875	0.15625	0.21875	English
0.375	0.84375	0.5625	0.71875	0.28125	0.3125	professional bachelor
0.15625	0.375	0.21875	0.46875	0.71875	0.625	Finance
0.0625	0.53125	0.0	0.78125	0.125	0.1875	Nursing
0.40625	0.34375	0.59375	0.71875	0.71875	0.4375	education
0.0	0.71875	0.5	0.5	0.0625	0.09375	Psychology
0.34375	0.21875	0.78125	0.75	0.96875	0.90625	American Studies
0.28125	0.90625	0.53125	0.5	0.1875	0.125	psychology
0.5625	0.8125	0.75	0.9375	0.5625	0.125	psychology
0.46875	0.65625	0.75	0.71875	0.40625	0.53125	business
0.15625	0.6875	0.65625	0.875	0.78125	0.59375	Psychology
0.3125	0.5	0.65625	0.59375	0.40625	0.375	Economics
0.0	0.15625	0.125	0.59375	0.09375	0.0	Speech and Hearing Science
0.25	0.65625	0.71875	0.53125	0.25	0.09375	Education
0.46875	0.78125	0.6875	0.5625	0.0625	0.0625	psychology
0.125	0.125	0.34375	0.375	0.3125	0.4375	Business
0.0	0.0	0.1875	0.46875	0.34375	0.1875	political science
0.0625	0.59375	0.625	0.71875	0.46875	0.375	Journalism
0.53125	0.71875	0.9375	0.6875	0.34375	0.1875	business
0.09375	0.25	0.53125	0.40625	0.5	0.0625	Drama
0.0	0.34375	0.375	0.3125	0.0625	0.09375	Human Resources
0.03125	0.34375	0.53125	0.5	0.46875	0.625	Journalism
0.3125	0.84375	0.34375	0.34375	0.21875	0.59375	Biochemistry
0.25	0.25	0.40625	0.6875	0.21875	0.375	Psychology
0.21875	0.40625	0.65625	0.8125	0.4375	0.125	International Relations
0.0	0.1875	0.3125	0.65625	0.5625	0.0	graphic design
0.28125	0.46875	0.46875	0.65625	0.59375	0.5625	architecture
0.0	0.25	0.3125	0.40625	0.375	0.59375	English
0.0	0.625	0.75	0.71875	0.4375	0.75	French Language and International Studies
0.0	0.09375	0.5	0.75	0.78125	0.5625	Music
0.03125	0.4375	0.59375	0.65625	0.34375	0.03125	Area studies/ public administration 
0.03125	0.53125	0.53125	0.71875	0.4375	0.34375	English
0.0	0.125	0.0	0.65625	0.46875	0.0625	Corporate Communication
0.40625	0.40625	0.375	0.625	0.3125	0.28125	Environmental Science
0.09375	0.4375	0.5625	0.84375	0.5625	0.0	kinesiology
0.125	0.125	0.78125	0.5	0.3125	0.53125	Library Science
0.0625	0.375	0.71875	0.625	0.65625	0.1875	English and Theatre
0.0	0.53125	0.15625	0.28125	0.0	0.5	Law
0.25	0.59375	0.625	0.46875	0.34375	0.25	Journalism
0.15625	0.625	0.21875	0.5625	0.25	0.65625	Business
0.0	0.3125	0.0625	0.84375	0.34375	0.15625	Criminal Justice
0.0	0.34375	0.34375	0.875	0.125	0.125	History
0.59375	0.96875	0.8125	0.5625	0.21875	0.4375	Creative writing 
0.375	0.75	0.65625	0.625	0.40625	0.09375	anthropology
0.0	0.34375	0.6875	0.6875	0.71875	0.34375	Anthropology 
0.0	0.78125	0.71875	0.59375	0.15625	0.0	Nursing
0.125	0.53125	0.71875	0.3125	0.25	0.3125	english
0.3125	0.78125	0.78125	0.90625	0.5625	0.28125	Biology
0.21875	0.46875	0.46875	0.625	0.59375	0.78125	Business
0.53125	0.71875	0.84375	0.75	0.65625	0.40625	Marketing
0.09375	0.3125	0.4375	0.46875	0.1875	0.375	Mathematics
0.25	0.40625	0.53125	0.71875	0.625	0.25	Communications
0.03125	0.375	0.875	0.84375	0.125	0.0	Education
0.25	0.375	0.8125	0.59375	0.53125	0.15625	Journalism
0.25	0.6875	0.40625	0.5	0.4375	0.28125	Mathematics, French
0.15625	0.28125	0.40625	0.375	0.1875	0.34375	Psychology
0.125	0.65625	0.125	0.59375	0.1875	0.3125	Chemistry
0.3125	0.71875	0.5	0.28125	0.59375	0.46875	Business Administrations
0.0	0.1875	0.28125	0.6875	0.25	0.21875	Psychology
0.0	0.0625	0.625	0.15625	0.09375	0.0	Public Relations
0.34375	0.65625	0.65625	0.75	0.375	0.375	Health services administration 
0.4375	1.0	0.71875	0.5625	0.125	0.5625	Science
0.0	0.5625	0.375	0.5	0.125	0.0625	Psychology and Science
0.0	0.34375	0.625	0.5	0.53125	0.0	psychology
0.0625	0.125	0.96875	0.625	0.59375	0.3125	Communication
0.15625	0.40625	0.1875	0.34375	0.125	0.625	Interior Architecture
0.21875	0.84375	0.3125	0.59375	0.40625	0.375	Veterinary  nursing
0.0625	0.8125	0.4375	0.5625	0.21875	0.25	English
0.21875	0.53125	0.1875	0.3125	0.28125	0.40625	Mech Engineering
0.40625	0.5625	0.8125	0.46875	0.5	0.25	Theatre
0.0	0.75	0.625	0.84375	0.4375	0.4375	Health Care Administration/Psychology
0.03125	0.65625	0.90625	0.90625	0.59375	0.15625	English
0.28125	0.96875	0.625	0.5625	0.21875	0.375	Psychology
0.09375	0.65625	0.59375	0.84375	0.1875	0.15625	Water Resources
0.28125	0.09375	0.25	0.5	0.5	0.375	visual design
0.0625	0.75	0.75	0.71875	0.46875	0.125	biology
0.0	0.46875	0.625	0.40625	0.5625	0.21875	Journalism
0.15625	0.78125	0.375	0.65625	0.25	0.0	biology
0.125	0.28125	0.40625	0.53125	0.34375	0.21875	Business
0.15625	0.84375	0.21875	0.6875	0.28125	0.375	Biology
0.34375	0.84375	0.1875	0.40625	0.28125	0.53125	Studio art
0.3125	0.65625	0.6875	0.5625	0.46875	0.59375	Business administration 
0.1875	0.25	0.3125	0.53125	0.21875	0.0	Graphic Design
0.0	0.21875	0.53125	0.59375	0.3125	0.03125	English
0.53125	0.8125	0.78125	0.75	0.40625	0.28125	Environmental Biology
0.0625	0.71875	0.9375	0.6875	0.25	0.0625	Dance
0.34375	0.625	0.75	0.59375	0.3125	0.28125	English BA and MBA
0.1875	0.5	0.5625	0.75	0.6875	0.625	Psychology
0.0	0.4375	0.40625	0.65625	0.5	0.5	Business
0.0	0.0	0.03125	0.28125	0.21875	0.15625	International relations
0.03125	0.21875	0.6875	0.59375	0.5625	0.3125	art
0.25	0.21875	0.5625	0.46875	0.53125	0.1875	socialogy
0.125	0.75	0.9375	0.28125	0.25	0.15625	Library science
0.3125	0.65625	0.625	0.5	0.3125	0.03125	Specialeducation
0.375	0.25	0.84375	0.875	0.53125	0.28125	Psychology
0.03125	0.875	0.65625	0.5625	0.71875	0.0	Communications 
0.0	0.0	0.125	0.0625	0.0625	0.0625	education
0.375	0.78125	0.25	0.15625	0.21875	0.46875	Chemistry
0.375	0.78125	0.625	0.59375	0.46875	0.4375	Art
0.46875	0.5625	0.71875	0.6875	0.71875	0.15625	Psychology, political science 
0.34375	0.53125	0.59375	0.5	0.53125	0.5	Western civilisation 
0.71875	0.5625	0.625	0.40625	0.59375	0.4375	Public Health
0.6875	0.78125	0.71875	0.90625	0.6875	0.5	Psychology
0.03125	0.375	0.34375	0.25	0.1875	0.09375	art
0.34375	0.6875	0.625	0.625	0.3125	0.21875	Psychology
0.125	0.5625	0.5	0.75	0.09375	0.15625	education
0.0	0.46875	0.5625	0.5	0.53125	0.0	Education
0.0	0.375	0.75	0.625	0.03125	0.0	Graphic Design
0.1875	0.5	0.125	0.8125	0.125	0.3125	CRIMINAL jUSTICE
0.0625	0.6875	0.28125	0.65625	0.09375	0.46875	education
0.0	0.71875	0.8125	0.875	0.25	0.0	English/Education
0.09375	0.28125	0.5	0.4375	0.5	0.15625	Social 
0.625	0.28125	0.6875	0.84375	0.59375	0.59375	English
0.15625	0.71875	0.5	0.53125	0.125	0.25	Math and statistics
0.28125	0.25	0.25	0.40625	0.1875	0.0625	Journalism 
0.6875	0.75	0.46875	0.53125	0.1875	0.09375	Human biology
0.0	0.03125	0.3125	0.5625	0.3125	0.125	Education
0.03125	0.3125	0.5	0.71875	0.375	0.09375	Liberal studies 
0.40625	0.71875	0.625	0.8125	0.625	0.53125	pharmacology
0.03125	0.34375	0.1875	0.90625	0.53125	0.34375	Social work 
0.125	0.78125	0.28125	0.6875	0.5625	0.125	History
0.0625	0.21875	0.40625	0.21875	0.25	0.03125	Interior design
0.09375	0.375	0.5625	0.3125	0.5625	0.15625	Information Systems Management 
0.34375	0.625	0.5	0.625	0.6875	0.28125	psychology and business
0.15625	0.5	0.6875	0.53125	0.375	0.09375	Mechanical engineering
0.0625	0.15625	0.75	0.625	0.65625	0.09375	Journalism
0.1875	0.3125	0.21875	0.40625	0.15625	0.21875	History
0.0625	0.03125	0.0	0.65625	0.375	0.375	Education
0.0	0.625	0.625	0.59375	0.21875	0.5	HIT
0.125	0.3125	0.5	0.75	0.53125	0.28125	marketing 
0.21875	0.0	0.3125	0.3125	0.40625	0.0	Interior design 
0.0625	0.3125	0.53125	0.5625	0.0625	0.03125	Psychology
0.46875	0.96875	0.875	0.8125	0.4375	0.46875	Life Sciences
0.0625	0.34375	0.46875	0.5	0.0625	0.03125	Rhetoric
0.3125	0.71875	0.5625	0.5	0.34375	0.5625	Psychology
0.0625	0.3125	0.8125	0.4375	0.3125	0.125	Graphic Design
0.03125	0.375	0.625	0.625	0.65625	0.1875	English
0.3125	0.46875	0.71875	0.75	0.4375	0.09375	Ba
0.625	1.0	0.875	0.5	0.25	0.34375	Geology
0.1875	0.59375	0.625	0.75	0.5625	0.25	Child Development
0.15625	0.59375	0.5	0.8125	0.3125	0.0625	Education 
0.125	0.375	0.28125	0.3125	0.25	0.3125	Business 
0.34375	0.375	0.40625	0.5	0.4375	0.3125	Biology
0.21875	0.53125	0.71875	0.53125	0.59375	0.34375	music
0.25	0.21875	0.15625	0.5	0.25	0.09375	Painting and printmaking and psychology 
0.125	0.28125	0.53125	0.84375	0.65625	0.4375	Health Information Management
0.59375	0.5	0.6875	0.6875	0.5625	0.8125	Business
0.375	0.90625	1.0	0.6875	0.4375	0.375	Administration 
0.5	0.71875	0.6875	0.6875	0.3125	0.3125	genetics
0.25	0.8125	0.8125	0.46875	0.28125	0.65625	microbiology
0.53125	0.34375	0.3125	0.5625	0.59375	0.34375	Advertising / strategy 
0.25	0.625	0.40625	0.625	0.5	0.34375	Electrical Engineering
0.0625	0.5625	0.5625	0.46875	0.375	0.21875	Bussines management 
0.125	0.6875	0.625	0.78125	0.65625	0.0	IT
0.25	0.34375	0.34375	0.84375	0.1875	0.21875	counselling
0.0625	0.21875	0.875	0.4375	0.1875	0.0	Art
0.125	0.5625	0.34375	0.3125	0.28125	0.625	Management
0.375	0.28125	0.4375	0.53125	0.4375	0.46875	computer programming
0.1875	0.375	0.125	0.21875	0.4375	0.53125	Commerce
0.21875	0.21875	0.8125	0.53125	0.34375	0.21875	Finance 
0.375	0.65625	0.5625	0.75	0.375	0.59375	Public relations
0.5625	0.78125	0.5	0.6875	0.5	0.5	Engineering
0.0625	0.21875	0.09375	0.625	0.25	0.03125	Nursing 
0.0625	0.5	0.46875	0.8125	0.40625	0.1875	Sociology
0.21875	0.84375	0.75	0.75	0.40625	0.25	Sociology
0.21875	0.625	0.6875	0.78125	0.21875	0.0	Graphic design, Business Administration
-0.03125	0.0625	0.59375	0.84375	0.40625	0.03125	early childhood education
0.125	0.28125	0.375	0.40625	0.40625	0.53125	Management
0.34375	0.15625	0.375	0.59375	0.5	0.6875	english
0.03125	0.03125	0.5625	0.5625	0.5625	0.03125	Finnish
0.09375	0.34375	0.90625	0.78125	0.59375	0.46875	literature
0.1875	0.03125	0.34375	0.59375	0.65625	0.84375	Modern Applied Languages
0.09375	0.625	0.78125	0.84375	0.6875	0.46875	Eglish
0.0	0.34375	0.5	0.375	0.375	0.15625	Communications
0.0625	0.5625	0.6875	0.25	0.15625	0.0625	Archaeology 
0.125	0.3125	0.5	0.71875	0.75	0.59375	Hospitality
0.71875	0.6875	0.28125	0.46875	0.3125	0.75	Law
0.09375	0.21875	0.53125	0.84375	0.53125	0.125	EDUCATION
0.0625	0.25	0.375	0.59375	0.40625	0.375	Business
0.28125	0.46875	0.0	0.625	0.0625	0.0625	Communication Arts
0.53125	0.65625	0.46875	0.59375	0.40625	0.375	Psychology and Criminology 
0.4375	0.875	0.53125	0.6875	0.34375	0.21875	Architecture
0.125	0.0	0.375	0.75	0.5625	0.4375	Spanish education 
0.28125	0.46875	0.4375	0.4375	0.5625	0.59375	Political science
0.5625	0.625	0.6875	0.28125	0.6875	0.59375	Anthropology
0.375	0.59375	0.75	0.84375	0.25	0.46875	mba
0.0	0.28125	0.25	0.71875	0.21875	0.46875	Sociology
0.625	0.6875	0.625	0.6875	0.8125	0.75	Management
0.09375	0.6875	0.4375	0.5625	0.21875	0.25	English
0.03125	0.5625	0.625	0.875	0.4375	0.34375	Journalism
0.28125	0.75	0.625	0.34375	0.1875	0.0625	Urban planning 
0.46875	0.5625	0.75	0.78125	0.59375	0.375	English 
0.0	0.25	0.375	0.6875	0.28125	0.03125	Bible
0.03125	0.34375	0.71875	0.28125	0.21875	0.125	English
