Realistic	Investigative	Artisitc	Social	Enterprising	Conventional	College Major
0.59375	0.28125	0.28125	0.6875	0.6875	1.0	Civil Engineering
0.1875	0.78125	0.90625	0.40625	0.3125	0.53125	psychology
0.53125	0.3125	0.0	0.34375	0.40625	0.71875	Chemistry
0.4375	0.40625	0.5625	0.625	0.3125	0.3125	Electronics and communication 
0.0	0.21875	0.25	0.65625	0.25	0.0	Criminal Justice
0.3125	0.96875	0.59375	0.9375	0.4375	0.15625	Neuroscience
0.15625	0.15625	0.53125	0.75	0.5625	0.625	Accountancy
0.0	0.1875	0.75	0.90625	0.4375	0.09375	psychology
0.34375	0.46875	0.71875	0.5	0.78125	0.34375	accounting
0.28125	0.71875	0.65625	0.34375	0.21875	0.28125	Religion
0.28125	0.6875	0.34375	0.375	0.21875	0.34375	Microbiology
0.21875	0.5625	0.8125	0.9375	0.3125	0.09375	peace and conflict studies
0.4375	0.25	0.625	0.71875	0.875	0.15625	graphic design
0.0	0.65625	0.65625	0.625	0.40625	0.71875	LAW
0.1875	0.09375	0.21875	0.625	0.5625	0.375	Business
0.28125	0.3125	0.3125	0.5	0.4375	0.21875	psychology
0.0	0.75	0.84375	0.4375	0.15625	0.0625	English
0.6875	0.625	0.5	0.8125	0.75	0.625	Graphic Design
0.34375	0.4375	0.4375	0.59375	0.28125	0.3125	Sociology
0.40625	0.75	0.5625	0.09375	0.125	0.4375	civil engineering
0.625	0.3125	0.25	0.34375	0.5625	0.9375	Accounting
0.0	0.625	0.59375	0.59375	0.1875	0.15625	fine arts
0.375	0.5	0.34375	0.53125	0.34375	0.75	Computer Science and Engineering
0.15625	0.84375	0.25	0.4375	0.125	0.3125	biology
0.59375	0.53125	0.625	0.71875	0.625	0.40625	History
0.1875	0.84375	0.6875	0.53125	0.25	0.46875	Music
0.375	0.21875	0.46875	0.4375	0.59375	0.59375	social work 
0.125	0.15625	0.125	0.25	0.53125	0.5	Accounting
0.40625	0.1875	0.28125	0.46875	0.34375	0.5625	Liberal Arts
0.375	0.53125	0.71875	0.46875	0.09375	0.4375	Experimental Psychology 
0.125	0.40625	0.5625	0.5	0.28125	0.28125	Communications and Broadcasting
0.46875	0.4375	0.53125	0.46875	0.90625	0.53125	Computer science
0.4375	0.625	0.28125	0.625	0.15625	0.25	Computer Engineering
0.1875	0.34375	0.15625	0.34375	0.71875	0.5	e-commerce
0.0	0.71875	0.09375	0.28125	0.03125	0.0	Computer Science
0.0	0.3125	0.71875	0.9375	0.40625	0.3125	Combined Studies
0.46875	0.3125	0.375	0.75	0.375	0.625	Physics
0.59375	0.8125	0.78125	0.84375	0.90625	0.46875	crimial justice
0.03125	0.78125	0.78125	0.96875	0.21875	0.25	Psychology
0.40625	0.75	0.34375	0.71875	0.40625	0.34375	Psychology
0.03125	0.21875	0.40625	0.65625	0.625	0.125	Psychology
0.0	0.75	0.15625	0.65625	0.3125	0.28125	Health Science
0.0	0.25	0.0625	0.25	0.15625	0.15625	CJ
0.34375	0.53125	0.59375	0.59375	0.3125	0.46875	Business
0.40625	0.4375	0.28125	0.5625	0.34375	0.53125	Intergrative studies
0.96875	1.0	0.40625	0.5625	0.0625	0.84375	Education
0.375	0.09375	0.4375	0.4375	0.25	0.78125	mathematics, music
0.0	0.46875	0.0	0.625	0.09375	0.03125	psychology
0.5625	0.625	0.5625	0.65625	0.59375	0.65625	Human Resource Management
0.5625	0.625	0.8125	0.8125	0.625	0.75	BANKING AND ENGLISH
0.125	0.53125	0.6875	0.90625	0.53125	0.21875	Finance
0.09375	0.25	0.3125	0.8125	0.5	0.03125	education
0.1875	0.53125	0.1875	0.75	0.375	0.40625	Accounting 
0.0625	0.34375	0.75	0.78125	0.65625	0.21875	psychology 
0.125	0.4375	0.21875	0.28125	0.03125	0.03125	commerce
0.3125	0.78125	0.75	0.59375	0.21875	0.5	English
0.1875	0.875	0.75	0.59375	0.625	0.625	finance
0.1875	0.40625	0.96875	0.6875	0.5625	0.15625	Psychology
0.5	0.625	0.53125	0.65625	0.25	0.34375	Economics
0.21875	0.5625	0.625	0.78125	0.53125	0.1875	psychology
0.21875	0.46875	0.40625	0.3125	0.4375	0.53125	Financial management 
0.21875	0.53125	0.65625	0.90625	0.46875	0.21875	Education
0.53125	0.34375	0.59375	0.5	0.40625	0.90625	Philology
0.0	0.25	0.96875	0.5625	0.0	0.125	criminal justice
0.375	0.75	0.625	0.40625	0.1875	0.15625	psychology
0.40625	0.65625	0.125	0.5625	0.28125	0.3125	SES
0.375	0.5625	0.875	0.71875	0.4375	0.09375	philology
0.84375	0.8125	0.875	0.96875	0.90625	0.875	Accounting
0.09375	0.15625	0.0	0.53125	0.25	0.3125	Education
0.6875	0.5	0.59375	0.90625	0.46875	0.71875	Computer Science
0.0625	0.375	0.84375	0.75	0.5625	0.4375	History
0.5	0.40625	0.59375	0.78125	0.4375	0.28125	Psychology
0.25	0.8125	0.9375	0.6875	0.78125	0.34375	child development
0.0625	0.125	0.125	0.4375	0.125	0.375	General Studies 
0.25	0.25	0.3125	0.65625	0.25	0.65625	Criminal Justice
0.46875	0.6875	0.6875	1.0	0.78125	0.9375	Business Management
1.0	0.6875	0.375	0.9375	0.46875	1.0	Political Science
0.0	0.21875	0.1875	0.6875	0.53125	0.28125	business
0.0	0.3125	0.75	0.4375	0.15625	0.0	Art/TESOL
0.75	0.71875	0.1875	0.4375	0.15625	0.5	environmental science/engineering
0.46875	0.125	0.4375	0.28125	0.15625	0.71875	chemical engineering
0.125	0.5	0.53125	0.4375	0.375	0.15625	visual art
0.3125	0.0625	0.375	0.8125	0.8125	0.65625	psychology/child development
0.25	0.53125	0.5625	0.5	0.40625	0.3125	hospitality management
0.8125	0.09375	0.71875	0.65625	0.6875	0.25	Business
0.46875	0.5625	0.3125	0.90625	0.625	0.4375	psychology
0.15625	0.78125	0.75	0.84375	0.375	0.375	counseling
0.1875	0.75	0.78125	0.75	0.40625	0.375	Sociology
0.34375	0.3125	0.1875	0.03125	0.0	0.5625	Desktop publishing
0.03125	0.59375	0.28125	0.8125	0.1875	0.3125	Liberal Studies
0.40625	0.78125	0.625	0.59375	0.25	0.1875	English
0.40625	0.4375	0.5	0.5625	0.46875	0.15625	Environmental management
0.65625	0.6875	0.46875	0.625	0.21875	0.75	Exercise Science
0.5625	0.375	0.6875	0.5	0.8125	0.8125	Financial Engineering
0.125	0.5625	0.65625	0.65625	0.4375	0.03125	Journalism
0.53125	0.4375	0.4375	0.84375	0.5625	0.6875	Hospitality & tourism management
0.28125	0.75	0.40625	0.75	0.4375	0.125	Environment biology and microbiology 
0.65625	0.4375	0.3125	0.40625	0.40625	0.5	Mechanical Engineer 
0.375	0.90625	0.6875	0.5625	0.9375	0.875	Finance, Accounting & Management
0.4375	0.625	0.875	0.8125	0.84375	0.625	Business and commerce 
0.28125	0.75	0.625	0.625	0.1875	0.625	English Literature
0.34375	0.75	0.78125	0.4375	0.4375	0.65625	Psychology 
0.28125	0.40625	0.71875	0.5	0.21875	0.5	Business Management
0.875	0.875	0.125	0.125	0.0	0.125	art
0.53125	0.59375	0.53125	0.6875	0.65625	0.71875	nursing
0.34375	0.09375	0.03125	0.0625	0.0625	0.53125	Business
0.40625	0.09375	0.375	0.5	0.65625	0.6875	Business 
0.46875	0.25	0.5	0.3125	0.375	0.5625	Criminal Justice
0.4375	0.625	0.65625	0.28125	0.1875	0.4375	Chemistry
0.5625	0.59375	0.71875	0.78125	0.8125	0.5	Business
0.125	0.59375	0.75	0.8125	0.4375	0.5625	law
0.0	0.71875	0.375	0.53125	0.03125	0.125	Engineering
0.1875	0.40625	0.875	0.65625	0.5	0.5625	creative industries
0.0625	0.6875	1.0	0.78125	0.6875	0.125	psychology
0.09375	0.46875	0.21875	0.75	0.3125	0.25	psychology
0.25	0.84375	0.5625	0.75	0.03125	0.0	Kinesiology
0.125	0.65625	0.875	0.96875	0.46875	0.25	psychology
0.34375	0.4375	0.3125	0.90625	0.34375	0.5	Human Services
0.03125	0.375	0.78125	0.6875	0.40625	0.375	Acting
0.53125	0.5	0.625	0.46875	0.84375	0.9375	philosophy and political science
0.71875	0.90625	0.5	0.03125	0.375	0.71875	Accountancy
0.09375	0.71875	0.6875	0.625	0.0625	0.0	Psychology 
0.28125	0.4375	0.34375	0.46875	0.28125	0.09375	philosophy
0.53125	0.96875	0.75	0.625	0.34375	0.46875	biology
0.0625	0.90625	0.5	0.9375	0.40625	0.375	Communications
0.71875	0.65625	0.53125	0.4375	0.46875	0.3125	Mechanical Engineering
0.0	0.0	0.0	0.0	0.0	0.0	English, Polish
0.21875	0.5	0.8125	0.8125	0.5	0.25	psychology
0.0	0.1875	0.40625	0.625	0.1875	0.6875	psychology
0.1875	0.25	0.5625	0.90625	0.28125	0.3125	Liberal Arts, Social Work
0.46875	0.8125	0.15625	0.0625	0.3125	0.34375	Criminology 
0.65625	0.875	0.53125	0.4375	0.40625	0.34375	Statistics
0.0	0.125	0.125	0.5625	0.25	0.59375	English
0.25	0.875	0.84375	0.5625	0.34375	0.28125	Mathematics
0.21875	0.59375	0.53125	0.96875	0.75	0.5	Liberal Arts
0.0625	0.5	0.6875	0.3125	0.21875	0.1875	English
0.46875	0.625	0.21875	0.8125	0.53125	0.5	History
0.4375	0.8125	0.375	0.9375	0.3125	0.5625	english
0.1875	0.34375	0.5625	0.71875	0.1875	0.3125	communication
0.1875	0.65625	0.40625	0.40625	0.34375	0.03125	psychology
0.125	0.59375	0.09375	0.15625	0.0625	0.15625	Chemistry
0.3125	0.78125	0.78125	0.59375	0.65625	0.0625	business
0.4375	0.65625	0.46875	0.71875	0.5	0.71875	Business
0.375	0.75	0.53125	0.625	0.78125	0.6875	psychology
0.15625	0.46875	0.75	0.5625	0.46875	0.21875	Business Management
0.25	0.1875	0.53125	0.71875	0.21875	0.03125	International relations 
0.09375	0.0625	0.6875	0.78125	0.6875	0.5625	Human Resource Management
0.09375	0.75	0.34375	0.65625	0.46875	0.59375	psychology
0.125	0.4375	0.375	0.40625	0.5625	0.5	Biology 
0.5	0.125	0.125	0.46875	0.84375	0.96875	business
0.0	0.59375	0.78125	0.96875	0.75	0.125	Psychology
0.21875	0.4375	0.71875	0.75	0.5	0.09375	Psychology
0.0	0.25	0.34375	0.53125	0.0	0.0	Psychology
0.0	0.1875	0.1875	0.375	0.28125	0.40625	Industrial engineering
0.5625	0.6875	0.25	0.71875	0.53125	0.75	Physical Education
0.96875	1.0	0.53125	0.90625	0.78125	0.65625	Human resource management 
0.5	0.8125	0.6875	0.625	0.125	0.34375	industrial arts and technology management/ en
0.34375	0.75	0.75	0.6875	0.28125	0.0625	art
0.46875	0.5	0.78125	0.59375	0.8125	0.71875	finance
0.28125	0.53125	0.375	0.78125	0.5	0.34375	psychology
0.15625	0.46875	0.4375	0.71875	0.40625	0.3125	Chemical Engineering
0.15625	0.65625	0.6875	0.84375	0.3125	0.3125	Ecology and Evolutionary Biology
0.5625	0.3125	1.0	0.875	0.4375	0.84375	Design
0.4375	0.125	0.3125	0.75	0.5625	0.625	Civil Engineering
0.0625	0.21875	0.15625	0.6875	0.0	0.0	Psychology
0.21875	0.15625	0.25	0.28125	0.59375	0.75	sociology
0.125	0.1875	0.25	0.21875	0.3125	0.46875	IT
0.0	0.28125	0.3125	0.5	0.125	0.3125	psychology
0.09375	0.3125	0.28125	0.65625	0.375	0.28125	Law
0.28125	0.46875	0.25	0.40625	0.3125	0.34375	engineering
0.6875	0.875	0.4375	0.53125	0.15625	0.21875	Network and Communications
0.8125	0.875	0.65625	1.0	0.9375	1.0	ENGLISH
0.0	0.15625	0.1875	0.46875	0.03125	0.125	English
0.59375	0.59375	0.3125	0.6875	0.5	0.59375	Electrical Enginerring
0.0	0.0	0.03125	0.21875	0.21875	0.15625	marketing
0.1875	0.5625	0.25	0.46875	0.5625	0.9375	Psychology
0.0625	0.34375	0.59375	0.875	0.6875	0.25	Psychology 
0.25	0.78125	0.4375	0.6875	0.3125	0.1875	Computer Science
0.53125	0.53125	0.40625	0.46875	0.53125	0.53125	management
0.1875	0.75	0.1875	0.625	0.0625	0.21875	psychology
0.4375	0.84375	0.1875	0.6875	0.21875	0.0625	Engineering
0.0	0.28125	0.0	0.25	0.0	0.0	Psychology and Criminal Justice 
0.03125	0.0	0.625	0.4375	0.40625	0.46875	business
0.59375	1.0	0.90625	0.8125	0.4375	0.84375	HISTORY
0.0	0.25	0.0	0.84375	0.03125	0.21875	Psychology 
0.375	0.9375	0.28125	0.34375	0.1875	0.46875	Mechanical Engineering
0.125	0.9375	0.375	0.53125	0.0	0.1875	computer science
0.0	0.09375	0.375	0.375	0.0	0.0	psychology
0.21875	0.25	0.4375	1.0	0.90625	1.0	Psychology
0.5625	0.59375	0.53125	0.75	0.34375	0.21875	Sports & fitness
0.40625	0.5625	0.78125	0.84375	0.78125	0.59375	photography
0.09375	0.78125	0.03125	0.15625	0.09375	0.1875	Cognitive science
0.46875	0.3125	0.59375	0.5625	0.5625	0.53125	Sociology
0.3125	0.6875	0.75	0.53125	0.1875	0.1875	english
0.21875	0.5625	0.6875	0.5625	0.4375	0.46875	languages
0.03125	0.0625	-0.03125	0.75	0.03125	0.09375	social policy and sociology
0.5625	0.9375	0.34375	0.6875	0.0	0.125	psychology
0.0	0.40625	0.625	0.65625	0.03125	0.0	Economics
0.4375	0.375	0.0625	0.21875	0.34375	0.40625	Finance
0.0	0.03125	0.0	0.84375	0.03125	0.0	human development
0.0625	0.09375	0.0	0.875	0.53125	0.78125	Mathematics, Statistics and Finance
0.0625	0.0	0.09375	0.46875	0.1875	0.1875	Politics
0.09375	0.0	0.0	0.40625	0.0	0.34375	English
0.5	0.90625	0.4375	0.90625	0.40625	0.4375	psychology/ Nursing 
0.25	0.75	0.71875	0.78125	0.1875	0.28125	Psychology
0.21875	0.59375	0.96875	0.90625	0.59375	0.40625	Performance 
0.0625	0.9375	0.71875	0.90625	0.09375	0.21875	psychology
0.6875	0.625	0.4375	0.59375	0.34375	0.6875	Liberal ARts
0.625	0.625	0.59375	0.46875	0.375	0.4375	Mechanical engineering 
0.0	0.5625	0.65625	1.0	0.59375	0.34375	Psychology
0.0625	0.4375	0.1875	0.34375	0.21875	0.4375	Statistic 
0.0	0.5625	0.875	0.46875	0.28125	0.0625	Film Producing
0.4375	0.78125	0.25	0.375	0.0625	0.375	Psychology
0.34375	0.4375	0.75	0.65625	0.59375	0.3125	business administration
0.3125	0.5625	0.375	0.65625	0.1875	0.34375	Psychology
0.5625	0.65625	0.53125	0.3125	0.4375	0.5	Engineering Science
0.28125	0.6875	0.28125	0.40625	0.46875	0.96875	engineering
0.09375	0.71875	0.71875	0.6875	0.1875	0.125	Nursing
0.09375	0.125	0.78125	0.4375	0.375	0.125	Communications
0.1875	0.1875	0.375	0.875	0.875	0.375	quality
0.25	0.59375	0.5	0.53125	0.375	0.28125	environmental science
0.0625	0.15625	0.5	0.15625	0.21875	0.0	English
0.40625	0.75	0.21875	0.25	0.53125	0.125	Hydrobiology
0.09375	0.40625	0.4375	0.875	0.3125	0.0	Early childhood
0.1875	0.9375	0.84375	0.75	0.6875	0.3125	adult education and HR
0.21875	0.71875	0.71875	0.6875	0.46875	0.3125	art
0.5	0.28125	0.28125	0.40625	0.15625	0.40625	Engineering
0.375	0.25	0.40625	0.59375	0.59375	0.5	Education
0.28125	0.25	0.40625	0.5625	0.40625	0.59375	Administrative 
0.3125	0.71875	0.75	0.71875	0.40625	0.375	filology
0.40625	0.78125	0.40625	0.6875	0.40625	0.4375	International Studies
0.03125	0.0625	0.90625	0.875	0.3125	0.28125	Human Resources Management
0.25	0.3125	0.59375	0.625	0.65625	0.15625	business 
0.53125	0.5625	0.9375	0.625	0.375	0.125	Organizational Behavior
0.875	0.65625	0.59375	0.9375	0.71875	0.9375	Criminal Justice
0.375	1.0	0.375	0.5	0.125	0.375	Chemical Engineering
0.125	0.0	0.3125	0.59375	0.34375	0.1875	government/ sociology
0.0625	0.40625	0.375	0.875	0.625	0.53125	Education
0.15625	0.3125	0.46875	0.6875	0.53125	0.40625	Education
0.875	0.5	0.53125	0.6875	0.53125	0.59375	Civil Engineering
0.0	0.1875	0.0	0.625	0.0	0.0	psychology
0.09375	0.9375	0.875	0.8125	0.71875	0.59375	Business
0.25	0.65625	0.59375	0.25	0.125	0.21875	Civil Engineering
0.09375	0.71875	0.625	0.84375	0.46875	0.0625	agriculture
0.46875	0.78125	0.78125	0.75	0.71875	0.4375	Geology
0.0	0.0	0.09375	0.84375	0.09375	0.0	Childcare
0.625	0.5	0.5	0.3125	0.40625	0.59375	engineering
0.09375	0.34375	0.125	0.53125	0.15625	0.21875	Economics
0.0625	0.34375	0.40625	0.59375	0.375	0.46875	English
0.0	0.0	0.09375	0.375	0.0	0.0	Psychology
0.0	0.0	0.0	0.34375	0.5	0.28125	Economics and International Business
0.28125	0.53125	0.59375	0.5	0.59375	0.21875	Psychology
0.0	0.1875	0.0	0.625	0.21875	0.15625	Speech language science
0.125	0.84375	0.625	0.1875	0.125	0.5625	Be business admin finance
0.625	0.4375	0.375	0.71875	0.46875	0.34375	Philosophy 
0.34375	0.59375	0.65625	0.375	0.15625	0.0625	Political science
0.28125	0.78125	0.75	0.78125	0.5625	0.0	education
0.40625	0.375	0.4375	0.4375	0.4375	0.59375	Business
0.34375	0.9375	0.625	0.59375	0.46875	0.3125	Psychology
0.0625	0.59375	0.8125	0.8125	0.5	0.25	Apparel Design and Production
0.1875	0.84375	0.53125	0.78125	0.3125	0.4375	psychology
0.34375	0.3125	0.71875	0.9375	0.46875	0.5625	Business
0.34375	1.0	0.875	0.96875	0.4375	0.34375	Child Development
0.21875	0.875	0.59375	0.375	0.34375	0.34375	Horticulture 
0.40625	0.6875	0.40625	0.84375	0.4375	0.28125	education
0.03125	0.0	0.4375	0.4375	0.375	0.0	civil enginering
0.25	0.78125	0.6875	0.78125	0.21875	0.25	Psychology
0.21875	0.59375	0.59375	0.375	0.46875	0.21875	Arts
0.5625	0.3125	0.6875	0.75	0.5625	1.0	COMMERCE
0.5	0.71875	0.5625	0.1875	0.5	0.53125	electrical engeneer
0.1875	0.5625	0.15625	0.375	0.3125	0.09375	Chemistry
0.21875	0.78125	0.71875	0.75	0.5625	0.28125	Communications
0.03125	0.40625	0.46875	0.65625	0.53125	0.1875	fashion
0.09375	0.4375	0.46875	0.9375	0.90625	0.53125	psychology, business
0.125	0.78125	0.96875	0.9375	0.5625	0.0625	Humanities
0.625	0.53125	0.0625	0.84375	0.84375	0.5625	Business Administration 
0.25	0.09375	0.125	0.3125	0.3125	0.375	early childhood education
0.125	0.46875	0.25	0.5	0.375	0.4375	criminology
0.375	0.53125	0.46875	0.6875	0.5625	0.28125	MKT
0.46875	0.46875	0.375	0.46875	0.53125	1.0	Civil engineering
0.28125	0.53125	0.53125	0.875	0.625	0.71875	Social Work
0.34375	0.9375	0.6875	0.90625	0.28125	0.59375	Anthropology 
0.6875	0.625	0.59375	0.375	0.28125	0.4375	Electrical Engineer
0.0625	0.5625	0.5625	0.65625	0.40625	0.21875	Communications
0.34375	0.1875	0.25	0.53125	0.1875	0.34375	Video Production
0.03125	0.65625	0.3125	0.78125	0.25	0.09375	Psychology
0.15625	0.78125	0.21875	0.8125	0.28125	0.0	Biology
0.375	0.1875	0.4375	0.9375	0.75	0.71875	paralegal
0.0625	0.3125	0.125	0.1875	0.21875	0.5	Accounting
0.25	0.65625	0.8125	0.96875	0.78125	0.125	psychology
0.25	0.90625	0.78125	0.8125	0.4375	0.78125	criminal Justice
0.46875	0.65625	0.28125	0.90625	0.5625	0.625	Recreational Therapy
0.0625	0.09375	0.3125	0.625	0.375	0.34375	Communications
0.0625	0.8125	0.59375	0.78125	0.0	0.0	Business
0.0	0.40625	0.40625	0.3125	0.0	0.0	French and German
0.15625	0.5625	0.84375	0.28125	0.34375	0.34375	Culinary
0.09375	0.3125	0.46875	0.75	0.53125	0.21875	psychology
0.1875	0.75	0.3125	0.4375	0.40625	0.625	Business
0.1875	0.78125	0.40625	0.75	0.5625	0.21875	Psychology
0.125	1.0	0.25	0.75	0.6875	0.4375	Education
0.4375	0.78125	0.34375	0.53125	0.125	0.09375	Geography
0.59375	0.625	0.65625	0.625	0.125	0.53125	Biology
0.375	0.40625	0.65625	0.28125	0.0625	0.15625	education
0.21875	0.625	0.75	0.71875	0.21875	0.21875	Communication
0.21875	0.28125	0.90625	0.90625	0.59375	0.25	Music Education
0.46875	0.875	0.71875	0.3125	0.0625	0.1875	Biology
0.21875	0.09375	0.53125	0.90625	0.15625	0.15625	English
0.15625	0.03125	0.5625	0.875	0.5	0.125	Elementary Education
0.5625	0.46875	0.1875	0.46875	0.09375	0.03125	Education
0.0	0.75	0.5625	0.84375	0.15625	0.5	School Counseling
0.125	0.21875	0.59375	0.78125	0.40625	0.15625	Early Childhood Education
0.15625	0.375	0.21875	0.84375	0.46875	0.59375	Math
0.46875	0.6875	0.65625	0.96875	0.46875	0.25	Speech Language Pathology
0.5625	0.625	0.34375	0.28125	0.375	0.6875	Accountancy
0.25	0.6875	0.90625	0.8125	0.59375	0.125	Neuroscience
0.0	0.15625	0.46875	0.6875	0.09375	0.0	English
0.15625	0.5	0.5	0.6875	0.125	0.15625	Biology
0.625	0.78125	0.9375	0.8125	0.9375	0.96875	Biology
0.25	0.75	0.8125	0.6875	0.1875	0.125	Social Work
0.1875	0.625	0.71875	0.625	0.53125	0.1875	Political Science
0.65625	0.21875	0.375	0.5	0.53125	0.4375	Educational Leadership
0.71875	0.8125	0.3125	0.03125	0.21875	0.40625	engineering
0.65625	0.96875	0.625	0.5625	0.34375	0.1875	METALLURGICAL ENGINEERING
0.65625	0.90625	0.90625	0.59375	0.75	0.71875	civil engineering
0.0625	0.6875	0.28125	0.71875	0.15625	0.125	Occupational Therapy 
0.21875	0.25	0.375	0.53125	0.375	0.25	Food Science
0.53125	0.46875	0.28125	0.71875	0.625	0.75	mechanical engineering
0.4375	0.625	0.40625	0.96875	0.59375	0.46875	Child Studies
0.40625	0.21875	0.71875	0.625	0.21875	0.21875	Economics
0.34375	0.40625	0.5625	0.46875	0.25	0.34375	engineering
0.59375	0.65625	0.71875	0.9375	0.59375	1.0	IT
0.34375	0.5625	0.6875	0.78125	0.46875	0.5625	Psychology 
0.0	0.59375	0.65625	0.59375	0.625	0.125	social work
0.21875	0.5625	0.875	0.53125	0.3125	0.09375	Management
0.21875	0.46875	0.4375	0.78125	0.21875	0.34375	Psychology
0.4375	0.625	0.375	0.6875	0.6875	0.5	Commerce
0.0	0.625	0.4375	0.625	0.21875	0.03125	OT
0.375	0.78125	0.9375	0.4375	0.59375	0.34375	Real Estate
0.375	0.59375	0.34375	0.375	0.65625	0.59375	Finance
0.25	0.25	0.28125	0.6875	0.25	0.5	English
0.0	0.09375	0.0625	0.75	0.59375	0.84375	psychology
0.0	0.96875	0.09375	0.5	0.375	0.59375	Statistics
-0.03125	0.75	0.90625	0.75	0.03125	0.0	Human Services 
0.03125	0.21875	0.53125	0.53125	0.4375	0.0625	Psychology
0.125	0.6875	0.5	0.03125	0.0	0.0625	Communication 
0.78125	0.75	0.875	0.53125	0.4375	0.28125	philosophy
0.0625	0.65625	0.25	0.25	0.3125	0.65625	psychology
0.9375	0.21875	0.90625	0.65625	0.25	0.1875	Business
0.0625	0.28125	0.03125	0.21875	0.1875	0.46875	environmental management
0.21875	0.65625	0.6875	0.75	0.875	0.6875	anthropology
0.0	0.65625	0.28125	0.46875	0.25	0.21875	psychology
0.0	0.59375	0.4375	0.59375	0.125	0.15625	Associate of General academics 
1.0	0.84375	0.6875	0.6875	0.40625	0.71875	Electrical Engineering
0.1875	0.53125	0.1875	0.625	0.25	0.28125	Counseling
0.25	0.625	0.875	0.78125	0.4375	0.3125	Psychology
0.09375	0.65625	0.1875	0.15625	0.03125	0.09375	Immunology
0.40625	0.96875	0.78125	0.65625	0.4375	0.25	Animal Science 
0.3125	0.4375	0.625	0.34375	0.34375	0.25	art
0.15625	0.34375	0.46875	0.5625	0.46875	0.1875	Accounting
0.15625	0.6875	0.34375	0.8125	0.625	0.21875	Rehabilitation Services
0.5	0.5	0.75	0.21875	0.15625	0.4375	Advertising
0.4375	0.875	0.4375	0.125	0.03125	0.28125	Health IT
0.09375	0.78125	0.5	0.6875	0.21875	0.3125	Psychology 
0.0625	0.84375	0.78125	0.84375	0.125	0.0	Counseling
0.15625	0.65625	0.59375	0.875	0.15625	0.15625	anthropology
0.21875	0.28125	0.4375	0.3125	0.46875	0.0625	Zoology
0.03125	0.34375	0.0625	0.65625	0.1875	0.5625	English
0.0	0.53125	0.34375	0.75	0.40625	0.46875	psychology
0.5625	0.375	0.375	0.34375	0.25	0.8125	art
0.1875	0.65625	0.53125	0.96875	0.28125	0.28125	Business
0.46875	0.46875	0.28125	0.21875	0.125	0.0625	church ministry
0.21875	0.375	0.46875	0.5	0.25	0.34375	Mechanical Engineering
0.53125	0.40625	0.1875	0.71875	0.5625	0.34375	Management
0.9375	0.5625	0.5625	0.875	0.5625	0.9375	computer science
0.21875	0.625	0.625	0.65625	0.5	0.125	Classical Archaeology
0.125	0.46875	0.625	0.71875	0.5625	0.125	Business
0.28125	0.5	0.5	0.8125	0.375	0.59375	Philosophy 
0.34375	0.1875	0.09375	0.375	0.3125	0.1875	Social work
0.1875	0.59375	0.84375	0.40625	0.25	0.0	Art
0.125	0.65625	0.5	0.15625	0.0	0.21875	linguistics, japanese
0.40625	1.0	0.78125	0.71875	0.25	0.125	Physics
0.5	0.875	0.65625	0.84375	0.65625	0.34375	Design
0.625	0.65625	0.5	0.78125	0.53125	0.15625	environmental science
0.25	0.6875	0.96875	0.53125	0.28125	0.3125	Psychology
0.0625	0.09375	0.5	0.90625	0.0	0.59375	Computer Science
0.59375	0.71875	0.6875	0.1875	0.21875	0.5	electrical engineering
0.28125	0.09375	0.375	0.1875	0.40625	0.59375	Finance
0.15625	0.65625	0.46875	0.1875	0.0625	0.375	psychology and Education
0.0625	0.71875	0.8125	0.375	0.28125	0.75	finance
0.21875	0.75	0.78125	0.40625	0.3125	0.34375	Studio Art
0.875	0.375	0.46875	0.34375	0.34375	0.84375	Engineering 
-0.0625	0.21875	0.25	0.625	0.4375	0.5	Clinical social work
0.34375	0.71875	0.9375	0.8125	0.25	0.3125	History, Geography
0.0	0.84375	0.46875	0.84375	0.40625	0.5625	spanish
0.0	0.9375	0.0	0.15625	0.0	0.25	Biology
0.21875	0.875	0.65625	0.5625	0.21875	0.40625	medicine
0.09375	0.53125	0.34375	0.375	0.1875	0.0625	SOCIOLOGY
0.375	0.5625	0.375	0.90625	0.25	0.53125	Mass Communication
0.125	0.34375	0.40625	0.40625	0.40625	0.53125	Business
0.28125	0.8125	0.25	0.8125	0.375	0.78125	English
0.40625	0.65625	0.0625	0.53125	0.25	0.9375	chemical engineering
0.21875	0.84375	0.78125	0.15625	0.09375	0.34375	medicine
0.21875	0.40625	0.71875	0.6875	0.9375	0.6875	economics
0.8125	0.46875	0.4375	0.65625	0.5625	0.46875	business
0.25	0.28125	0.09375	0.625	0.3125	0.3125	Business
0.0	0.25	0.53125	0.5	0.25	0.09375	Psychology 
0.125	0.46875	0.53125	0.53125	0.21875	0.625	Accountancy
0.28125	0.6875	0.59375	0.84375	0.34375	0.375	Public Health
0.1875	0.4375	0.59375	0.53125	0.65625	0.3125	Sociology
0.40625	0.71875	0.53125	0.5625	0.40625	0.3125	Business
0.15625	0.3125	0.5	0.71875	0.375	0.125	education
0.25	0.625	0.1875	0.75	0.21875	0.34375	Computer Science
0.125	0.0625	0.1875	0.5625	0.4375	0.9375	Management
0.1875	0.5	0.875	0.90625	0.3125	0.25	Education
0.15625	0.8125	0.34375	0.28125	0.0625	0.28125	science
