Actual Diversity Mean,Baseline Diversity Mean,Actual Trust Mean,Baseline Trust Mean,Actual Precision Mean,Baseline Precision Mean,Actual Recall Mean,Baseline Recall Mean,Actual F1 Mean,Baseline F1 Mean,Actual Novelty Mean,Baseline Novelty Mean,Actual Serendipity Mean,Baseline Serendipity Mean
0.78,0.74,0.83,0.47,0.47,0.22,0.7,0.43,0.55,0.28,0.91,0.97,0.39,0.2
